Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP
199707   ,4.40   ,6.38   ,8.73   ,6.01   ,6.91   ,3.85   ,4.76   ,4.65   ,6.50   ,4.92   ,5.78   ,7.27   ,6.19   ,6.65   ,3.69   ,7.06   ,7.41   ,6.49   ,7.24   ,7.41   ,7.53  ,10.31  ,10.62   ,8.01   ,7.01
199708   ,3.93   ,3.95   ,3.77   ,3.94   ,3.78   ,3.11   ,2.39   ,2.23   ,4.30   ,3.57   ,1.69   ,2.04   ,0.36   ,2.82   ,2.14   ,0.88  ,-0.66   ,0.07   ,0.65  ,-0.52  ,-5.01  ,-5.34  ,-4.15  ,-5.71  ,-5.67
199709  ,10.09   ,9.59   ,7.61  ,10.13  ,10.81   ,8.92   ,8.12   ,8.48   ,6.17   ,7.59   ,8.10   ,8.16   ,7.76   ,6.76   ,5.95   ,7.24   ,6.37   ,4.62   ,5.27   ,5.13   ,6.61   ,7.27   ,6.04   ,6.30   ,4.04
199710  ,-3.90  ,-2.41  ,-1.41  ,-3.43  ,-2.37  ,-4.85  ,-3.55  ,-3.49  ,-3.04  ,-2.58  ,-6.19  ,-4.98  ,-3.44  ,-4.69  ,-5.23  ,-5.99  ,-3.38  ,-3.98  ,-4.00  ,-5.50  ,-3.81  ,-3.14  ,-3.22  ,-3.66  ,-2.27
199711  ,-4.18  ,-0.77  ,-3.00  ,-2.88  ,-2.34  ,-3.88  ,-0.45  ,-1.09  ,-2.71  ,-1.24  ,-3.10  ,-1.62  ,-1.26  ,-0.51  ,-2.65  ,-2.43  ,-0.13   ,0.11   ,1.62   ,0.99   ,0.98   ,2.64   ,3.81   ,4.01   ,5.99
199712  ,-2.31   ,0.96  ,-0.52  ,-1.47  ,-1.48  ,-0.08   ,1.80   ,1.57   ,0.03   ,1.40   ,1.65   ,2.24   ,2.30   ,2.89   ,0.48   ,0.21   ,3.55   ,3.81   ,0.75   ,1.15   ,2.66   ,3.43   ,2.43   ,2.52   ,1.15
199801  ,-0.69  ,-0.86  ,-0.93   ,0.07  ,-2.12  ,-2.12  ,-1.83  ,-1.39  ,-3.39   ,0.78  ,-0.83  ,-1.94  ,-1.45  ,-2.23   ,0.37  ,-0.82  ,-2.27  ,-1.49  ,-2.45   ,0.97   ,2.83  ,-2.09  ,-1.79   ,0.25   ,3.20
199802   ,5.99   ,6.36   ,3.80   ,7.40   ,6.34   ,7.80   ,5.99   ,7.81   ,7.12   ,9.75   ,8.06   ,7.65   ,9.35   ,6.72   ,8.50   ,8.25   ,7.68   ,7.12   ,7.24   ,8.92   ,9.55   ,7.36   ,9.09   ,7.36   ,6.19
199803   ,6.00   ,4.40   ,5.30   ,5.39   ,5.66   ,4.88   ,3.65   ,3.77   ,3.84   ,5.29   ,4.18   ,4.10   ,4.56   ,5.79   ,4.35   ,5.71   ,5.37   ,5.37   ,3.17   ,4.52   ,9.52   ,4.52   ,5.21   ,4.32   ,5.42
199804   ,2.52   ,3.28   ,2.31   ,2.30   ,1.71   ,0.10   ,1.05   ,1.55   ,3.33   ,1.17   ,1.88   ,2.35  ,-0.57  ,-0.23  ,-0.54   ,0.80   ,0.44   ,0.00   ,0.45   ,1.70   ,5.11   ,1.67   ,1.50   ,2.30  ,-0.16
199805  ,-4.74  ,-3.86  ,-4.70  ,-3.15  ,-3.66  ,-5.88  ,-3.72  ,-5.87  ,-4.39  ,-5.51  ,-6.70  ,-5.41  ,-5.13  ,-5.79  ,-5.54  ,-4.78  ,-2.71  ,-4.62  ,-3.17  ,-3.55  ,-2.90  ,-3.63  ,-0.91  ,-3.09  ,-0.65
199806  ,-1.86  ,-1.76  ,-0.88  ,-1.64  ,-0.76   ,2.26   ,0.45  ,-0.69  ,-0.78  ,-0.03   ,1.95  ,-1.80  ,-1.91  ,-1.69  ,-0.26   ,1.72  ,-0.09  ,-0.22  ,-0.17   ,1.92   ,6.92   ,2.64   ,2.03   ,4.25   ,4.99
199807  ,-6.57  ,-5.57  ,-8.00  ,-7.05  ,-8.10  ,-8.82  ,-6.90  ,-5.98  ,-9.96  ,-5.33  ,-8.49  ,-8.47  ,-7.81  ,-8.62  ,-5.75  ,-6.08  ,-5.65  ,-4.89  ,-8.14  ,-6.70  ,-3.27  ,-1.11  ,-0.84  ,-1.59   ,0.00
199808 ,-23.12 ,-18.80 ,-19.03 ,-19.13 ,-21.67 ,-23.49 ,-18.17 ,-16.82 ,-18.24 ,-20.92 ,-23.31 ,-19.21 ,-17.52 ,-18.26 ,-20.41 ,-20.71 ,-18.86 ,-17.37 ,-15.58 ,-17.36 ,-18.19 ,-18.35 ,-16.08 ,-14.85 ,-12.92
199809   ,5.99   ,2.83   ,4.28  ,-0.02  ,-0.47   ,9.23   ,6.51   ,5.97   ,6.02   ,6.33  ,11.55   ,6.94   ,4.30   ,7.35   ,3.46   ,8.98   ,8.61   ,8.60   ,5.24   ,2.89   ,7.84   ,4.29   ,4.25   ,4.86   ,8.23
199810   ,1.78   ,2.09   ,4.20   ,2.32   ,1.60   ,4.59   ,3.58   ,5.08   ,3.34   ,5.90   ,3.45   ,2.73   ,5.35   ,6.86   ,7.41   ,7.06   ,5.74   ,8.00   ,8.17   ,6.66   ,7.25   ,7.21  ,11.46   ,6.26   ,8.01
199811   ,7.96   ,6.21   ,6.66   ,4.00   ,5.41   ,6.41   ,4.70   ,4.41   ,7.15   ,7.04   ,8.59   ,2.76   ,4.56   ,4.49   ,6.36   ,4.32   ,3.74   ,2.95   ,2.43   ,6.00   ,5.62   ,5.92   ,7.42   ,5.01   ,7.24
199812   ,2.69   ,1.29   ,2.75   ,1.41   ,1.55   ,5.81   ,3.41   ,4.53   ,4.39   ,7.93   ,7.78   ,5.49   ,4.44   ,6.80   ,8.71   ,4.71   ,5.58   ,5.99   ,4.25   ,5.33   ,6.82   ,4.32   ,7.73   ,5.90   ,6.89
199901   ,6.76   ,1.23   ,1.89   ,2.59   ,5.15   ,3.32  ,-0.48   ,1.72  ,-1.07  ,-1.63  ,10.10  ,-2.33  ,-2.67  ,-0.39  ,-1.54   ,2.17  ,-0.04  ,-4.66  ,-2.83  ,-0.30   ,6.41   ,2.19   ,3.67   ,1.79   ,6.39
199902  ,-6.54  ,-4.43  ,-6.10  ,-6.84  ,-6.89  ,-9.12  ,-7.19  ,-7.81  ,-7.25  ,-9.32  ,-7.00  ,-8.85  ,-5.80  ,-6.49  ,-8.51  ,-4.65  ,-3.69  ,-5.54  ,-5.28  ,-3.54   ,0.54  ,-0.78  ,-1.35  ,-2.87  ,-5.18
199903  ,-1.67  ,-2.80  ,-4.32  ,-4.98  ,-4.50   ,2.36  ,-1.12  ,-0.35  ,-0.48   ,2.49   ,8.84  ,-0.09   ,0.54   ,2.13   ,3.38   ,5.80   ,3.33   ,2.79   ,0.03   ,1.98   ,6.09   ,4.22   ,8.30   ,4.28   ,2.32
199904   ,7.75   ,9.96   ,8.98  ,10.99   ,8.97   ,6.62   ,7.20  ,16.16  ,10.22   ,6.96  ,15.46   ,6.55   ,8.13   ,9.09   ,7.72  ,10.83   ,7.16   ,8.42  ,10.31  ,10.51   ,7.27   ,2.78   ,2.69   ,4.38   ,2.87
199905   ,2.56   ,2.99   ,1.25   ,3.78   ,2.32   ,1.54   ,0.72  ,-1.95   ,4.22   ,2.49  ,-4.06   ,2.20   ,0.81   ,2.54   ,1.78   ,1.75   ,1.07  ,-0.49   ,2.95  ,-0.99  ,-3.35   ,0.13  ,-4.63  ,-2.57  ,-2.03
199906   ,5.42   ,6.68   ,7.82   ,4.96   ,4.67   ,8.71   ,4.32   ,7.71   ,7.67   ,4.35   ,5.98   ,5.16   ,2.33   ,4.81   ,4.27   ,6.66   ,6.22   ,4.19   ,3.82   ,6.27   ,1.10   ,3.00   ,4.79   ,4.54   ,6.54
199907   ,0.63   ,0.02   ,0.77   ,0.19   ,1.70  ,-2.57  ,-2.89  ,-0.87   ,0.87  ,-1.43  ,-2.00  ,-1.98  ,-0.54  ,-1.61  ,-0.27  ,-4.30  ,-2.93  ,-2.66  ,-1.93  ,-4.23  ,-4.32  ,-3.32  ,-4.41  ,-3.29  ,-2.57
199908  ,-1.57  ,-2.70  ,-3.42  ,-3.07  ,-1.93  ,-0.87  ,-3.41  ,-2.74  ,-3.95  ,-3.23  ,-0.59  ,-3.24  ,-3.04  ,-4.02  ,-6.23   ,1.93  ,-2.84  ,-2.19  ,-3.93  ,-4.03  ,-3.99  ,-1.03  ,-1.66  ,-0.72   ,1.16
199909  ,-0.58   ,0.01  ,-0.96  ,-1.29  ,-0.70   ,1.35  ,-0.31  ,-0.69   ,0.07  ,-0.89   ,3.34  ,-2.62  ,-1.11  ,-2.75  ,-1.08  ,-2.07  ,-2.47  ,-2.54  ,-3.75  ,-5.19  ,-1.39  ,-3.35  ,-1.06   ,0.53  ,-4.32
199910  ,-0.07  ,-2.85  ,-0.53  ,-5.02  ,-4.09   ,2.59  ,-1.72  ,-1.73  ,-2.36  ,-2.39   ,6.23   ,6.10   ,1.37  ,-1.76   ,1.06   ,9.05   ,3.89   ,4.49   ,1.49   ,0.94   ,9.64   ,8.51   ,7.88   ,9.74   ,4.57
199911  ,12.91   ,3.34   ,4.61   ,3.19   ,8.41   ,8.49   ,4.16   ,4.21   ,3.97   ,6.02  ,10.65   ,1.51  ,-0.93   ,4.44   ,6.17  ,11.04   ,2.37   ,3.13   ,0.95   ,5.71   ,2.49   ,2.56  ,-0.98   ,3.28   ,3.43
199912  ,17.62   ,5.17   ,5.10   ,5.90  ,14.25  ,17.61   ,8.79   ,7.08   ,6.47   ,9.26  ,17.49   ,8.34   ,3.01   ,6.42   ,7.28  ,23.60   ,7.18   ,6.36   ,3.30  ,12.51  ,11.45   ,1.71   ,7.34  ,12.19   ,4.29
200001  ,10.53   ,0.91   ,1.09  ,-2.26  ,-5.47  ,-0.70  ,-5.54  ,-3.75  ,-4.65  ,-5.38  ,-1.91  ,-6.42   ,0.58  ,-5.22  ,-6.43   ,3.06  ,-4.63  ,-2.57  ,-6.82  ,-7.17  ,-6.61  ,-2.26  ,-4.41  ,-6.13  ,-4.19
200002  ,35.48   ,8.98   ,7.95   ,8.18   ,5.70  ,31.28   ,7.47  ,10.78   ,9.54  ,-0.81  ,24.45  ,14.47   ,0.56   ,0.06   ,6.73  ,16.09   ,9.43   ,4.46  ,-0.34  ,11.94  ,-1.25  ,-0.42  ,-2.63   ,2.00  ,-3.50
200003 ,-14.86   ,1.51   ,0.81   ,0.50  ,-2.30 ,-15.51   ,0.52  ,-4.22   ,2.59   ,4.20 ,-10.07   ,5.43   ,9.62  ,12.70   ,8.88  ,-3.64   ,4.66   ,5.98   ,9.45  ,11.96   ,6.54   ,8.87  ,12.58  ,14.87   ,8.23
200004 ,-17.53  ,-6.48  ,-4.61  ,-4.82  ,-8.77 ,-12.91  ,-0.25  ,-1.66   ,0.46   ,0.76 ,-11.24  ,-2.47   ,1.68  ,-2.25  ,-3.86 ,-10.19  ,-3.80   ,0.03  ,-0.04  ,-8.74  ,-7.18  ,-4.02  ,-0.17  ,-3.33  ,-4.17
200005 ,-10.96  ,-2.07  ,-6.08  ,-3.26  ,-6.19  ,-4.83  ,-3.71  ,-3.41  ,-3.22  ,-0.30  ,-7.33  ,-3.52  ,-1.27  ,-0.98  ,-2.78  ,-8.05  ,-3.04   ,1.56  ,-1.28  ,-5.02  ,-6.40   ,1.31  ,-2.04  ,-4.03  ,-2.64
200006  ,22.13  ,12.19   ,8.01   ,5.66   ,8.56  ,14.82   ,5.33   ,4.03   ,4.29   ,5.56  ,13.39   ,5.91  ,-0.94   ,0.86   ,2.43  ,11.00   ,0.43   ,2.45  ,-2.94   ,6.59   ,6.34  ,-4.17   ,1.63   ,1.89   ,6.22
200007  ,-5.75  ,-0.85   ,0.76   ,1.21   ,0.59 ,-10.75  ,-0.77  ,-0.16   ,1.28   ,3.73 ,-10.56  ,-2.19   ,0.35   ,0.56   ,2.54  ,-7.89   ,1.92   ,1.34  ,-0.94   ,1.33  ,-7.56   ,0.63  ,-0.14   ,0.63  ,-3.24
200008   ,7.26   ,6.05   ,5.95   ,5.98   ,6.79   ,8.96   ,7.92   ,7.03   ,6.07   ,4.34  ,11.77   ,7.79   ,7.71   ,7.34   ,7.38  ,12.84  ,11.33   ,8.53   ,8.38   ,3.06  ,12.55   ,9.43   ,8.13   ,6.50   ,5.79
200009  ,-6.28  ,-0.32  ,-0.28  ,-2.61  ,-4.17 ,-11.66   ,0.11  ,-0.55  ,-2.01  ,-2.94 ,-10.32  ,-3.09  ,-1.25  ,-0.01  ,-3.01  ,-6.95  ,-1.17   ,1.13  ,-1.58  ,-1.17  ,-8.06  ,-8.23  ,-5.23  ,-1.98  ,-6.17
200010 ,-10.22  ,-3.59  ,-2.92  ,-3.44  ,-5.19 ,-14.75  ,-1.94   ,0.13   ,0.29   ,1.32 ,-10.88  ,-5.02  ,-2.80   ,0.88   ,0.80 ,-12.38  ,-3.06  ,-1.39   ,3.25   ,4.27 ,-11.55  ,-8.78  ,-2.17  ,-0.05   ,1.77
200011 ,-17.19  ,-5.84  ,-3.23  ,-4.14  ,-6.42 ,-24.21  ,-6.77  ,-3.76  ,-3.01  ,-2.12 ,-24.33  ,-8.41  ,-4.38  ,-1.00  ,-3.30 ,-30.67  ,-8.74  ,-2.16  ,-0.98  ,-1.90 ,-26.45 ,-16.15  ,-9.50  ,-7.22  ,-6.82
200012  ,-3.02   ,5.41   ,8.18   ,6.21   ,6.92   ,3.73  ,12.21   ,9.94   ,9.73   ,9.57   ,5.71   ,8.87   ,8.87  ,11.09   ,9.90   ,7.50  ,10.71   ,7.74   ,8.03   ,5.45  ,-1.25   ,1.77   ,0.45   ,0.77  ,-0.61
200101  ,16.91   ,8.88   ,6.81   ,8.26  ,13.17  ,13.10   ,2.12   ,0.62   ,3.83   ,2.92   ,8.34   ,4.55   ,0.19   ,0.06   ,1.40   ,7.54   ,1.27   ,1.65   ,0.96   ,1.26   ,9.33   ,8.82  ,-0.85   ,8.28   ,0.60
200102 ,-11.54  ,-1.71  ,-1.24  ,-1.42  ,-1.81 ,-19.33  ,-3.44  ,-1.71  ,-3.18  ,-0.87 ,-20.58  ,-5.49  ,-2.88   ,0.43  ,-1.13 ,-20.94  ,-6.46  ,-1.32  ,-1.35  ,-1.15 ,-21.31 ,-16.72 ,-12.86  ,-9.88  ,-6.67
200103  ,-7.59  ,-1.14  ,-0.60  ,-1.49  ,-1.56  ,-9.95  ,-3.78  ,-2.29  ,-4.26  ,-3.95 ,-16.26  ,-4.10  ,-3.67  ,-3.22  ,-6.84 ,-17.88  ,-5.60  ,-2.71  ,-2.60  ,-5.49 ,-15.46  ,-8.32  ,-5.28  ,-6.18  ,-7.74
200104   ,8.66   ,3.66   ,6.04   ,6.90   ,9.52  ,12.65   ,7.36   ,6.59   ,5.98   ,6.18  ,17.66   ,9.14   ,5.49   ,7.59   ,6.63  ,22.10  ,11.16   ,7.64   ,7.92   ,6.17  ,12.76   ,7.72   ,7.10   ,9.23   ,6.67
200105   ,8.15   ,8.21   ,6.35   ,5.69   ,5.80   ,3.17   ,1.93   ,3.47   ,3.42   ,2.07   ,2.98   ,3.30   ,2.80   ,3.80   ,3.94  ,-0.02   ,1.91   ,2.89   ,3.90   ,3.01  ,-0.73  ,-2.89   ,1.35   ,1.88  ,-0.13
200106   ,3.51   ,4.89   ,4.87   ,4.85   ,3.53   ,0.51   ,3.12   ,3.27   ,1.38   ,4.64   ,2.02  ,-1.54   ,0.22   ,0.89  ,-0.56  ,-4.02  ,-1.61   ,2.14  ,-1.75  ,-0.11  ,-2.63  ,-5.50  ,-2.05  ,-2.50  ,-2.14
200107  ,-8.14   ,0.96  ,-0.90  ,-1.51  ,-2.83 ,-10.66  ,-4.00  ,-2.91  ,-1.53  ,-1.24 ,-13.17  ,-0.59   ,0.84  ,-1.42   ,0.10  ,-8.08  ,-4.91  ,-1.87   ,1.74   ,0.16  ,-9.99  ,-0.75  ,-2.24   ,0.96   ,0.04
200108  ,-6.18  ,-1.38  ,-1.50  ,-2.07  ,-3.23  ,-7.64  ,-1.76  ,-0.20  ,-2.63  ,-4.26  ,-9.38  ,-1.50  ,-3.76  ,-1.29  ,-2.61 ,-10.27  ,-5.09  ,-3.40  ,-3.28  ,-3.62 ,-10.73  ,-8.37  ,-6.71  ,-5.39  ,-5.31
200109 ,-15.55  ,-8.34 ,-11.60 ,-12.37 ,-15.02 ,-18.28 ,-12.78 ,-14.16 ,-14.83 ,-14.55 ,-18.46  ,-8.99 ,-10.81 ,-13.25 ,-12.01 ,-14.48 ,-12.48 ,-12.70  ,-9.64 ,-12.60 ,-10.03 ,-10.88  ,-9.73  ,-9.19  ,-3.47
200110   ,7.88   ,3.37   ,2.78   ,4.99   ,8.03   ,9.61   ,4.01   ,4.38   ,4.42   ,7.71  ,15.63   ,2.39   ,3.78   ,5.04   ,9.49   ,3.26   ,4.50   ,2.66   ,3.66   ,4.79  ,-0.34   ,4.07   ,2.91   ,3.13  ,-0.05
200111   ,9.16   ,5.12   ,4.22   ,5.45   ,5.06  ,10.89   ,6.59   ,8.06   ,8.48   ,7.01  ,12.29   ,6.14   ,7.60   ,7.92   ,6.58   ,8.92   ,7.91   ,7.79   ,6.32   ,8.73   ,8.35   ,9.93   ,9.17   ,8.55   ,5.64
200112   ,8.02   ,5.14   ,7.37   ,6.62   ,6.63   ,6.65   ,6.44   ,7.34   ,6.64   ,6.61   ,5.41   ,5.04   ,6.27   ,6.91   ,5.83   ,2.34   ,4.59   ,4.44   ,4.12   ,6.35  ,-0.44  ,-2.16   ,1.28   ,2.20   ,0.05
200201  ,-0.36   ,2.61   ,3.06   ,0.04   ,2.44  ,-4.66  ,-1.06   ,0.65   ,1.39   ,2.26  ,-6.55   ,0.04  ,-0.72   ,0.61   ,1.57  ,-6.68  ,-2.71   ,0.11   ,2.03  ,-0.46  ,-9.07  ,-1.83  ,-0.15  ,-1.34  ,-0.55
200202  ,-7.13  ,-0.11   ,0.64  ,-0.72  ,-0.04  ,-8.69  ,-0.39   ,0.62   ,0.40   ,2.69  ,-9.47  ,-0.18   ,1.96   ,0.53   ,2.26  ,-7.67  ,-1.54  ,-1.18   ,0.72   ,2.57  ,-3.96  ,-7.50  ,-3.29  ,-1.56   ,0.04
200203   ,8.25   ,7.53   ,7.46   ,9.00  ,10.54   ,8.85   ,9.24   ,7.68   ,7.74   ,8.99   ,7.73   ,7.89   ,5.53   ,6.37   ,7.30   ,4.87   ,7.01   ,7.59   ,5.64   ,4.84   ,1.26   ,6.19   ,5.29   ,5.81   ,0.15
200204  ,-2.35   ,5.27   ,6.76   ,5.12   ,5.06  ,-5.44   ,4.61   ,3.29   ,2.28   ,1.92  ,-7.92   ,0.16   ,1.39   ,0.50   ,0.86  ,-3.26  ,-1.16  ,-0.83   ,0.31  ,-1.76 ,-10.48  ,-5.81  ,-3.81  ,-6.32  ,-8.10
200205  ,-2.22  ,-0.17   ,0.72  ,-2.49  ,-1.11  ,-6.85  ,-2.67  ,-3.50  ,-2.15  ,-1.91  ,-5.75  ,-2.33   ,0.22  ,-1.37  ,-2.87  ,-3.31   ,0.00   ,0.12   ,0.85  ,-0.16  ,-0.64  ,-2.70  ,-1.25  ,-0.16  ,-0.56
200206  ,-5.28   ,0.61  ,-0.90  ,-0.80  ,-2.79  ,-8.55  ,-5.63  ,-3.23  ,-2.86  ,-3.44 ,-11.20  ,-7.14  ,-4.68  ,-6.17  ,-6.78 ,-11.21  ,-8.99  ,-8.14  ,-4.07  ,-6.05 ,-14.49  ,-7.95  ,-4.59  ,-7.28  ,-7.62
200207 ,-16.38 ,-11.61 ,-13.34 ,-11.84 ,-12.50 ,-15.62 ,-14.38 ,-14.49 ,-13.33 ,-14.96 ,-11.51 ,-10.58  ,-9.52 ,-11.22 ,-14.00 ,-10.51 ,-10.73 ,-10.86  ,-9.74 ,-10.93  ,-9.33  ,-9.19  ,-8.39  ,-8.56  ,-3.66
200208  ,-1.09   ,0.12  ,-0.85  ,-0.33   ,0.16  ,-0.31   ,0.48   ,1.48   ,0.95   ,2.37  ,-1.68   ,0.22   ,1.56   ,3.26   ,3.21  ,-0.91   ,1.47   ,0.40  ,-0.43   ,2.80   ,2.10  ,-0.04   ,2.71   ,0.14  ,-0.12
200209  ,-9.64  ,-5.38  ,-5.87  ,-6.20  ,-6.80 ,-10.50  ,-5.59  ,-6.34  ,-3.22  ,-3.79 ,-11.73  ,-7.36  ,-7.42  ,-7.57  ,-7.01 ,-16.06 ,-10.42  ,-9.53  ,-8.18  ,-7.65  ,-9.48 ,-10.78 ,-10.81  ,-8.10 ,-11.50
200210   ,3.94   ,2.46   ,1.95   ,0.74   ,1.27   ,6.27   ,2.26   ,3.37   ,2.22   ,1.66   ,8.66   ,4.84   ,3.03   ,2.30   ,1.77  ,11.77   ,4.05   ,4.82   ,4.45   ,2.66   ,8.91  ,10.22  ,11.15   ,7.10   ,7.42
200211  ,14.43   ,5.16   ,4.07   ,4.98   ,8.95  ,13.76   ,8.16   ,7.41   ,3.60   ,3.77  ,13.60   ,6.49   ,5.68   ,4.37   ,6.70  ,17.51   ,7.81   ,7.54   ,5.34   ,6.96   ,9.62   ,8.58   ,4.97   ,2.36   ,4.24
200212  ,-6.50  ,-0.81  ,-0.33  ,-1.03  ,-0.56  ,-8.83  ,-3.75  ,-3.74  ,-2.26  ,-2.28  ,-9.93  ,-3.97  ,-1.04  ,-0.94  ,-3.72  ,-9.61  ,-4.22  ,-3.42  ,-4.16  ,-1.85  ,-9.24  ,-7.36  ,-6.52  ,-3.84  ,-4.14
200301   ,0.73  ,-0.34  ,-0.65  ,-2.91  ,-2.02  ,-2.80  ,-0.76  ,-3.24  ,-2.89  ,-0.29  ,-0.19  ,-4.60  ,-2.11  ,-2.94  ,-2.50   ,0.57  ,-0.45  ,-3.53  ,-2.29  ,-2.20  ,-0.34  ,-2.16  ,-4.37  ,-1.89  ,-2.92
200302  ,-3.03  ,-2.54  ,-1.15  ,-0.23  ,-0.24  ,-1.70  ,-3.57  ,-3.11  ,-1.17  ,-1.46  ,-3.82  ,-2.06  ,-2.48  ,-1.24  ,-2.90  ,-2.77  ,-1.65  ,-0.65  ,-1.56  ,-2.34  ,-1.91  ,-2.98   ,0.17  ,-1.01  ,-2.06
200303   ,1.07   ,0.44  ,-1.12  ,-1.15  ,-0.51   ,0.81  ,-0.29   ,0.82   ,1.41   ,1.92   ,0.48   ,1.10   ,0.09   ,1.71   ,1.36  ,-0.21  ,-0.37  ,-0.02   ,0.36   ,1.93  ,-0.49   ,0.50  ,-0.49   ,3.39   ,1.20
200304  ,10.70   ,7.48   ,6.17   ,7.99   ,7.83  ,12.26   ,9.70   ,8.56   ,8.06   ,7.65  ,11.25   ,7.51   ,7.52   ,7.99   ,9.61  ,10.03   ,8.40   ,8.25   ,7.81   ,6.07  ,11.24  ,10.19   ,9.70   ,5.02   ,7.09
200305  ,16.39   ,7.61   ,7.24  ,11.49  ,10.54  ,13.78   ,9.77   ,7.55   ,9.04   ,8.01  ,12.50   ,8.48   ,7.49   ,8.19   ,9.16  ,14.48   ,9.53   ,8.43   ,8.53   ,8.51   ,9.17   ,6.04   ,5.15   ,2.95   ,4.76
200306   ,4.92   ,3.61   ,5.09   ,6.71   ,6.83   ,0.73   ,1.74   ,3.23   ,2.57   ,3.92   ,2.03   ,1.01   ,2.07   ,1.77   ,3.80  ,-0.38   ,0.74   ,0.44   ,1.30   ,1.79   ,1.80   ,0.81   ,2.00   ,0.36   ,1.82
200307   ,8.93   ,7.67   ,5.19   ,4.93   ,5.30   ,7.36   ,5.68   ,5.19   ,6.13   ,2.07   ,4.86   ,3.57   ,3.72   ,4.25   ,2.41   ,2.33   ,3.88   ,2.48   ,2.70   ,2.79   ,3.39   ,5.15   ,3.04   ,1.10  ,-1.38
200308   ,6.95   ,4.12   ,3.56   ,3.63   ,3.51   ,6.07   ,4.95   ,3.56   ,4.57   ,2.96   ,8.80   ,4.37   ,3.97   ,4.53   ,4.99   ,9.53   ,5.14   ,5.06   ,2.24   ,3.16   ,1.71   ,1.84   ,2.42   ,3.10   ,0.00
200309   ,4.02  ,-0.01   ,0.94   ,1.76   ,2.14  ,-1.87  ,-1.90  ,-2.12  ,-1.69  ,-1.12  ,-1.45  ,-2.24  ,-1.81  ,-2.09  ,-0.28  ,-3.20  ,-2.95  ,-1.20  ,-0.23  ,-0.39  ,-3.64  ,-0.98   ,0.26  ,-2.38   ,0.52
200310  ,10.81   ,8.16   ,8.06   ,8.11   ,9.61   ,8.89   ,7.73   ,8.13   ,9.40   ,8.56  ,11.19   ,7.72   ,6.62   ,8.98   ,7.18   ,9.18   ,8.95   ,7.57   ,7.49   ,5.94   ,6.86   ,8.06   ,4.84   ,4.78   ,4.02
200311   ,4.52   ,4.74   ,3.99   ,7.14   ,5.43   ,3.12   ,3.41   ,3.34   ,2.69   ,3.41   ,3.41   ,4.28   ,3.36   ,4.07   ,3.95   ,3.09   ,2.84   ,2.44   ,3.59   ,2.19   ,1.02   ,1.82   ,0.62  ,-0.37   ,1.49
200312   ,2.11   ,3.91   ,3.76   ,3.39   ,4.91   ,2.00   ,3.60   ,2.12   ,2.86   ,4.81   ,4.16   ,4.68   ,2.98   ,1.92   ,1.88   ,1.89   ,4.58   ,2.40   ,3.02   ,3.71   ,6.10   ,5.90   ,4.47   ,4.37   ,5.46
200401   ,8.19   ,3.07   ,2.12   ,4.31   ,5.88   ,6.28   ,2.88   ,2.02   ,0.53   ,3.82   ,5.35   ,1.46   ,2.15   ,2.11   ,0.28   ,5.63   ,1.27   ,0.46   ,1.77   ,2.70   ,4.58   ,2.62   ,0.22   ,2.22   ,0.81
200402   ,0.29   ,2.21   ,2.17   ,1.97   ,2.24  ,-0.81   ,1.99   ,1.59   ,2.53   ,3.66   ,0.69   ,3.18   ,2.80   ,2.77   ,4.86   ,0.47   ,2.28   ,4.59   ,1.91   ,3.28   ,1.57   ,1.65   ,1.01   ,2.14   ,0.98
200403  ,-1.17   ,1.04   ,2.26   ,0.84   ,1.35   ,0.39   ,1.76   ,1.17   ,0.83   ,4.41  ,-0.93   ,0.29   ,1.38   ,0.47   ,4.41  ,-2.21   ,0.17   ,0.67   ,1.28   ,0.00  ,-2.19  ,-0.42  ,-1.98  ,-1.03  ,-2.15
200404  ,-7.04  ,-4.73  ,-3.06  ,-2.85  ,-1.78  ,-6.67  ,-3.40  ,-3.80  ,-3.07  ,-2.72  ,-7.40  ,-2.51  ,-3.49  ,-1.83  ,-3.38  ,-6.31  ,-4.49  ,-2.81  ,-2.42  ,-2.31  ,-2.57  ,-4.72  ,-1.83  ,-1.65   ,1.42
200405  ,-0.01   ,0.71   ,0.51   ,0.01  ,-1.55   ,1.96   ,1.89   ,1.05   ,1.05   ,2.21   ,6.00   ,1.90   ,1.64   ,0.65  ,-0.63   ,3.72   ,2.80   ,1.85   ,1.54   ,1.44   ,1.63   ,2.49   ,1.77   ,0.98  ,-0.24
200406   ,2.28   ,5.21   ,5.49   ,5.65   ,5.04   ,3.71   ,4.60   ,4.82   ,5.69   ,5.42   ,1.21   ,3.94   ,4.18   ,5.10   ,3.39   ,3.91   ,3.04   ,2.34   ,2.10   ,2.97   ,1.54   ,2.02   ,2.14   ,1.44   ,1.32
