Date,SMALL LoBM LoOP,ME1 BM1 OP2,ME1 BM1 OP3,ME1 BM1 HiOP,ME1 BM2 LoOP,ME1 BM2 OP2,ME1 BM2 OP3,ME1 BM2 HiOP,ME1 BM3 LoOP,ME1 BM3 OP2,ME1 BM3 OP3,ME1 BM3 HiOP,ME1 BM4 LoOP,ME1 BM4 OP2,ME1 BM4 OP3,SMALL HiBM HiOP,BIG LoBM LoOP,ME2 BM1 OP2,ME2 BM1 OP3,ME2 BM1 HiOP,ME2 BM2 LoOP,ME2 BM2 OP2,ME2 BM2 OP3,ME2 BM2 HiOP,ME2 BM3 LoOP,ME2 BM3 OP2,ME2 BM3 OP3,ME2 BM3 HiOP,ME2 BM4 LoOP,ME2 BM4 OP2,ME2 BM4 OP3,BIG HiBM HiOP
199509    ,-5.33    ,-2.52    ,-2.24    ,-0.59    ,-5.84    ,-3.37    ,-3.00    ,-0.83    ,-5.95    ,-2.41    ,-1.68    ,-1.84    ,-5.48    ,-5.23    ,-2.77    ,-2.97    ,-0.43    ,-0.12    ,-1.29    ,-0.28    ,-0.09     ,0.58    ,-2.14     ,0.93    ,-4.62    ,-2.33    ,-2.62     ,2.30    ,-5.11    ,-3.70    ,-2.41    ,-1.87
199510    ,-1.49     ,2.50    ,-0.08    ,-3.95    ,-1.38     ,0.94    ,-3.48    ,-3.37    ,-1.28    ,-1.25    ,-3.56    ,-5.14    ,-4.33    ,-2.46    ,-1.72    ,-4.77    ,-4.75    ,-5.42    ,-4.07    ,-2.89    ,-4.84    ,-7.48    ,-3.17    ,-2.93    ,-4.36    ,-4.44    ,-2.04    ,-2.07    ,-6.03    ,-4.01    ,-4.51    ,-5.23
199511     ,6.70     ,6.62     ,5.16     ,1.81     ,8.65     ,5.14     ,3.08     ,1.78     ,7.68     ,7.08     ,2.84     ,3.17    ,11.51     ,7.80     ,4.02     ,1.71     ,8.30     ,8.44     ,3.15     ,0.77     ,6.20     ,7.32     ,3.43     ,1.73     ,7.67     ,7.85     ,4.27     ,1.44     ,4.80     ,5.41     ,2.59     ,2.55
199512     ,7.03     ,4.49     ,2.74     ,6.18     ,7.63     ,6.64     ,5.82     ,4.99     ,6.63     ,5.98     ,5.56     ,6.32    ,15.61     ,9.72     ,7.38     ,4.94     ,4.40     ,4.50     ,2.17     ,2.33     ,5.78     ,8.86     ,3.24     ,2.75     ,6.22     ,6.28     ,5.28     ,2.13     ,7.82     ,6.24     ,5.65     ,7.59
199601     ,4.58    ,-0.79    ,-0.42    ,-0.69     ,2.66     ,1.71     ,3.35     ,2.10     ,5.15     ,2.07     ,0.01     ,1.41     ,3.66     ,1.78     ,0.80     ,1.82    ,-2.70    ,-4.06    ,-1.27    ,-3.04    ,-3.50    ,-3.47    ,-0.16    ,-0.07     ,1.25    ,-1.94     ,0.84     ,0.43     ,0.15    ,-0.56     ,0.64    ,-0.42
199602    ,-0.86    ,-1.63    ,-0.57    ,-1.26    ,-3.15    ,-2.85    ,-1.39    ,-1.52    ,-3.44    ,-1.70    ,-1.83    ,-1.33    ,-1.89    ,-2.83    ,-1.04    ,-0.30    ,-5.54    ,-0.35    ,-0.49     ,0.75     ,0.09    ,-2.50    ,-1.43    ,-0.59    ,-3.21    ,-1.56    ,-0.23    ,-1.57    ,-2.38    ,-0.92    ,-1.64    ,-1.99
199603     ,6.06     ,1.69     ,1.12     ,1.83     ,2.96     ,1.13     ,2.20     ,1.22     ,7.97     ,1.96    ,-0.48     ,1.60     ,3.26     ,2.10    ,-1.09    ,-1.05     ,6.00     ,4.86     ,2.70     ,1.18     ,2.65     ,4.23     ,2.83     ,1.75     ,4.95     ,5.37     ,3.03     ,1.30     ,5.00     ,2.75     ,2.32     ,0.95
199604    ,13.24    ,10.36    ,10.67    ,10.38    ,13.08    ,11.07    ,13.24     ,9.55    ,10.25     ,9.94    ,11.87    ,11.60    ,12.29    ,12.13    ,10.25    ,14.39     ,4.68     ,3.47     ,7.71     ,5.59     ,6.63     ,4.28     ,8.34     ,6.50     ,7.57     ,5.33     ,5.84     ,8.11     ,9.70     ,7.76     ,7.04     ,7.79
199605    ,-6.02    ,-1.88    ,-2.42    ,-3.63    ,-5.51    ,-3.53    ,-3.60    ,-1.16    ,-3.95    ,-4.93    ,-3.16    ,-1.96    ,-2.21    ,-2.92    ,-1.59    ,-3.88    ,-1.58    ,-6.08    ,-5.03    ,-4.03    ,-6.23    ,-5.88    ,-4.85    ,-4.88    ,-5.46    ,-6.21    ,-2.35    ,-5.00    ,-4.28    ,-3.98    ,-3.72    ,-5.85
199606    ,-2.25    ,-3.37    ,-1.12     ,1.08    ,-0.78    ,-0.76    ,-0.98    ,-0.01    ,-0.61    ,-1.56     ,0.35    ,-0.80    ,-3.29    ,-1.76     ,1.87     ,0.62    ,-1.50    ,-0.86     ,0.75     ,0.68    ,-1.61     ,0.80     ,1.07     ,0.19     ,1.00    ,-0.30     ,4.16     ,1.22    ,-1.58     ,1.23     ,2.81     ,0.87
199607    ,-9.71    ,-7.61    ,-6.80    ,-4.47    ,-8.95    ,-7.78    ,-4.93    ,-2.54    ,-9.15    ,-5.90    ,-4.26    ,-2.42    ,-6.91    ,-4.66    ,-2.42    ,-4.13    ,-6.26    ,-8.64    ,-3.71    ,-2.70    ,-5.92    ,-6.38    ,-1.82    ,-4.94    ,-5.47    ,-4.37    ,-2.68    ,-3.65    ,-6.80    ,-4.52    ,-5.20    ,-4.85
199608    ,-1.46    ,-2.44    ,-2.63    ,-5.50    ,-2.54    ,-4.14    ,-3.93    ,-4.42    ,-2.35    ,-4.09    ,-4.10    ,-4.91    ,-3.90    ,-3.99    ,-4.60    ,-2.35    ,-3.66    ,-2.70    ,-5.49    ,-3.83    ,-4.67    ,-3.81    ,-5.22    ,-4.69    ,-6.56    ,-4.39    ,-3.61    ,-4.93    ,-5.07    ,-3.70    ,-5.11    ,-3.78
199609    ,-0.59    ,-1.09    ,-0.31    ,-3.11    ,-2.87    ,-0.98    ,-0.81    ,-1.35     ,0.07    ,-1.30    ,-1.09    ,-1.41    ,-1.72    ,-0.62    ,-1.77    ,-1.64     ,3.39     ,2.70     ,3.82     ,2.66     ,3.32     ,2.79     ,2.09     ,4.67     ,5.42     ,1.76     ,4.55     ,4.54     ,2.93     ,1.75     ,2.45     ,5.82
199610    ,-5.94    ,-9.06    ,-6.91    ,-6.12    ,-6.82    ,-6.51    ,-6.28    ,-6.98    ,-6.82    ,-5.85    ,-6.25    ,-4.95    ,-7.50    ,-5.38    ,-5.83    ,-5.19    ,-7.25    ,-6.97    ,-7.04    ,-6.74    ,-7.64    ,-6.49    ,-6.04    ,-6.63    ,-8.69    ,-5.98    ,-6.95    ,-7.34    ,-7.78    ,-5.94    ,-5.88    ,-7.10
199611    ,-4.74    ,-3.23    ,-3.28    ,-3.96    ,-4.33    ,-3.24    ,-3.71    ,-4.10    ,-3.89    ,-4.40    ,-2.43    ,-3.03    ,-4.88    ,-3.22    ,-1.51    ,-2.18    ,-1.10    ,-0.77     ,1.31     ,0.94     ,1.18    ,-0.88     ,1.30     ,4.66    ,-0.48    ,-2.01     ,6.90     ,1.80    ,-4.39     ,0.62     ,2.66    ,-0.11
199612   ,-14.16   ,-12.16    ,-8.93    ,-9.36   ,-14.52   ,-11.95    ,-9.70   ,-10.87   ,-13.62   ,-11.31    ,-9.06    ,-7.35   ,-12.82   ,-10.20    ,-8.72    ,-8.32   ,-12.34   ,-10.40    ,-6.96    ,-3.35   ,-10.52   ,-10.86    ,-4.42    ,-3.71   ,-11.40    ,-9.24    ,-1.10    ,-2.22    ,-9.48    ,-5.03    ,-6.15    ,-6.33
199701   ,-10.65    ,-7.50   ,-10.47    ,-8.74    ,-8.12    ,-7.55    ,-8.76   ,-10.71   ,-10.51    ,-8.30   ,-10.25   ,-12.83   ,-12.68   ,-11.43   ,-10.06   ,-10.42   ,-20.53   ,-20.37    ,-6.48    ,-6.40   ,-12.01   ,-10.98   ,-10.33    ,-7.43   ,-13.33    ,-9.53    ,-9.22    ,-6.61   ,-14.34    ,-9.88    ,-8.16    ,-2.93
199702    ,-1.75    ,-0.52     ,0.50    ,-3.82    ,-0.70    ,-0.66     ,1.94    ,-2.73    ,-1.26     ,1.80     ,0.21    ,-0.28    ,-1.98    ,-0.58     ,2.12    ,-3.55     ,8.93     ,0.38     ,2.87     ,1.58     ,3.09     ,5.49    ,-0.12     ,2.65    ,-0.55    ,-0.26    ,-0.14     ,0.72    ,-1.03     ,2.67     ,1.05    ,-3.53
199703    ,-8.22    ,-7.81    ,-8.13    ,-8.14    ,-7.78    ,-7.28    ,-8.04    ,-8.50    ,-8.74    ,-7.65    ,-6.27    ,-5.81    ,-6.79    ,-6.41    ,-6.19    ,-3.64    ,-4.93    ,-7.05    ,-2.58    ,-2.95    ,-5.61    ,-5.82    ,-2.90    ,-2.04    ,-6.35    ,-5.38    ,-1.30    ,-0.24    ,-4.76    ,-3.38    ,-1.64     ,1.49
199704    ,-2.17     ,0.97    ,-4.93    ,-1.53    ,-1.50    ,-1.74    ,-2.21    ,-4.05    ,-2.66    ,-3.09    ,-3.39    ,-2.58    ,-5.40    ,-4.49    ,-2.69    ,-4.34    ,-0.31     ,2.59     ,6.14     ,1.96     ,0.49     ,2.73     ,2.16     ,3.63    ,-1.30     ,2.52     ,8.50     ,2.29    ,-3.30     ,2.65     ,1.96    ,-0.20
199705    ,19.84    ,21.03    ,17.98    ,17.19    ,19.14    ,16.72    ,15.05    ,17.39    ,20.32    ,17.15    ,14.66    ,12.69    ,17.28    ,16.03    ,13.04    ,11.90    ,13.59    ,14.78    ,15.81    ,20.38    ,12.77    ,13.32    ,11.58     ,8.98    ,20.49    ,12.89     ,5.59    ,11.25    ,14.90    ,11.36    ,12.80    ,14.44
199706     ,1.77     ,2.08     ,2.88     ,3.53     ,0.77     ,2.66     ,1.82     ,3.70     ,3.67     ,3.49     ,3.38     ,4.64     ,2.24     ,1.28     ,4.37     ,3.22    ,13.12    ,10.10     ,4.69     ,2.48     ,7.80     ,8.44     ,6.51     ,4.16     ,5.93     ,3.49     ,3.03     ,6.69     ,7.09     ,3.39     ,5.42     ,7.82
199707   ,-14.94   ,-15.77   ,-11.29    ,-9.05   ,-12.74    ,-9.88   ,-10.49   ,-10.60   ,-13.83   ,-10.69    ,-9.84    ,-9.23   ,-14.17   ,-11.39   ,-10.83   ,-10.82    ,-8.04    ,-8.44     ,1.92    ,-0.32    ,-6.20    ,-5.48     ,0.65     ,2.36    ,-9.51    ,-6.86    ,-2.13    ,-5.74    ,-8.49    ,-3.04    ,-1.37   ,-10.28
199708   ,-11.32    ,-9.79    ,-9.66    ,-9.97   ,-11.07   ,-10.28    ,-9.80   ,-10.30    ,-9.74   ,-10.28   ,-12.64   ,-11.33   ,-11.44    ,-9.28   ,-10.13    ,-8.96    ,-7.04    ,-8.20   ,-10.21    ,-9.27    ,-7.36    ,-7.49   ,-12.86   ,-11.69    ,-6.32    ,-6.45    ,-8.35   ,-11.82    ,-8.66    ,-8.30   ,-12.62   ,-10.62
199709   ,-17.61   ,-15.25   ,-11.61   ,-13.66   ,-16.94   ,-13.08   ,-12.51   ,-11.79   ,-18.76   ,-13.34   ,-10.27   ,-10.23   ,-17.91   ,-11.48   ,-11.29    ,-9.04    ,-3.29    ,-3.10     ,2.45    ,-0.97    ,-6.94    ,-1.14     ,5.83    ,-0.43    ,-2.28    ,-3.38    ,-1.91    ,-3.46    ,-9.18    ,-3.44    ,-4.78    ,-6.98
199710     ,3.58     ,2.78    ,-1.96     ,0.57     ,3.74    ,-1.14    ,-1.69    ,-1.53     ,1.25    ,-1.20    ,-3.80    ,-0.44     ,2.52    ,-2.30    ,-0.34    ,-2.28   ,-21.44   ,-16.21    ,-6.46    ,-6.29    ,-9.00    ,-3.24    ,-7.34    ,-8.11   ,-18.72    ,-1.81    ,-4.65    ,-4.20    ,-5.30    ,-2.50    ,-8.53    ,-4.21
199711   ,-21.12   ,-17.64   ,-17.47   ,-16.87   ,-21.59   ,-17.04   ,-14.56   ,-16.33   ,-20.59   ,-18.10   ,-15.17   ,-15.97   ,-22.59   ,-15.98   ,-17.35   ,-14.84    ,-3.75   ,-12.38    ,-4.35    ,-5.25   ,-12.21    ,-6.71    ,-5.41    ,-4.55    ,-3.49    ,-9.06    ,-4.75    ,-8.23   ,-24.18    ,-9.85    ,-9.67   ,-16.87
199712   ,-21.34   ,-19.94   ,-11.37   ,-14.39   ,-16.59   ,-13.19   ,-13.70   ,-14.14   ,-17.01   ,-12.99   ,-12.33   ,-14.95   ,-14.71   ,-12.76   ,-14.27   ,-11.04   ,-14.91   ,-17.87    ,-3.27    ,-2.71    ,-5.87    ,-4.89    ,-4.50    ,-7.73    ,-8.38   ,-12.20    ,-7.57   ,-13.60   ,-14.98    ,-9.90    ,-6.96   ,-10.17
199801    ,38.23    ,32.17    ,20.90    ,22.21    ,28.44    ,20.38    ,21.58    ,22.14    ,33.69    ,24.23    ,20.00    ,19.61    ,29.95    ,19.95    ,26.96    ,17.83    ,16.79    ,21.31     ,5.38     ,7.93    ,14.00     ,8.84     ,4.75     ,8.21    ,11.21    ,10.58    ,11.26    ,15.17    ,26.16     ,8.40    ,14.52    ,12.96
199802     ,8.93     ,9.27     ,4.07     ,5.31     ,7.70     ,4.43     ,3.58     ,2.77     ,8.29     ,6.27     ,5.12     ,5.40     ,9.44     ,6.38     ,5.01     ,4.04     ,3.37     ,4.89    ,-1.46     ,0.04     ,4.15     ,0.20    ,-0.02    ,-0.03     ,0.34     ,1.27    ,-1.17     ,3.04     ,7.21     ,1.66     ,0.00     ,0.47
199803   ,-12.94   ,-10.12   ,-10.33    ,-8.76   ,-10.04    ,-8.92    ,-7.49    ,-9.13   ,-10.96    ,-8.61    ,-5.99    ,-7.22   ,-10.81    ,-9.41    ,-6.02    ,-3.77   ,-14.57    ,-6.93    ,-4.77    ,-6.26   ,-12.35    ,-3.54    ,-4.19    ,-5.79    ,-9.62    ,-4.84    ,-3.89    ,-5.88   ,-11.12     ,1.39    ,-3.28    ,-7.27
199804    ,-7.96    ,-5.97    ,-2.44    ,-3.31    ,-5.12    ,-3.45    ,-2.45    ,-5.11    ,-6.65    ,-6.10    ,-4.59    ,-4.47    ,-4.64    ,-5.87    ,-5.97    ,-6.95    ,-4.63    ,-2.96    ,-2.32     ,1.17    ,-3.66    ,-0.90    ,-0.66     ,0.65    ,-3.40    ,-1.02    ,-3.42    ,-0.63    ,-6.11    ,-2.47    ,-3.58   ,-12.47
199805    ,-5.61    ,-3.64    ,-5.45    ,-4.77    ,-3.91    ,-3.45    ,-2.85    ,-3.82    ,-3.51    ,-3.75    ,-4.05    ,-4.24    ,-5.41    ,-4.09    ,-4.16    ,-2.67    ,-4.98    ,-4.53    ,-6.78    ,-5.25    ,-5.15    ,-1.97    ,-3.87    ,-1.55   ,-11.51    ,-2.61    ,-3.01    ,-3.71    ,-1.12    ,-2.33    ,-4.52    ,-3.83
199806    ,-0.28     ,4.28     ,1.73    ,-0.16     ,0.79     ,3.04     ,1.47     ,0.64     ,0.52     ,1.84     ,1.00     ,3.47    ,-0.28     ,0.23    ,-1.18     ,0.01     ,0.84    ,-2.44     ,0.14    ,-0.68     ,1.80     ,1.82     ,2.53     ,1.99     ,1.69     ,0.71     ,1.11    ,-1.28    ,-2.46     ,2.52     ,1.73     ,3.44
199807    ,-0.85    ,-1.65    ,-0.03    ,-0.97    ,-1.12    ,-1.35    ,-0.86    ,-2.20    ,-3.02    ,-1.22    ,-0.46    ,-0.43    ,-2.65    ,-1.17    ,-2.41    ,-3.56    ,-4.71    ,-0.66    ,-1.92     ,2.41    ,-4.91    ,-0.88     ,2.35    ,-1.40    ,-5.16    ,-1.97    ,-1.93    ,-1.40    ,-7.64    ,-2.25    ,-1.35    ,-0.55
199808   ,-10.20    ,-4.82    ,-6.51    ,-6.90    ,-9.52    ,-8.44    ,-5.32    ,-7.13   ,-10.14    ,-9.41    ,-8.92    ,-8.91   ,-11.27   ,-10.28    ,-9.93    ,-6.50   ,-18.20   ,-10.83    ,-7.56    ,-7.64   ,-12.06    ,-3.43    ,-7.54    ,-5.62   ,-12.11    ,-6.04    ,-6.17   ,-10.83   ,-13.23    ,-5.04   ,-12.28   ,-13.36
199809    ,-5.25    ,-3.31    ,-6.08    ,-5.96    ,-8.38    ,-3.18    ,-3.69    ,-4.45    ,-8.04    ,-6.09    ,-7.29    ,-5.02    ,-9.90    ,-6.95    ,-8.95    ,-4.68    ,-6.48    ,-7.24     ,0.25    ,-2.91    ,-2.28    ,-2.24    ,-0.11    ,-2.73    ,-2.63    ,-1.31    ,-3.72    ,-7.52   ,-14.29    ,-1.20    ,-3.39   ,-13.20
199810    ,16.43     ,9.81    ,10.99    ,12.45    ,17.64    ,12.26    ,13.34    ,12.89    ,14.49    ,13.74    ,12.03    ,17.22    ,15.80    ,15.32     ,9.53    ,11.31    ,36.08    ,14.04    ,14.50    ,11.01    ,25.65    ,17.26    ,11.79    ,18.71    ,20.59    ,14.23    ,13.47    ,20.06    ,32.05    ,18.52    ,19.69    ,10.27
199811     ,6.17     ,0.92     ,5.75     ,5.36     ,6.71     ,4.51     ,4.50     ,3.78     ,8.56     ,7.23     ,7.00     ,5.35    ,11.44     ,7.14     ,6.59     ,6.78     ,7.52     ,5.87     ,3.52     ,2.71     ,3.73     ,1.96     ,4.55     ,2.34     ,3.91     ,2.54     ,4.98     ,3.45     ,4.79     ,0.57     ,5.81    ,13.42
199812    ,-1.46     ,3.70     ,4.57     ,4.46    ,-2.09     ,4.81     ,5.18     ,3.50    ,-0.76     ,1.82     ,1.80     ,4.40    ,-4.27     ,0.07     ,1.70     ,3.16    ,-2.22     ,0.97     ,7.36     ,3.03    ,-3.10     ,7.60     ,4.95     ,5.89    ,-2.96     ,8.18     ,6.32     ,3.12    ,-2.55     ,4.47     ,4.25     ,2.76
199901    ,-1.08     ,2.99     ,1.13     ,1.39     ,0.71     ,0.19     ,0.26     ,1.75     ,0.26    ,-0.58    ,-0.60    ,-1.21    ,-0.52     ,0.48    ,-2.97    ,-3.28     ,9.60     ,0.73    ,-2.29     ,1.47     ,3.36    ,-2.30     ,0.09    ,-1.32     ,3.81    ,-2.45     ,5.03     ,0.88     ,4.00    ,-2.50     ,5.06     ,7.91
199902     ,0.58    ,-3.78     ,0.88     ,3.58    ,-1.56     ,0.33    ,-0.39    ,-1.33    ,-2.29    ,-1.31    ,-3.23    ,-0.63    ,-0.89    ,-2.55    ,-1.20    ,-0.09    ,-1.47    ,-2.63    ,-2.01    ,-1.40    ,-2.36    ,-6.03    ,-4.14    ,-2.29    ,-2.52    ,-2.95    ,-6.08    ,-0.60    ,-3.81    ,-2.20    ,-3.76    ,-3.51
199903    ,16.64     ,9.56    ,10.33    ,15.50    ,17.44    ,11.94    ,13.56    ,12.78    ,17.69    ,11.90    ,13.64    ,12.98    ,22.34    ,15.13    ,16.37    ,13.24    ,14.63    ,10.15    ,14.54    ,14.82    ,10.88    ,11.11     ,8.84    ,14.28    ,15.66    ,10.86    ,14.29    ,10.19    ,27.87    ,11.07    ,16.41     ,9.52
199904     ,9.40     ,9.67     ,5.20    ,10.47    ,10.84     ,7.81     ,8.13    ,10.45    ,11.45    ,11.25     ,8.31    ,12.46    ,20.12    ,13.48    ,14.12     ,9.95     ,3.43     ,4.07     ,2.60     ,4.74     ,3.53     ,3.54     ,2.55     ,4.60     ,4.66    ,-0.49     ,3.84    ,11.52    ,15.63     ,6.01     ,4.17     ,6.60
199905    ,-1.04    ,-6.67    ,-6.49    ,-5.23   ,-10.09    ,-5.21    ,-3.72    ,-4.64    ,-6.10    ,-4.31    ,-5.02    ,-3.79    ,-8.98    ,-5.23    ,-6.51    ,-1.37    ,-8.48    ,-3.74    ,-5.22    ,-3.50    ,-7.05    ,-4.42    ,-2.15    ,-4.52    ,-5.27    ,-3.63    ,-4.84    ,-4.72   ,-10.05    ,-5.00    ,-3.68    ,-1.57
199906    ,11.50    ,14.81    ,15.67    ,28.04    ,13.97    ,12.77    ,17.57    ,14.17    ,13.97    ,12.55    ,14.20    ,16.48    ,15.53    ,11.65    ,11.97    ,17.93     ,8.40    ,10.47    ,13.05    ,13.81     ,1.51     ,5.74     ,7.98     ,6.99     ,8.74     ,4.77     ,7.08     ,5.56    ,12.49     ,3.81    ,18.41    ,10.58
199907     ,5.55     ,6.96     ,4.16     ,6.83     ,8.21     ,7.28     ,6.31     ,7.13     ,7.29     ,7.16     ,6.70     ,8.88    ,11.80     ,9.23     ,7.55     ,8.93    ,13.92    ,11.25    ,11.76    ,12.08     ,9.52     ,5.89     ,9.83    ,12.24     ,8.68    ,10.60     ,5.17    ,14.65    ,11.90     ,7.64     ,6.65    ,14.81
199908     ,7.28     ,5.37     ,6.57     ,7.36     ,3.88    ,-0.27     ,4.32     ,1.88     ,1.78     ,2.91     ,3.51     ,4.12     ,1.31     ,3.54     ,2.05     ,4.68     ,6.32    ,-1.45    ,12.89     ,0.52     ,8.97     ,0.24    ,-4.15     ,2.11     ,2.69    ,-4.29     ,6.24     ,2.98    ,16.65    ,-0.13     ,1.47     ,1.10
199909     ,4.22     ,0.59     ,8.78     ,6.01     ,5.47     ,1.63     ,4.17     ,3.94     ,1.16     ,0.85     ,1.84     ,1.92    ,-0.49     ,1.32    ,-0.35     ,0.72     ,6.70     ,5.26    ,11.53    ,10.10     ,2.55     ,4.44     ,4.14     ,5.78     ,5.63     ,5.77     ,4.27     ,7.75    ,13.50     ,5.27     ,4.38     ,2.18
199910     ,6.34     ,0.72     ,2.61     ,1.05     ,4.42    ,-3.83    ,-2.54    ,-3.64    ,-2.84    ,-3.56    ,-2.08     ,2.10    ,-1.14    ,-3.44    ,-5.19    ,-4.36     ,7.62     ,6.90     ,8.07    ,14.00     ,2.38     ,6.10     ,5.10    ,-1.41     ,3.18    ,-0.19     ,2.83     ,6.39    ,11.85     ,0.14    ,-1.60    ,-3.32
199911    ,-1.80    ,-4.18     ,3.76    ,-1.00    ,-1.14    ,-4.07     ,0.28    ,-4.41    ,-8.17    ,-4.62    ,-5.43    ,-6.39    ,-2.68    ,-6.70    ,-4.12    ,-1.05    ,18.91     ,7.14    ,30.14    ,14.99    ,-1.61     ,3.43     ,1.32     ,6.20    ,-3.21     ,3.27     ,4.36    ,-0.82    ,-6.34     ,5.15    ,-6.01   ,-16.99
199912    ,-6.80    ,-4.66    ,-3.54    ,-5.35    ,-3.61    ,-8.43   ,-10.31    ,-5.42    ,-7.06   ,-10.22    ,-5.28    ,-5.01    ,-3.73    ,-7.26    ,-9.69   ,-16.38    ,13.06    ,-7.77     ,3.31     ,5.55     ,0.83    ,16.39    ,18.94    ,18.85    ,-7.22    ,-0.05     ,1.43    ,-2.03   ,-12.00     ,4.28    ,-4.74   ,-12.56
200001    ,-0.32    ,-2.33    ,-3.49    ,-2.31     ,0.79    ,-2.12    ,-1.58     ,2.24     ,1.03    ,-0.00    ,-0.81    ,-2.38    ,-0.07     ,0.08    ,-1.53     ,2.84    ,-1.52    ,-2.61    ,-6.06   ,-10.93    ,-7.03    ,-7.98    ,-4.93    ,-5.65     ,5.30     ,0.30    ,-0.57     ,4.63     ,1.50    ,-6.06     ,2.07    ,13.15
200002    ,-1.81    ,-4.68    ,-3.02    ,-0.35     ,1.29    ,-3.01    ,-4.43     ,0.48    ,-3.71    ,-1.45    ,-3.24    ,-3.72    ,-1.94    ,-1.98    ,-2.84    ,-6.27    ,25.68    ,-3.64    ,-8.20     ,0.93    ,-9.10    ,-1.02    ,-7.44     ,5.48    ,-3.31    ,-2.15    ,-2.40     ,7.66   ,-10.07    ,-7.63    ,-5.34   ,-14.86
200003    ,11.27    ,13.36     ,9.38     ,7.87     ,9.31     ,9.01     ,8.86     ,6.84    ,11.05     ,9.44    ,12.61    ,13.05    ,18.74     ,5.71     ,9.77     ,7.07   ,-22.19    ,10.69    ,-2.12     ,5.89     ,6.92     ,2.14    ,22.52     ,5.79    ,15.48     ,9.24    ,12.07     ,5.79    ,18.89     ,2.08     ,3.41    ,12.89
200004   ,-14.03    ,-8.52    ,-8.85   ,-10.94   ,-16.71    ,-9.97    ,-9.84    ,-9.42   ,-10.78   ,-11.90    ,-8.82    ,-9.75   ,-16.04    ,-9.70   ,-12.34   ,-10.48   ,-14.44    ,-2.49    ,-9.73   ,-11.70    ,-9.29    ,-2.04    ,-5.71    ,-8.19   ,-11.33    ,-5.28    ,-8.06     ,0.01   ,-11.72     ,1.80    ,-8.82     ,1.85
200005     ,0.60     ,2.48    ,-4.94     ,0.36    ,-3.42     ,2.46     ,3.86     ,3.99     ,4.81     ,3.08     ,4.79     ,6.78    ,-1.03     ,5.97     ,4.43     ,1.85   ,-20.63     ,2.55   ,-19.06   ,-11.83    ,-0.09    ,-2.89    ,-4.27    ,-7.88    ,-2.23    ,-0.59     ,3.56    ,-0.65    ,-5.77     ,5.61     ,1.50    ,10.79
200006     ,8.90    ,11.13     ,8.16     ,6.65     ,8.08    ,12.78    ,11.06    ,11.13    ,17.32    ,12.52    ,14.39    ,18.05    ,11.78    ,14.35     ,9.87    ,13.06    ,-5.10     ,0.71     ,8.12     ,6.61     ,0.24     ,7.56     ,3.15     ,7.97     ,5.93     ,8.99    ,10.12     ,6.12     ,5.03    ,14.52    ,18.58    ,12.74
200007   ,-15.50   ,-15.15   ,-12.50   ,-12.93   ,-11.54   ,-13.20    ,-8.38    ,-9.31    ,-9.45    ,-8.45    ,-9.56    ,-9.41    ,-9.80    ,-7.88    ,-9.54    ,-6.79   ,-29.13   ,-15.90   ,-13.50   ,-11.06   ,-15.80   ,-12.27    ,-9.66    ,-5.77    ,-9.67    ,-8.10    ,-8.78   ,-11.91   ,-10.52    ,-9.55   ,-10.36   ,-14.88
200008     ,6.35    ,15.11     ,7.21     ,7.86     ,8.59     ,8.83     ,5.13     ,6.11     ,6.09     ,8.37     ,5.19     ,9.51     ,4.44     ,5.03     ,4.26     ,0.64    ,36.29    ,18.39     ,6.63     ,6.99    ,18.25     ,2.14     ,2.07    ,-4.27     ,6.02     ,5.03     ,0.23     ,4.06     ,7.01     ,5.07     ,4.08     ,1.36
200009    ,-9.67    ,-9.48    ,-5.40    ,-6.53    ,-4.92    ,-4.26    ,-2.67    ,-3.06    ,-3.95    ,-3.31    ,-2.51    ,-5.57    ,-5.75    ,-2.51    ,-2.79    ,-1.09   ,-24.08    ,-9.02    ,-6.02    ,-5.23    ,-1.73    ,-0.27    ,-5.13    ,-1.80     ,1.27    ,-1.59    ,-1.23     ,1.15    ,-0.74    ,-0.32    ,-2.51     ,5.78
200010   ,-18.49   ,-12.33   ,-11.62   ,-12.22   ,-11.28    ,-8.55    ,-5.82    ,-6.43    ,-7.85    ,-8.05    ,-7.13    ,-2.33   ,-10.12    ,-6.49   ,-11.16    ,-8.65   ,-23.36   ,-16.63    ,-7.25   ,-11.18    ,-2.90    ,-3.90    ,-4.32    ,-6.51     ,0.33    ,-0.03     ,1.85    ,-3.68    ,-6.48    ,-3.64    ,-3.18    ,10.80
200011     ,1.44    ,-3.14    ,-0.94    ,-3.43     ,4.07     ,1.69     ,2.35     ,1.40     ,2.87     ,1.57     ,1.38     ,5.15     ,2.41     ,1.54     ,2.17     ,2.32    ,-8.98    ,-3.07    ,-0.64    ,-2.83   ,-10.39    ,-3.56    ,-3.55     ,0.07    ,-4.64    ,-4.58     ,0.36     ,3.17     ,2.17     ,4.11     ,0.84    ,-4.98
