Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP
199706   ,0.32   ,0.69   ,0.80  ,-0.29   ,0.71  ,-0.07   ,0.49   ,3.40   ,2.95   ,0.13   ,1.14   ,3.10   ,3.60   ,0.88   ,0.44   ,1.70   ,4.99   ,1.87   ,2.20   ,2.43   ,2.83   ,4.17   ,5.72   ,4.56   ,5.31
199707  ,-2.59  ,-1.56  ,-2.61  ,-2.31  ,-1.31  ,-0.42   ,0.35  ,-1.48  ,-2.68  ,-1.80  ,-0.34   ,1.73   ,0.82   ,0.58  ,-1.75   ,0.36   ,2.96   ,2.84   ,0.77  ,-0.03   ,3.08   ,6.44   ,4.83   ,4.14   ,4.38
199708   ,0.55  ,-0.20   ,0.63   ,0.88   ,1.13   ,1.13  ,-0.30  ,-0.63   ,0.27   ,3.33  ,-0.64  ,-1.25  ,-1.41  ,-0.34  ,-0.98  ,-2.31  ,-3.10  ,-2.49  ,-3.52  ,-0.61  ,-5.01  ,-7.63  ,-7.09  ,-6.04  ,-4.60
199709   ,5.78   ,4.36   ,5.79   ,5.36   ,6.20   ,6.21   ,6.62   ,6.04   ,5.85   ,5.57   ,5.83   ,8.39   ,6.43   ,8.83   ,6.48   ,5.23   ,8.74   ,9.07   ,7.81   ,8.90   ,9.03   ,9.30   ,9.48  ,11.18  ,10.13
199710   ,0.35  ,-0.88  ,-0.87  ,-1.04   ,1.04  ,-1.21  ,-1.35  ,-0.64  ,-2.20   ,0.85  ,-1.03  ,-0.60  ,-2.69  ,-1.95  ,-1.60  ,-4.37  ,-1.67  ,-3.95  ,-3.66  ,-1.24  ,-2.03  ,-4.46  ,-7.36  ,-5.78  ,-4.70
199711  ,-2.51  ,-1.53  ,-1.58  ,-0.85  ,-0.96  ,-2.43  ,-0.92  ,-1.71  ,-0.77  ,-0.83  ,-1.25  ,-0.85  ,-1.79  ,-1.20  ,-1.52  ,-1.58  ,-0.51   ,0.77   ,0.71  ,-0.85   ,2.30   ,3.38   ,1.33   ,0.48   ,1.48
199712  ,-1.27   ,0.06  ,-1.51  ,-1.78   ,0.09  ,-1.12   ,0.62  ,-0.67  ,-1.52  ,-0.34   ,1.05   ,2.51   ,1.72   ,0.23   ,0.41   ,0.25   ,2.51   ,3.03   ,2.44  ,-1.39   ,5.37   ,6.23   ,2.13   ,2.27   ,3.39
199801   ,3.47   ,0.42   ,1.43  ,-0.67   ,3.32   ,4.70   ,3.76   ,0.76   ,0.12   ,3.99   ,3.86   ,2.65   ,2.33   ,0.08   ,2.62   ,4.19   ,3.36   ,1.21   ,2.91   ,1.32   ,4.68   ,5.96   ,2.40   ,3.26   ,3.91
199802   ,5.51   ,5.14   ,5.48   ,6.02   ,7.13   ,6.57   ,6.81   ,7.14   ,6.42   ,7.53   ,7.81   ,6.93   ,8.25   ,5.97   ,7.31   ,7.79  ,10.57   ,7.81   ,7.20   ,7.55   ,9.40   ,9.02   ,8.53   ,7.38   ,6.80
199803   ,7.76   ,7.64   ,7.27   ,8.15   ,8.08   ,9.81  ,10.52   ,9.30   ,7.14  ,11.66   ,9.47  ,11.94   ,7.64   ,8.01   ,9.14   ,9.09   ,8.62   ,9.35   ,7.97  ,10.12   ,5.67   ,7.44   ,7.31   ,5.27   ,6.88
199804   ,3.39   ,5.27   ,6.18   ,5.31   ,7.17   ,1.84   ,3.24   ,5.16   ,5.06   ,4.67   ,3.75   ,1.92   ,4.48   ,3.76   ,3.83   ,3.47   ,2.73   ,3.68   ,4.45   ,6.50   ,1.71   ,2.16   ,0.37   ,2.70   ,3.45
199805   ,3.52   ,4.77   ,4.95   ,4.88   ,7.10   ,3.31   ,1.40   ,3.33   ,5.13   ,5.42   ,4.24   ,4.23   ,4.19   ,5.72   ,5.77   ,3.28   ,1.34   ,2.73   ,5.01   ,3.45   ,2.74   ,2.78   ,2.34   ,2.90   ,0.57
199806  ,-2.82  ,-3.48  ,-3.71  ,-3.08  ,-1.28  ,-4.94  ,-4.28  ,-3.99  ,-2.98  ,-2.72  ,-2.17  ,-3.78  ,-5.01  ,-4.19  ,-1.52  ,-2.55  ,-4.50  ,-4.50  ,-1.69  ,-1.67  ,-0.10  ,-1.01  ,-0.08   ,1.35   ,2.53
199807  ,-0.68  ,-1.42  ,-1.13  ,-0.33  ,-0.84  ,-1.25  ,-0.75  ,-0.88  ,-0.38  ,-1.40  ,-0.99   ,1.91  ,-0.08  ,-0.97   ,0.24  ,-0.19   ,2.35   ,3.56  ,-0.24   ,3.11   ,7.29   ,6.04   ,1.87  ,-2.09   ,3.27
199808  ,-8.81  ,-7.35  ,-8.88  ,-9.82  ,-9.44 ,-12.11 ,-12.97 ,-10.79 ,-10.05 ,-11.12 ,-13.40 ,-10.96 ,-11.53 ,-13.91  ,-9.34  ,-9.97 ,-12.00 ,-11.23 ,-11.41 ,-10.74 ,-15.44 ,-12.69 ,-12.23 ,-12.69  ,-8.98
199809  ,-2.49  ,-2.93  ,-3.23  ,-4.62  ,-4.15  ,-2.68  ,-2.94  ,-5.26  ,-4.48  ,-4.79  ,-3.43  ,-4.67  ,-5.19  ,-6.92  ,-6.00  ,-6.08  ,-2.30  ,-4.73  ,-2.94  ,-2.93  ,-3.25  ,-6.14  ,-6.17  ,-2.98  ,-3.77
199810   ,0.15   ,0.09  ,-0.12   ,0.34  ,-0.16   ,2.20   ,1.47   ,1.06   ,1.51   ,1.59   ,4.49   ,4.56   ,7.15   ,5.21   ,4.07   ,5.82   ,5.07   ,9.09   ,7.46   ,6.27   ,6.84   ,8.41   ,9.80   ,8.23   ,5.50
199811   ,1.79   ,1.05   ,0.16   ,0.24   ,2.50   ,2.17   ,3.17   ,2.43  ,-0.08   ,3.47   ,1.14   ,1.77   ,2.80   ,2.12   ,0.99   ,4.32   ,4.40   ,0.14   ,0.81   ,5.35   ,4.91   ,6.61   ,5.77   ,4.39   ,4.91
199812   ,0.59  ,-0.67  ,-0.44   ,0.51   ,0.54  ,-0.06   ,0.79   ,1.05   ,0.46   ,1.05   ,1.55  ,-0.28   ,0.68   ,1.44   ,0.16   ,1.72   ,3.16   ,2.89  ,-0.06   ,1.69   ,3.40   ,4.79   ,1.80   ,2.32   ,7.06
199901   ,1.46   ,1.24   ,1.18  ,-1.85   ,1.24   ,1.46  ,-0.32  ,-2.54  ,-0.93   ,1.96  ,-1.61  ,-0.57   ,0.75  ,-2.83  ,-1.01  ,-0.62  ,-2.16  ,-0.25  ,-2.90   ,4.47   ,0.22  ,-0.43  ,-2.18  ,-3.69   ,4.35
199902   ,0.91  ,-1.10  ,-0.26  ,-0.25   ,1.44  ,-1.05   ,0.76  ,-1.75   ,0.28   ,1.77  ,-1.50   ,0.18  ,-0.59  ,-0.10   ,1.32  ,-0.06  ,-3.82  ,-1.87  ,-3.13  ,-2.39  ,-5.61  ,-5.80  ,-1.86  ,-0.72  ,-0.24
199903   ,2.26   ,1.23  ,-0.55   ,0.41  ,-1.29   ,0.94  ,-0.34  ,-1.17  ,-2.17  ,-1.72   ,0.80   ,0.86  ,-0.31   ,0.14  ,-0.35  ,-1.26  ,-1.06  ,-2.16  ,-0.55  ,-1.76   ,1.69  ,-1.63   ,1.15   ,4.30  ,-1.12
199904   ,3.96   ,4.02   ,5.18   ,3.06   ,3.34   ,3.66   ,4.34   ,4.15   ,3.20   ,5.42   ,3.23   ,4.00   ,5.80   ,4.04   ,3.13   ,4.01   ,1.31   ,3.27   ,7.41   ,0.59   ,2.50   ,1.19   ,5.00   ,7.23  ,-0.11
199905   ,3.00   ,4.37   ,3.20   ,2.77   ,1.29  ,-0.14   ,0.78   ,1.68   ,1.37  ,-1.32  ,-0.81  ,-0.66  ,-1.72  ,-1.39  ,-0.93  ,-0.64  ,-1.38  ,-1.54  ,-0.82  ,-0.65  ,-6.26  ,-4.97  ,-4.85  ,-3.88  ,-2.98
199906   ,3.72   ,3.48   ,2.54   ,4.84   ,1.96   ,1.92   ,1.78   ,0.85   ,2.13   ,1.07   ,2.28   ,1.40   ,3.54  ,-0.27   ,1.26   ,0.55   ,0.72   ,1.65   ,1.18   ,2.58   ,1.04   ,0.53   ,2.52   ,2.98   ,2.45
199907   ,7.23   ,6.37   ,6.75   ,4.99   ,3.81   ,4.57   ,5.50   ,4.76   ,3.16   ,3.95   ,3.91   ,1.79   ,3.50   ,5.43   ,2.51   ,1.34   ,3.69   ,5.13   ,2.70   ,3.12  ,-0.23   ,2.62   ,1.30   ,0.02  ,-0.24
199908   ,8.22   ,6.27   ,7.25   ,3.68   ,3.50   ,3.58   ,8.27   ,3.47   ,3.51   ,4.62   ,1.17   ,2.05   ,3.03   ,2.41   ,2.33   ,0.82   ,0.68   ,1.63   ,0.70   ,0.88   ,3.95   ,0.94   ,2.35   ,1.86   ,0.34
199909   ,2.80   ,1.46   ,1.85   ,1.32   ,0.13   ,2.07   ,3.00   ,0.61  ,-0.80   ,2.65   ,1.64  ,-2.33  ,-0.68  ,-0.93   ,0.68   ,2.77  ,-0.78  ,-1.81  ,-1.30  ,-0.80   ,4.44  ,-1.21  ,-0.84   ,0.38  ,-0.11
199910   ,2.12   ,1.44   ,1.13   ,0.06  ,-0.74   ,2.47  ,-0.49   ,0.98  ,-0.99   ,2.48  ,-0.08  ,-0.35   ,0.39  ,-1.07   ,1.71  ,-2.53  ,-0.24  ,-1.77  ,-1.96  ,-1.64  ,-3.94   ,3.39   ,0.64   ,4.36   ,5.35
199911   ,6.78   ,0.13   ,2.59   ,2.71   ,5.17   ,5.65  ,-0.33  ,-0.42  ,-0.69   ,3.15   ,1.87  ,-2.00   ,1.77   ,2.70   ,5.99   ,1.74  ,-1.28   ,0.39   ,1.04   ,5.76   ,0.26   ,2.02   ,2.33   ,0.78   ,8.72
199912   ,5.08   ,1.02   ,3.34   ,6.37  ,11.19   ,6.60   ,0.17  ,-0.31   ,7.77   ,8.70   ,5.59   ,4.95   ,8.49   ,6.63   ,6.81   ,3.93   ,6.76   ,7.50   ,6.07  ,12.37   ,9.26   ,5.03   ,8.46  ,11.30  ,15.14
200001   ,6.50  ,-1.19   ,4.55   ,1.16   ,7.41   ,3.49  ,-2.03  ,-2.15  ,-0.85   ,5.22  ,-4.28  ,-4.42  ,-2.86  ,-1.11  ,-0.83  ,-5.09  ,-8.96  ,-5.64  ,-4.78  ,-6.74  ,-7.70 ,-11.52 ,-10.64  ,-8.23  ,-4.23
200002  ,12.10   ,1.68   ,6.81   ,8.45  ,12.29  ,12.79   ,1.16   ,0.72   ,3.20  ,13.17   ,8.57   ,1.38   ,6.30   ,5.61   ,9.08  ,-5.47   ,2.90   ,5.14   ,3.00  ,16.38   ,5.24   ,2.26   ,4.76   ,8.04   ,8.86
200003  ,-5.02  ,-3.92  ,-5.71  ,-4.38  ,-1.92  ,-2.52  ,-2.23  ,-1.42   ,0.80  ,-7.04  ,-3.76   ,0.45  ,-0.41  ,-0.10  ,-3.28   ,3.12  ,-0.62   ,1.98   ,2.02  ,-4.16   ,5.55   ,6.60   ,1.42   ,0.03  ,-0.16
200004 ,-12.62  ,-7.38  ,-9.66  ,-7.38  ,-9.95 ,-12.12  ,-7.72  ,-7.77  ,-6.04 ,-13.72  ,-7.96  ,-5.57  ,-5.57  ,-4.81  ,-6.93  ,-6.10  ,-2.29  ,-5.16  ,-4.38 ,-10.55  ,-4.69  ,-1.89  ,-1.98  ,-3.67  ,-7.00
200005   ,0.36   ,4.85   ,1.46   ,1.41  ,-3.88  ,-2.83   ,4.80   ,4.87   ,0.17  ,-0.93   ,1.07   ,3.36   ,1.26   ,1.88  ,-3.53   ,3.66   ,1.94   ,3.16   ,2.35  ,-0.46  ,-1.42   ,5.48   ,3.36   ,1.08  ,-3.99
200006   ,1.06   ,1.05   ,1.22   ,3.47   ,3.95   ,3.33  ,-0.28   ,3.14   ,0.38  ,-1.92   ,0.94   ,2.43   ,4.27   ,1.49   ,0.51   ,2.38   ,4.09   ,1.06   ,2.46   ,1.30   ,3.56   ,3.53   ,0.88   ,0.20  ,-2.01
200007  ,-3.52  ,-2.99  ,-2.17  ,-1.82  ,-3.32  ,-0.87  ,-1.79  ,-3.33  ,-0.33  ,-0.53   ,1.12   ,0.69  ,-0.73  ,-0.00  ,-0.78  ,-1.35  ,-1.75   ,0.76   ,0.91   ,0.10  ,-0.41   ,0.31  ,-0.50  ,-3.00  ,-1.51
200008  ,-1.35  ,-1.76  ,-1.47  ,-0.60  ,-0.73   ,1.60   ,0.26  ,-2.17  ,-2.09   ,1.53   ,2.10   ,0.99  ,-1.04  ,-0.07  ,-0.25   ,2.06  ,-0.61  ,-0.47  ,-2.27  ,-1.45  ,-0.73  ,-0.96   ,0.82  ,-3.45  ,-1.60
200009  ,-2.38  ,-1.75  ,-1.61  ,-1.81  ,-2.33  ,-3.23  ,-1.12  ,-1.65  ,-0.36  ,-1.88  ,-4.15  ,-3.39  ,-4.13  ,-3.26  ,-2.15  ,-3.84  ,-3.49  ,-3.24  ,-1.80  ,-4.92  ,-4.77  ,-5.64  ,-6.87  ,-3.18  ,-3.77
200010  ,-8.87  ,-6.67  ,-6.28  ,-6.85  ,-7.39  ,-9.77  ,-5.23  ,-5.73  ,-5.15  ,-7.01  ,-9.78  ,-4.22  ,-5.34  ,-6.01  ,-5.52  ,-2.70  ,-3.17  ,-1.68  ,-3.89  ,-4.39  ,-1.07  ,-3.14  ,-1.88  ,-1.14   ,1.47
200011  ,-6.42  ,-2.41  ,-1.43  ,-2.20  ,-3.36  ,-9.40  ,-2.45  ,-2.94  ,-2.96  ,-3.22 ,-11.44  ,-2.96  ,-1.82  ,-2.39  ,-5.77  ,-4.45   ,1.54  ,-3.14  ,-1.04  ,-4.51  ,-2.38  ,-1.06  ,-3.60  ,-7.01  ,-4.42
200012   ,3.30   ,5.67   ,6.07   ,7.41   ,5.64   ,5.35   ,8.05   ,9.13   ,6.74   ,7.98   ,8.80   ,8.94   ,5.98   ,7.39   ,6.16   ,4.66   ,7.48   ,8.47   ,7.84   ,9.86   ,7.34   ,6.92   ,6.69   ,5.38   ,4.07
200101   ,2.50   ,2.67   ,3.59   ,2.09   ,2.33   ,2.48   ,2.24   ,2.04   ,2.70   ,4.25   ,1.90   ,2.21   ,0.89  ,-0.26   ,0.14   ,4.42   ,1.69   ,1.90   ,1.53  ,-0.03  ,-0.91   ,0.38   ,2.43   ,2.59  ,-2.68
200102  ,-6.18  ,-1.15  ,-3.35  ,-3.54  ,-3.01  ,-5.78  ,-1.01  ,-3.56  ,-3.89  ,-4.74  ,-6.02  ,-4.25  ,-1.76  ,-3.25  ,-3.64  ,-6.21  ,-3.38  ,-2.85  ,-2.17  ,-5.78  ,-5.40  ,-9.25  ,-9.04  ,-9.29 ,-13.24
200103  ,-9.96  ,-6.58  ,-8.07  ,-7.47  ,-9.43 ,-10.19  ,-9.14  ,-6.49 ,-10.13 ,-10.00 ,-13.37 ,-10.30  ,-8.50  ,-7.99 ,-10.35 ,-10.80  ,-8.87 ,-10.97  ,-9.77 ,-10.21 ,-11.54 ,-10.69 ,-10.38  ,-7.60  ,-4.02
200104   ,4.24   ,5.04   ,3.57   ,4.78   ,4.47   ,3.66   ,3.96   ,4.88   ,5.33   ,4.19   ,4.94   ,5.37   ,4.54   ,5.71   ,4.94   ,4.60   ,4.28   ,7.18   ,7.16   ,7.21   ,3.93   ,6.02   ,8.70   ,9.81  ,11.31
200105  ,-3.66  ,-2.18  ,-1.15  ,-1.04  ,-1.51  ,-3.37   ,0.17  ,-2.84  ,-1.39  ,-1.37  ,-2.66  ,-2.89  ,-2.27  ,-0.47  ,-0.56  ,-0.57  ,-2.82  ,-2.36  ,-2.49  ,-3.01  ,-4.94  ,-5.77  ,-2.69  ,-6.45  ,-7.41
200106  ,-3.80  ,-1.34  ,-2.85  ,-2.67  ,-4.42  ,-4.07  ,-3.78  ,-3.84  ,-2.39  ,-4.92  ,-6.79  ,-2.66  ,-4.24  ,-4.07  ,-3.80  ,-4.41  ,-2.45  ,-2.05  ,-3.56  ,-2.56  ,-0.90  ,-2.18  ,-4.36  ,-1.34  ,-6.05
200107  ,-5.21  ,-0.56  ,-1.14  ,-1.17  ,-1.64  ,-2.59  ,-1.02  ,-1.60   ,0.76  ,-2.21  ,-1.50  ,-0.67  ,-0.51   ,0.34   ,0.52  ,-5.31   ,1.46   ,2.00   ,0.34  ,-0.03  ,-1.32  ,-2.57  ,-1.02   ,3.04   ,0.56
200108  ,-2.40   ,1.73   ,2.22   ,0.21   ,1.42  ,-3.11   ,2.74   ,3.01   ,1.34   ,1.21  ,-1.96   ,0.35   ,2.40   ,1.65   ,1.55  ,-2.56   ,0.68   ,0.76   ,1.26  ,-0.07  ,-4.90  ,-3.96   ,0.77  ,-1.70  ,-3.38
200109 ,-17.17 ,-13.28 ,-12.80 ,-12.71 ,-15.01 ,-15.00 ,-15.76 ,-13.92 ,-15.08 ,-15.59 ,-17.87 ,-15.07 ,-15.77 ,-17.29 ,-13.83 ,-19.02 ,-10.29 ,-12.93 ,-14.44 ,-13.68 ,-11.80 ,-10.53  ,-8.96 ,-12.47  ,-8.47
200110   ,8.19   ,4.48   ,3.02   ,2.70   ,3.05   ,5.36   ,3.62   ,2.09   ,3.83   ,5.73   ,5.85   ,3.88   ,4.01   ,5.25   ,4.91   ,7.84   ,3.97   ,4.29   ,5.91   ,5.54   ,6.72   ,3.03   ,1.62   ,1.80   ,2.88
200111   ,7.66   ,6.29   ,5.25   ,5.71   ,5.98   ,5.52   ,4.43   ,6.02   ,4.28   ,5.23   ,6.26   ,7.12   ,6.73   ,5.97   ,7.28   ,7.17   ,6.36   ,5.82   ,6.87   ,5.10   ,6.96   ,6.78   ,2.72   ,4.34   ,0.48
200112  ,-3.39  ,-0.35   ,1.77   ,0.82   ,2.71  ,-1.72   ,1.01   ,1.19   ,1.72   ,2.46   ,0.32   ,2.52   ,0.00   ,2.87   ,2.09  ,-1.62   ,0.60   ,2.39   ,0.85   ,1.98   ,1.30   ,0.80   ,2.94   ,2.07   ,3.25
200201  ,-1.69  ,-0.71  ,-2.93  ,-0.72  ,-1.86  ,-4.66  ,-2.41  ,-2.37   ,0.07  ,-2.04  ,-2.84  ,-0.26  ,-1.40  ,-1.51  ,-0.53  ,-4.79  ,-2.48  ,-1.43  ,-1.72  ,-2.53 ,-11.63  ,-5.47  ,-4.90  ,-3.76  ,-3.24
200202  ,-3.06  ,-0.57   ,0.82   ,1.37   ,1.29  ,-1.89  ,-0.54   ,3.15   ,2.11   ,0.75   ,0.02   ,3.21   ,1.78   ,2.32   ,0.55  ,-1.75  ,-0.19   ,2.85   ,1.59   ,1.02  ,-4.87   ,0.06   ,2.04   ,1.02   ,1.62
200203   ,2.58   ,2.79   ,5.15   ,4.24   ,3.98   ,3.74   ,4.84   ,5.93   ,5.73   ,5.50   ,3.76   ,6.11   ,5.89   ,5.02   ,5.53   ,5.02   ,6.12   ,3.62   ,4.53   ,6.63   ,4.44   ,5.03   ,6.44   ,6.63   ,3.89
200204  ,-0.50   ,2.55   ,3.79   ,3.08   ,3.12   ,1.90   ,3.87   ,6.88   ,4.99   ,2.84   ,2.56   ,3.62   ,4.77   ,1.98   ,1.72  ,-2.03   ,3.40   ,2.19   ,1.36  ,-0.40  ,-7.32   ,0.26   ,1.91  ,-0.20  ,-1.29
200205   ,1.07   ,4.68   ,3.02   ,4.65   ,3.04   ,2.22   ,2.83   ,3.70   ,3.39   ,2.20   ,4.55   ,2.85   ,2.43   ,1.11   ,0.89   ,0.22   ,1.91   ,2.34   ,1.69   ,2.23  ,-2.52   ,0.93   ,0.97   ,0.40  ,-0.82
200206  ,-1.89   ,0.94  ,-0.39   ,0.42   ,0.63  ,-1.57   ,0.47   ,0.55  ,-0.04  ,-0.76  ,-3.11  ,-0.39  ,-0.45  ,-0.72  ,-1.68  ,-5.55   ,0.15  ,-0.01  ,-0.84  ,-2.29  ,-8.56  ,-4.35  ,-2.75  ,-1.66  ,-0.20
200207  ,-8.21  ,-6.82  ,-4.48  ,-6.77  ,-6.89  ,-8.60  ,-8.86  ,-7.89  ,-9.13  ,-9.20 ,-10.44  ,-8.64  ,-8.37 ,-11.05  ,-9.12 ,-10.78  ,-7.34 ,-10.14 ,-10.50 ,-10.85 ,-15.39  ,-8.92 ,-12.39 ,-10.21 ,-10.20
200208  ,-2.35  ,-1.09  ,-1.94  ,-0.31  ,-1.56  ,-2.41  ,-1.52  ,-1.28  ,-1.07  ,-1.00  ,-0.34  ,-2.01  ,-0.41  ,-0.57   ,0.80  ,-0.16  ,-0.74  ,-0.76   ,0.20   ,1.46  ,-0.29   ,2.48  ,-0.21   ,0.34  ,-0.23
200209 ,-13.04  ,-9.93  ,-9.05  ,-9.79  ,-9.35 ,-12.46 ,-10.63  ,-9.79  ,-8.85 ,-12.38 ,-12.39  ,-9.22  ,-8.48  ,-9.82  ,-8.94 ,-17.00  ,-8.54  ,-8.92 ,-11.83 ,-10.39 ,-23.31 ,-14.09 ,-18.51 ,-11.52  ,-8.09
200210   ,3.35   ,0.30   ,0.53   ,0.92   ,1.15   ,3.42   ,2.71  ,-0.25   ,1.62   ,4.78   ,4.26   ,4.91   ,1.68   ,0.71   ,5.19  ,12.45   ,2.45   ,4.95   ,5.46   ,4.16  ,18.21  ,10.58  ,15.41   ,5.21   ,9.19
200211   ,6.30   ,6.32   ,5.31   ,4.69   ,5.46   ,4.00   ,4.34   ,5.21   ,4.08   ,4.37   ,7.54   ,6.31   ,2.99   ,5.74   ,3.64   ,6.11   ,5.59   ,4.06   ,5.36   ,5.21  ,11.56   ,7.12   ,8.03   ,2.13   ,1.46
200212  ,-0.85   ,0.74   ,1.15   ,1.45   ,2.14   ,1.78   ,1.99   ,2.86   ,1.75  ,-0.23   ,2.00  ,-2.07   ,3.07   ,0.18  ,-1.20  ,-3.46   ,0.54  ,-0.35  ,-1.48  ,-4.56  ,-8.06  ,-4.30  ,-5.79  ,-1.16  ,-1.21
200301  ,-0.80   ,0.00  ,-0.00  ,-0.72  ,-0.02  ,-1.18  ,-1.21  ,-1.89   ,0.86  ,-0.71  ,-2.65  ,-0.57  ,-1.18  ,-2.95  ,-2.86  ,-3.83  ,-2.33  ,-0.26  ,-3.40  ,-1.40  ,-2.60  ,-3.15  ,-3.88  ,-4.86  ,-3.98
200302  ,-3.15  ,-2.64  ,-2.18  ,-1.72  ,-4.14  ,-3.15  ,-2.43  ,-2.52  ,-1.91  ,-2.44  ,-3.51  ,-3.95  ,-1.84  ,-1.62  ,-3.04  ,-5.42  ,-3.10  ,-4.64  ,-1.39  ,-4.72  ,-3.86  ,-1.93  ,-2.98  ,-2.72  ,-4.73
200303  ,-2.65  ,-0.47  ,-1.19  ,-1.39  ,-0.39  ,-1.04  ,-0.90  ,-1.09   ,0.07  ,-0.06   ,0.35  ,-0.68  ,-0.08   ,2.71   ,1.41  ,-2.53   ,0.85   ,1.42  ,-0.25  ,-0.84  ,-5.37  ,-0.45  ,-1.66  ,-0.83  ,-1.70
200304  ,11.74   ,9.88  ,10.74  ,10.99  ,11.29  ,11.26   ,8.57  ,11.81  ,11.49  ,11.40  ,13.37  ,11.76  ,11.17  ,12.26  ,11.45  ,14.90  ,11.22  ,10.26  ,13.91  ,12.64  ,20.23  ,12.72  ,16.25  ,10.46  ,13.06
200305  ,11.61   ,9.22  ,10.48  ,10.73  ,11.47  ,12.09   ,9.83   ,8.47  ,11.77  ,11.12  ,11.94   ,9.74   ,8.90   ,9.07  ,10.06  ,12.16   ,9.45   ,8.23   ,7.92   ,6.85   ,9.64   ,7.81   ,5.20   ,5.86   ,7.17
200306   ,4.54   ,3.52   ,3.03   ,3.40   ,4.33   ,2.95   ,2.75   ,3.29   ,2.57   ,2.11   ,0.33   ,1.97   ,3.46   ,1.28   ,1.53   ,0.36   ,3.12   ,0.13   ,2.40   ,0.98  ,-1.97   ,1.42   ,2.85   ,1.53   ,0.55
200307   ,5.29   ,5.17   ,2.44   ,3.43   ,4.83   ,4.15   ,2.71   ,3.57   ,3.16   ,3.40   ,1.72   ,2.07   ,0.82   ,3.52   ,2.92   ,6.00   ,3.41   ,3.73   ,3.16   ,4.07   ,5.60   ,6.09   ,0.91  ,-0.40  ,-2.01
200308   ,4.76   ,4.52   ,2.97   ,2.55   ,2.45   ,2.34   ,2.34   ,2.24   ,2.63   ,3.61   ,2.96   ,3.67   ,1.53   ,3.28   ,5.35   ,0.80   ,2.76   ,1.65   ,2.46   ,3.06  ,-3.09   ,0.22  ,-2.46   ,0.40   ,1.19
200309   ,5.84   ,4.52   ,7.77   ,7.32   ,7.15   ,5.42   ,5.75   ,5.63   ,5.26   ,5.35   ,4.38   ,3.11   ,5.25   ,4.56   ,5.49   ,5.62   ,2.85   ,3.81   ,3.05   ,3.32   ,3.29   ,1.21   ,2.99   ,1.76   ,2.79
200310   ,6.59   ,6.32   ,6.30   ,4.89   ,4.48   ,5.99   ,5.13   ,5.63   ,5.09   ,5.50   ,6.91   ,7.08   ,4.58   ,5.97   ,7.40   ,8.53   ,6.60   ,5.76   ,6.08   ,6.65   ,8.49  ,11.64   ,4.41   ,4.66   ,4.58
200311   ,5.15   ,4.52   ,5.08   ,5.27   ,5.41   ,3.81   ,3.70   ,4.88   ,5.01   ,4.69   ,4.82   ,4.91   ,5.67   ,3.84   ,2.74   ,4.43   ,4.68   ,4.03   ,4.76   ,3.82   ,4.20   ,3.95   ,5.45   ,4.64   ,4.73
200312   ,5.24   ,6.35   ,5.98   ,6.07   ,5.22   ,5.10   ,6.57   ,6.23   ,6.59   ,5.00   ,5.75   ,7.49   ,4.48   ,5.59   ,4.53   ,4.03   ,7.54   ,5.24   ,6.29   ,7.22   ,7.29   ,6.74   ,8.62   ,8.22   ,8.22
200401   ,8.89   ,6.52   ,5.51   ,5.39   ,6.23   ,6.51   ,6.19   ,4.52   ,6.98   ,4.92   ,4.20   ,4.65   ,5.92   ,3.82   ,4.64   ,5.06   ,4.58   ,3.40   ,5.02   ,4.93   ,3.70   ,1.84   ,0.68   ,3.01  ,-0.02
200402   ,3.92   ,2.91   ,4.27   ,3.29   ,3.98   ,2.94   ,3.81   ,5.48   ,4.10   ,6.09   ,4.06   ,3.13   ,3.45   ,5.04   ,5.17   ,3.54   ,3.25   ,3.72   ,5.36   ,4.72   ,3.32   ,2.35   ,3.02   ,2.78   ,2.95
200403  ,-4.59  ,-4.10  ,-1.92  ,-1.75  ,-1.87  ,-2.57  ,-3.47  ,-2.05  ,-3.04  ,-0.75  ,-2.80  ,-2.23  ,-1.89  ,-1.81  ,-2.02  ,-3.05  ,-1.59  ,-2.28   ,0.02  ,-2.46  ,-5.41  ,-4.42  ,-2.09  ,-3.37  ,-3.31
200404  ,-2.51  ,-1.83  ,-1.23  ,-0.67  ,-0.58  ,-2.71  ,-2.11  ,-0.45  ,-1.63  ,-1.76  ,-2.96  ,-1.76   ,0.51  ,-1.24  ,-0.57  ,-3.42  ,-1.40  ,-0.30  ,-1.88  ,-1.33  ,-0.84  ,-2.11   ,0.71  ,-2.77   ,0.10
200405  ,-0.99  ,-0.04   ,0.44   ,0.24  ,-0.28  ,-0.34   ,0.59  ,-0.11   ,0.90   ,1.17   ,2.02   ,1.13   ,1.31   ,0.96   ,1.38   ,2.18   ,1.83   ,1.09   ,1.05   ,2.25  ,-0.06   ,2.31   ,0.24   ,3.14   ,1.88
