Date,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
199706   ,0.84   ,1.17   ,1.07   ,0.42  ,-0.24   ,1.36   ,0.16   ,2.39   ,2.09   ,0.24   ,1.44   ,2.46   ,2.52   ,2.57   ,1.55   ,3.36   ,1.85   ,3.10   ,1.81   ,3.39   ,5.69   ,6.04   ,4.70   ,2.58   ,4.79
199707  ,-2.73  ,-2.76  ,-2.45  ,-0.90  ,-1.80  ,-1.16  ,-2.59   ,0.05  ,-2.30  ,-0.46  ,-0.08  ,-0.40   ,0.37   ,0.43   ,0.44   ,0.80   ,0.68   ,2.30   ,2.41   ,0.42   ,3.72   ,5.31   ,6.60   ,4.09   ,4.49
199708   ,0.49   ,1.04  ,-0.26  ,-0.33   ,1.21   ,1.21   ,1.71   ,0.32   ,0.88   ,0.96  ,-0.66  ,-1.35  ,-0.44  ,-2.17  ,-0.47  ,-0.07  ,-2.50  ,-3.76  ,-3.81  ,-1.44  ,-3.75  ,-4.96  ,-6.89  ,-7.70  ,-6.66
199709   ,5.19   ,5.86   ,4.78   ,7.31   ,6.40   ,7.53   ,5.28   ,6.28   ,6.26   ,5.02   ,8.26   ,6.16   ,8.06   ,7.00   ,6.15   ,8.84   ,7.53   ,6.92   ,8.86   ,4.80   ,9.88  ,10.83   ,7.89  ,10.12  ,11.61
199710   ,0.50   ,0.11  ,-1.20  ,-0.21  ,-1.20  ,-2.56   ,0.65  ,-0.36  ,-2.07   ,0.11  ,-2.02  ,-1.35  ,-0.54  ,-2.41  ,-0.20  ,-2.26  ,-4.37  ,-2.73  ,-3.35  ,-2.94  ,-5.42  ,-7.21  ,-4.27  ,-4.23  ,-5.81
199711  ,-1.76  ,-1.62  ,-1.01  ,-1.66  ,-1.96  ,-2.21  ,-0.96  ,-1.70  ,-1.38  ,-0.56  ,-2.30  ,-1.73  ,-0.80  ,-1.50  ,-0.89  ,-1.36  ,-1.86   ,0.31   ,0.08   ,1.02   ,0.37   ,0.55   ,2.03   ,2.63   ,2.92
199712  ,-1.23  ,-0.95  ,-1.50  ,-0.42  ,-1.68  ,-0.20  ,-0.33  ,-2.19  ,-0.58  ,-0.39  ,-0.27   ,1.41   ,2.56   ,1.81   ,0.65  ,-0.21   ,1.14   ,2.79   ,2.03   ,1.10   ,3.89   ,1.42   ,3.98   ,4.07   ,3.41
199801   ,2.98   ,2.77   ,0.67   ,0.51   ,3.01   ,4.34   ,3.40   ,2.38   ,1.59   ,2.52   ,1.80   ,2.75   ,1.41   ,1.88   ,2.55  ,-0.00   ,3.14   ,4.35   ,4.70   ,0.84   ,5.35   ,3.04   ,5.71   ,2.25   ,3.52
199802   ,6.01   ,6.57   ,5.25   ,5.84   ,5.99   ,6.95   ,6.48   ,5.26   ,7.26   ,7.35   ,7.76   ,6.49   ,6.70   ,7.26   ,6.61  ,10.18   ,6.86   ,9.11   ,9.49   ,6.79   ,6.31   ,8.52   ,7.50   ,8.20   ,9.81
199803   ,8.36   ,6.91   ,6.30   ,7.58   ,8.27  ,11.06   ,7.86   ,8.11   ,8.49  ,12.07   ,9.96   ,9.47   ,8.18   ,8.87  ,10.00  ,10.73   ,9.31   ,6.46   ,7.46   ,9.61   ,7.34   ,7.61   ,5.70   ,5.35   ,8.62
199804   ,4.06   ,3.59   ,2.92   ,6.09   ,9.57   ,2.30   ,3.09   ,3.68   ,4.29   ,4.97   ,3.37   ,3.87   ,2.88   ,3.80   ,3.84   ,2.65   ,4.49   ,2.61   ,3.89   ,6.60   ,1.68   ,2.53   ,2.94   ,0.14   ,4.94
199805   ,3.99   ,4.26   ,3.07   ,3.76   ,8.11   ,4.14   ,4.66   ,3.63   ,3.03   ,4.25   ,4.95   ,5.22   ,5.93   ,4.22   ,2.82   ,2.36   ,3.88   ,5.02   ,4.33   ,1.08  ,-0.13   ,0.58   ,1.09   ,3.49   ,4.82
199806  ,-3.66  ,-1.04  ,-2.19  ,-2.50  ,-3.85  ,-4.80  ,-4.22  ,-4.98  ,-2.73  ,-3.45  ,-5.33  ,-3.75  ,-3.55  ,-1.97  ,-3.01  ,-4.61  ,-3.70  ,-4.36   ,0.05  ,-1.80   ,0.07   ,0.16   ,1.71   ,0.61   ,2.38
199807  ,-0.68  ,-1.13   ,0.32  ,-1.30  ,-0.93  ,-2.94  ,-0.13   ,0.07  ,-1.90  ,-0.20  ,-1.74  ,-0.22   ,0.68   ,0.29   ,1.62  ,-0.29   ,1.27   ,1.39   ,3.82   ,2.49  ,-0.69  ,-0.44   ,0.55   ,3.03   ,7.75
199808  ,-8.17  ,-7.02  ,-8.10  ,-7.83 ,-11.37  ,-9.53  ,-9.18 ,-10.63 ,-11.86 ,-13.86 ,-10.41  ,-9.60  ,-9.72 ,-13.36 ,-15.62  ,-9.59  ,-9.35  ,-8.68 ,-13.71 ,-13.76 ,-11.13  ,-7.63 ,-11.20 ,-13.45 ,-15.20
199809  ,-3.44  ,-2.12  ,-3.75  ,-3.09  ,-4.54  ,-2.30  ,-1.42  ,-4.61  ,-5.07  ,-6.00  ,-7.23  ,-4.87  ,-3.26  ,-3.11  ,-6.49  ,-5.95  ,-1.90  ,-2.53  ,-3.29  ,-5.90   ,1.31  ,-1.06  ,-3.98  ,-8.38  ,-8.57
199810   ,0.42   ,0.95  ,-0.27  ,-0.21  ,-0.46   ,1.79   ,0.50   ,1.99   ,1.31   ,2.40   ,5.36   ,5.24   ,4.56   ,4.21   ,5.22   ,6.17   ,6.68   ,6.32   ,5.54   ,8.61   ,5.02   ,4.46   ,8.26  ,10.49   ,9.94
199811   ,0.70   ,0.35   ,2.44   ,1.96   ,1.12   ,1.93   ,2.19   ,1.52   ,3.39   ,2.39   ,0.68   ,0.86   ,2.57   ,3.37   ,1.81   ,0.26   ,2.37   ,2.71   ,3.31   ,4.76   ,3.57   ,3.17   ,4.14   ,7.51   ,7.04
199812   ,1.60   ,1.08  ,-1.33  ,-0.64  ,-0.40   ,0.52   ,0.84  ,-0.41   ,0.97   ,1.30   ,0.22   ,1.68  ,-0.19  ,-0.47   ,1.81   ,0.79   ,1.65   ,2.04   ,2.01   ,2.77   ,3.57   ,5.40   ,3.72   ,3.26   ,3.37
199901   ,0.61  ,-0.71   ,1.79   ,0.85   ,1.72  ,-1.92  ,-1.68  ,-0.20  ,-1.82   ,5.10  ,-1.90  ,-4.31  ,-1.56  ,-1.55   ,4.14  ,-0.01  ,-1.85  ,-0.78   ,3.38   ,0.90   ,1.89  ,-4.32  ,-0.40  ,-0.55   ,2.33
199902   ,0.80  ,-1.04   ,1.93   ,0.05   ,0.21  ,-0.11  ,-0.95   ,0.09  ,-0.67   ,1.76  ,-0.70  ,-1.31   ,0.63  ,-2.66   ,1.19  ,-0.43  ,-1.71  ,-1.49  ,-3.37  ,-4.42  ,-0.76   ,1.42  ,-2.38  ,-2.68  ,-5.06
199903   ,1.60  ,-0.21  ,-0.06   ,1.29   ,0.89   ,1.20  ,-0.71  ,-1.74   ,0.32  ,-1.69   ,1.76   ,0.31   ,0.72  ,-0.74  ,-1.42  ,-0.43  ,-1.94  ,-0.43  ,-2.81  ,-1.70   ,0.87   ,1.44   ,0.26   ,1.79  ,-0.64
199904   ,5.08   ,2.26   ,3.80   ,3.24   ,4.53   ,2.21   ,3.76   ,4.00   ,6.08   ,3.81   ,6.44   ,3.73   ,3.59   ,1.26   ,4.21   ,3.91   ,2.56   ,4.07   ,2.64   ,1.43   ,2.40   ,2.96   ,3.94   ,4.09   ,3.09
199905   ,2.24   ,1.68   ,1.97   ,6.02   ,3.43   ,1.46   ,0.54  ,-0.01  ,-0.38  ,-0.63  ,-0.72  ,-1.15  ,-1.47  ,-0.88  ,-0.91   ,0.30  ,-0.60  ,-2.08   ,0.06  ,-1.16  ,-2.25  ,-2.91  ,-4.54  ,-4.80  ,-6.63
199906   ,3.35   ,1.37   ,3.49   ,5.86   ,3.56   ,0.82   ,2.07   ,1.47   ,1.51   ,1.88   ,1.24   ,1.29   ,1.01   ,1.27   ,2.96   ,3.08   ,1.24   ,1.18   ,1.93   ,1.18   ,1.04   ,0.59   ,3.45   ,3.13   ,3.08
199907   ,5.09   ,5.63   ,4.57   ,6.53   ,5.93   ,4.15   ,2.37   ,4.03   ,3.66   ,5.67   ,3.63   ,3.54   ,1.49   ,3.36   ,4.19   ,4.98   ,4.49   ,3.12   ,2.53   ,1.29   ,3.74   ,1.21  ,-2.14   ,1.12  ,-1.48
199908   ,5.15   ,5.12   ,5.63   ,6.80   ,5.84   ,2.28   ,1.96   ,1.77   ,5.94   ,6.99   ,0.91   ,2.85   ,2.97   ,0.24   ,3.17   ,2.25   ,0.55   ,0.73   ,0.75   ,1.22  ,-1.10   ,0.43   ,2.53   ,3.12   ,4.21
199909   ,2.83   ,0.37   ,1.50   ,1.88   ,0.47   ,1.19   ,2.14   ,0.80   ,1.38   ,1.28  ,-1.44   ,0.45  ,-0.78  ,-1.72   ,1.39   ,0.24  ,-1.35  ,-0.78   ,0.00   ,0.62  ,-2.26   ,1.97  ,-1.71  ,-0.26   ,3.59
199910   ,1.85   ,0.10   ,2.25   ,0.55   ,1.47  ,-1.61   ,0.59   ,0.52  ,-0.01   ,2.90  ,-1.12  ,-1.83  ,-2.16  ,-1.63   ,4.11  ,-2.11  ,-1.72  ,-3.07  ,-0.49  ,-0.01   ,3.34   ,1.01   ,3.96   ,3.29   ,3.42
199911   ,3.69  ,-0.62   ,1.73   ,2.68   ,9.07   ,0.76  ,-1.24  ,-1.03   ,1.77   ,4.64   ,0.98  ,-3.05  ,-1.37   ,1.14   ,8.00   ,0.12  ,-1.25   ,1.35  ,-0.62  ,12.36   ,4.15  ,-0.32   ,0.22   ,4.80   ,9.73
199912   ,2.46   ,1.14   ,4.80   ,4.09  ,11.96   ,5.48   ,1.78   ,3.19   ,5.57   ,7.32   ,8.77   ,5.51   ,3.17   ,5.07   ,7.70   ,6.05   ,6.57   ,8.72   ,5.44  ,16.55   ,8.15   ,6.13   ,7.41  ,14.33  ,18.41
200001   ,2.83   ,0.58  ,-0.49   ,0.44  ,10.40   ,1.04   ,0.04   ,0.17  ,-1.22   ,4.15  ,-2.41  ,-5.33  ,-5.12  ,-2.75  ,-0.60  ,-4.87  ,-6.41  ,-6.16  ,-7.87  ,-6.21 ,-11.99  ,-9.29  ,-8.49  ,-4.05  ,-4.54
200002   ,5.87   ,4.73   ,4.69   ,4.67  ,17.67   ,7.46   ,5.47   ,0.93   ,6.88  ,10.84   ,6.75  ,-0.90   ,1.15   ,2.14  ,14.10   ,1.72   ,0.93   ,3.46   ,6.61  ,15.60   ,2.07   ,5.43   ,1.51  ,12.76  ,11.36
200003  ,-2.26  ,-0.71  ,-5.68  ,-5.57  ,-5.79  ,-3.73  ,-0.28   ,2.04  ,-2.49  ,-3.36  ,-1.97   ,0.68   ,3.14   ,0.55  ,-4.82  ,-3.91   ,3.93   ,1.45   ,2.23  ,-5.10   ,6.25   ,2.77   ,5.69  ,-3.32  ,-1.47
200004  ,-9.82  ,-6.21  ,-9.23  ,-8.17 ,-12.57  ,-9.13  ,-4.56  ,-7.43 ,-10.10 ,-11.93  ,-6.49  ,-4.69  ,-1.95  ,-3.13 ,-10.20  ,-6.01  ,-3.80  ,-5.08  ,-5.35 ,-10.24  ,-5.96  ,-3.81  ,-3.33  ,-4.70  ,-3.59
200005   ,0.49   ,2.69   ,2.47   ,2.37  ,-3.14   ,1.32   ,1.93   ,4.30   ,1.36  ,-3.35   ,2.31   ,3.16   ,6.15   ,1.01  ,-3.83   ,6.07   ,3.84   ,0.81   ,2.50  ,-4.62   ,2.79   ,2.30  ,-0.22   ,0.48  ,-3.65
200006   ,3.31   ,4.08   ,3.27   ,1.60   ,1.33   ,3.55   ,2.63   ,1.56  ,-0.33  ,-1.82   ,3.30   ,2.21   ,2.48   ,2.87   ,0.22   ,0.47   ,3.38   ,1.65   ,4.70  ,-0.62   ,1.30   ,0.85  ,-0.15   ,1.09   ,0.83
200007  ,-1.64  ,-2.02  ,-2.87  ,-3.33  ,-4.92  ,-1.31  ,-0.53  ,-0.58  ,-0.14  ,-2.91  ,-0.47  ,-0.61   ,0.61   ,1.14  ,-0.47  ,-2.85  ,-0.61   ,2.34  ,-0.21   ,0.51  ,-0.34  ,-0.96  ,-2.36  ,-1.46  ,-0.64
200008  ,-0.48  ,-1.02  ,-1.22  ,-1.64  ,-2.28   ,0.29  ,-0.90   ,0.47   ,0.77  ,-0.20  ,-1.03  ,-0.18   ,0.08   ,0.96   ,0.97  ,-1.56   ,0.99  ,-0.13  ,-1.43   ,0.45  ,-1.90   ,1.42  ,-1.66  ,-3.37  ,-0.68
200009  ,-1.80  ,-1.23  ,-0.53  ,-2.37  ,-4.28  ,-1.42   ,0.76  ,-0.52  ,-1.56  ,-5.00  ,-2.60  ,-0.83  ,-3.00  ,-2.11  ,-7.24  ,-4.67  ,-1.07  ,-4.01  ,-3.84  ,-3.93  ,-1.99  ,-2.95  ,-7.22  ,-6.89  ,-2.89
200010  ,-5.90  ,-4.88  ,-5.56  ,-8.93 ,-11.77  ,-4.78  ,-4.47  ,-3.83  ,-6.38 ,-12.89  ,-3.38  ,-3.43  ,-4.45  ,-6.34 ,-12.60   ,0.75  ,-2.77  ,-2.29  ,-1.94  ,-8.22   ,0.47  ,-1.70  ,-1.22   ,0.40  ,-3.91
200011  ,-2.14   ,0.41  ,-0.14  ,-3.10 ,-12.57  ,-0.00   ,0.30  ,-2.18  ,-3.98 ,-15.67  ,-1.58   ,1.99  ,-1.01  ,-7.36 ,-16.48   ,2.93   ,0.05   ,0.65  ,-3.50 ,-12.11  ,-0.19  ,-2.25  ,-6.09  ,-6.97  ,-2.62
200012   ,6.01   ,7.23   ,6.12   ,5.02   ,1.22   ,6.09   ,7.34   ,8.13   ,9.49   ,5.65   ,8.15   ,6.68   ,8.80   ,8.11   ,6.02   ,8.11   ,7.96   ,8.78   ,6.21   ,6.94   ,4.63   ,7.93   ,5.74   ,4.86   ,5.54
200101   ,3.63   ,1.72   ,2.11   ,2.81   ,3.43   ,2.23   ,3.34   ,4.12   ,2.88   ,1.54  ,-1.20   ,0.63  ,-0.25   ,0.97   ,4.18   ,1.15   ,2.03   ,0.60   ,1.50   ,2.91  ,-0.85   ,1.47   ,2.45  ,-0.48  ,-0.38
200102  ,-4.00  ,-1.04  ,-1.77  ,-2.59  ,-9.33  ,-1.21  ,-0.37  ,-3.34  ,-5.39  ,-9.17  ,-1.23  ,-0.96  ,-0.23  ,-4.53 ,-10.91  ,-3.48  ,-2.01  ,-2.23  ,-2.37 ,-10.95  ,-4.15  ,-5.51 ,-12.15 ,-15.68  ,-6.70
200103  ,-8.52  ,-6.75  ,-7.73  ,-7.22 ,-12.68  ,-6.91  ,-8.36  ,-7.09 ,-11.30 ,-13.38  ,-7.55  ,-9.26  ,-7.55 ,-12.45 ,-15.48 ,-10.46  ,-8.08 ,-10.33  ,-9.93 ,-13.83  ,-8.43  ,-6.81  ,-9.86  ,-9.25  ,-7.50
200104   ,4.43   ,4.67   ,4.43   ,5.70   ,2.94   ,3.64   ,3.85   ,4.83   ,4.85   ,4.81   ,5.52   ,4.71   ,4.26   ,5.60   ,4.74   ,7.40   ,4.99   ,4.36   ,6.65   ,8.83   ,6.53   ,6.15   ,9.18  ,13.43   ,6.32
200105  ,-1.21  ,-1.08  ,-1.35  ,-2.33  ,-5.87  ,-1.04  ,-0.84  ,-0.47  ,-1.83  ,-5.43  ,-0.99  ,-1.48  ,-1.09  ,-2.01  ,-3.82  ,-1.54  ,-1.99  ,-0.46  ,-2.82  ,-6.04  ,-4.62  ,-2.38  ,-7.01  ,-8.43  ,-4.48
200106  ,-1.26  ,-0.86  ,-2.43  ,-3.51  ,-9.41  ,-2.12  ,-2.04  ,-2.29  ,-5.77  ,-6.99  ,-1.75  ,-3.30  ,-1.84  ,-5.40 ,-10.81  ,-3.69  ,-1.16  ,-0.14  ,-3.93  ,-6.33   ,0.87  ,-2.19  ,-3.24  ,-8.36  ,-1.27
200107  ,-0.03   ,0.85  ,-0.81  ,-1.39  ,-8.08  ,-0.59   ,1.40   ,1.17  ,-1.93  ,-5.05   ,1.23   ,0.87  ,-0.12  ,-0.35  ,-4.99   ,2.57   ,2.39   ,0.61  ,-0.29  ,-7.71  ,-1.13   ,0.91   ,1.12  ,-0.35  ,-1.43
200108   ,1.62   ,2.67   ,2.03   ,0.07  ,-3.68   ,1.18   ,1.88   ,2.62   ,1.25  ,-2.90   ,1.69   ,0.32   ,2.59  ,-0.61  ,-1.61   ,2.37   ,2.82   ,0.70  ,-1.90  ,-5.36  ,-0.90   ,2.21  ,-0.96  ,-4.72  ,-4.32
200109 ,-12.08 ,-11.14 ,-12.38 ,-15.44 ,-20.43 ,-12.67 ,-10.15 ,-15.76 ,-16.22 ,-19.01 ,-14.66 ,-13.83 ,-14.56 ,-15.81 ,-22.49 ,-10.92 ,-14.13 ,-14.88 ,-14.67 ,-16.93  ,-7.98 ,-10.05 ,-13.61 ,-13.16  ,-7.30
200110   ,3.37   ,2.88   ,3.96   ,2.97  ,10.20   ,1.84   ,1.82   ,5.02   ,3.95   ,7.78   ,2.67   ,2.66   ,3.84   ,5.55  ,11.62   ,3.91   ,3.61   ,5.27   ,5.26  ,11.79  ,-0.34   ,0.50   ,1.37   ,7.19   ,4.59
200111   ,4.22   ,4.84   ,4.92   ,5.30  ,10.83   ,4.16   ,2.42   ,4.58   ,5.64   ,8.30   ,5.61   ,6.09   ,5.81   ,7.21   ,9.90   ,5.76   ,5.46   ,4.99   ,6.25  ,10.00   ,1.91   ,1.19   ,2.88   ,7.05   ,4.76
200112   ,0.29   ,0.85   ,2.06   ,0.12  ,-3.32   ,1.00   ,1.65   ,1.26   ,2.10  ,-1.17   ,0.77   ,1.35   ,3.56   ,0.74   ,1.62   ,2.40   ,1.57  ,-0.09   ,1.71  ,-1.04   ,1.20   ,4.09   ,2.02   ,2.56   ,1.90
200201  ,-1.38  ,-2.41  ,-1.13  ,-1.05  ,-1.68  ,-3.07  ,-0.45  ,-2.21  ,-2.56  ,-3.61  ,-1.96  ,-1.53   ,0.54   ,0.11  ,-4.14  ,-2.32  ,-0.21  ,-3.38  ,-2.33  ,-6.13  ,-3.36  ,-4.32  ,-2.32  ,-6.30  ,-8.05
200202   ,0.69   ,1.32   ,1.04   ,0.20  ,-4.43   ,1.86   ,1.66   ,2.24   ,1.36  ,-3.23   ,3.23   ,2.66   ,1.93   ,1.21  ,-2.52   ,2.28   ,2.74  ,-0.61   ,2.37  ,-4.67   ,4.39   ,0.98   ,1.76  ,-0.74  ,-1.89
200203   ,3.79   ,3.78   ,2.84   ,3.86   ,3.24   ,4.52   ,5.43   ,6.52   ,5.74   ,3.85   ,6.05   ,5.89   ,2.37   ,7.36   ,4.00   ,5.42   ,4.22   ,5.48   ,5.98   ,5.94   ,5.39   ,5.46   ,5.72   ,5.70   ,5.20
200204   ,3.33   ,4.43   ,4.33   ,3.30  ,-3.18   ,5.54   ,4.37   ,5.85   ,4.06  ,-0.31   ,4.19   ,5.13   ,4.99   ,0.80  ,-1.19   ,3.43   ,2.32   ,2.01   ,1.70  ,-6.75   ,1.87   ,1.93   ,0.64  ,-2.37  ,-4.24
200205   ,4.67   ,5.99   ,3.53   ,1.92  ,-1.20   ,4.04   ,3.76   ,3.13   ,3.07  ,-0.16   ,2.50   ,5.14   ,1.58   ,2.29  ,-1.78   ,2.26   ,0.84   ,4.31   ,2.47  ,-1.85  ,-0.14   ,2.06   ,1.52   ,0.18  ,-1.20
200206   ,1.18   ,1.90   ,1.09   ,0.42  ,-4.76   ,1.92   ,2.20  ,-0.74  ,-0.09  ,-4.64   ,0.78   ,0.04  ,-2.18  ,-2.04  ,-5.48  ,-0.36   ,1.17  ,-1.53  ,-2.19  ,-6.22  ,-1.82  ,-1.32  ,-2.08  ,-3.30  ,-5.60
200207  ,-7.43  ,-6.71  ,-5.21  ,-5.78  ,-8.50  ,-8.76  ,-7.29  ,-6.80  ,-6.80 ,-11.29  ,-9.30  ,-8.29  ,-8.19 ,-11.58  ,-9.31  ,-8.37 ,-10.66  ,-7.63 ,-12.09 ,-11.18 ,-10.11 ,-13.17 ,-10.90  ,-9.25 ,-10.61
200208  ,-2.16  ,-0.41   ,0.01  ,-2.22  ,-2.49  ,-1.96  ,-0.59  ,-1.20  ,-1.07  ,-2.09  ,-2.36  ,-2.00  ,-0.07  ,-0.57   ,1.15   ,0.22  ,-0.30  ,-1.75   ,1.23   ,0.44   ,1.43  ,-0.36   ,0.71   ,0.54   ,0.79
200209 ,-11.91  ,-8.60  ,-7.24 ,-10.03 ,-13.37 ,-10.56  ,-9.69  ,-8.18 ,-10.26 ,-13.82 ,-11.83  ,-8.68  ,-7.39 ,-11.38  ,-9.58 ,-11.97 ,-12.19  ,-8.47 ,-10.52 ,-13.39 ,-12.78 ,-12.87 ,-17.27 ,-13.91 ,-12.35
200210   ,3.78   ,0.78   ,0.61   ,1.76   ,0.65   ,2.06   ,3.09   ,2.70   ,1.52   ,2.89   ,1.05   ,3.39   ,1.86   ,4.44   ,6.07   ,6.68   ,5.41   ,4.59   ,5.73   ,6.82  ,11.22   ,7.56   ,9.59  ,13.56   ,8.83
200211   ,7.05   ,3.26   ,4.93   ,5.05   ,6.71   ,5.56   ,2.47   ,3.85   ,3.16   ,5.85   ,6.87   ,5.50   ,5.41   ,4.02   ,4.68   ,4.43   ,6.60   ,6.02   ,3.40   ,6.10   ,3.19   ,5.46   ,6.51   ,5.90   ,2.62
200212  ,-0.21   ,2.71   ,2.27   ,0.15  ,-0.55   ,1.99   ,3.67   ,2.41   ,1.56  ,-0.23   ,0.71   ,1.11   ,1.68   ,0.13  ,-0.33  ,-2.26  ,-1.72  ,-0.88  ,-0.27  ,-4.00  ,-3.21  ,-1.93  ,-5.54  ,-4.77  ,-0.34
200301  ,-0.40  ,-0.55   ,0.71   ,0.65  ,-1.57  ,-1.17   ,0.32   ,1.62  ,-0.33  ,-3.15  ,-2.89  ,-1.50  ,-1.15  ,-0.97  ,-2.52  ,-3.04  ,-0.32  ,-3.40  ,-1.74  ,-1.10  ,-1.70  ,-5.11  ,-4.88  ,-3.96  ,-3.42
200302  ,-2.06  ,-3.58  ,-0.64  ,-2.13  ,-5.49  ,-2.89  ,-2.14  ,-3.20   ,0.14  ,-4.02  ,-3.80  ,-3.56  ,-3.85  ,-1.52  ,-2.64  ,-6.49  ,-3.70  ,-2.65  ,-2.34  ,-3.50  ,-3.16  ,-3.69  ,-3.71  ,-2.23  ,-3.94
200303  ,-1.06  ,-0.74  ,-0.19  ,-1.09  ,-3.75   ,0.48  ,-0.60  ,-1.56  ,-0.90  ,-0.94   ,1.37   ,1.25   ,0.09   ,0.14   ,0.62  ,-0.61  ,-0.02   ,0.56  ,-0.01  ,-1.30  ,-0.78  ,-1.31  ,-5.01  ,-0.59  ,-2.64
200304  ,11.65  ,10.54   ,9.49  ,11.51  ,11.69  ,12.67  ,10.92  ,10.09   ,9.69  ,10.96  ,12.50  ,13.18  ,11.08  ,11.72  ,12.28  ,14.69  ,13.72   ,9.91  ,12.49  ,12.24  ,10.51  ,13.92  ,16.34  ,13.70  ,14.03
200305  ,11.87   ,9.15   ,9.47  ,11.63  ,11.37  ,10.42   ,9.40  ,10.33  ,11.65  ,11.21   ,9.73   ,8.84  ,10.57   ,9.46  ,11.06   ,9.30   ,7.10   ,8.47   ,9.79   ,8.93   ,7.64   ,7.53   ,7.62   ,5.83   ,7.60
200306   ,4.32   ,4.25   ,2.49   ,3.09   ,3.98   ,2.84   ,4.44   ,1.15   ,3.53   ,2.50   ,1.75  ,-0.42   ,1.71   ,4.57   ,1.12   ,1.40   ,2.49   ,2.62  ,-0.83   ,1.86   ,0.58   ,1.81   ,1.23   ,0.60   ,0.69
200307   ,5.44   ,4.17   ,2.48   ,4.98   ,5.04   ,5.88   ,1.99   ,4.12   ,2.45   ,2.70   ,4.88   ,2.54   ,1.86   ,0.38   ,2.00   ,6.94   ,6.17   ,2.54   ,2.92   ,2.14   ,2.87   ,1.63   ,1.78   ,0.02  ,-1.55
200308   ,6.04   ,2.80   ,2.95   ,2.51   ,3.13   ,5.02   ,2.68   ,2.21   ,1.47   ,2.16   ,4.83   ,4.50   ,1.90   ,1.96   ,3.61   ,4.25   ,4.93   ,1.66   ,0.20  ,-0.36  ,-1.48  ,-0.51   ,0.19   ,0.52  ,-1.29
200309   ,7.99   ,7.13   ,5.96   ,4.96   ,6.06   ,3.17   ,6.12   ,7.61   ,6.47   ,5.12   ,2.02   ,4.93   ,7.20   ,5.00   ,3.35   ,1.14   ,4.12   ,4.55   ,4.43   ,4.47   ,1.40   ,3.06   ,2.93   ,1.46   ,3.45
200310   ,7.90   ,6.26   ,3.93   ,6.21   ,4.78   ,9.23   ,4.71   ,4.76   ,5.07   ,4.69   ,8.60   ,7.64   ,4.22   ,5.29   ,6.87  ,11.48   ,7.30   ,5.37   ,5.42   ,4.83   ,7.65   ,5.65   ,5.70   ,6.08   ,5.05
200311   ,5.15   ,4.14   ,5.17   ,5.18   ,4.63   ,3.04   ,5.86   ,3.91   ,4.29   ,5.30   ,4.92   ,4.42   ,5.45   ,5.12   ,3.06   ,4.66   ,4.32   ,4.81   ,4.14   ,3.22   ,5.43   ,5.12   ,3.75   ,4.19   ,3.78
200312   ,5.40   ,5.79   ,5.96   ,4.97   ,5.91   ,6.12   ,5.09   ,4.04   ,6.05   ,6.69   ,5.74   ,5.92   ,5.44   ,5.87   ,4.86   ,4.49   ,4.92   ,6.63   ,6.32   ,7.23   ,8.89   ,8.33   ,6.93   ,7.47   ,7.73
200401  ,11.92   ,5.91   ,4.07   ,6.08   ,5.56   ,9.77   ,6.12   ,3.56   ,5.57   ,5.62   ,6.48   ,4.68   ,4.97   ,5.24   ,2.62   ,7.19   ,4.77   ,4.41   ,3.10   ,3.89   ,3.77   ,1.67   ,1.05   ,1.12  ,-1.46
200402   ,5.31   ,2.89   ,3.09   ,3.44   ,3.24   ,5.40   ,3.23   ,4.80   ,5.13   ,4.12   ,2.70   ,4.63   ,4.08   ,4.77   ,4.87   ,4.92   ,4.18   ,2.73   ,3.76   ,4.88   ,1.65   ,1.28   ,2.37   ,5.41   ,3.79
200403  ,-5.14  ,-3.14  ,-1.66  ,-1.89  ,-3.71  ,-5.43  ,-1.63  ,-1.62  ,-0.49  ,-3.03  ,-5.23  ,-1.61  ,-1.42  ,-1.02  ,-1.90  ,-3.80  ,-2.97  ,-0.95  ,-1.85  ,-0.36  ,-4.82  ,-3.41  ,-4.41  ,-2.52  ,-2.10
200404  ,-2.69  ,-0.62  ,-1.00  ,-1.59  ,-1.65  ,-2.34  ,-0.73  ,-0.80  ,-2.36  ,-2.51  ,-3.34  ,-1.07   ,0.47  ,-1.43  ,-1.60  ,-3.27  ,-1.12  ,-0.64  ,-1.47  ,-2.02  ,-1.21   ,0.05   ,0.05  ,-2.68  ,-0.21
200405  ,-1.76  ,-0.22   ,1.02   ,0.18  ,-0.23  ,-0.85  ,-0.74   ,0.54   ,1.34   ,1.49   ,1.61   ,1.56   ,1.62   ,1.37   ,1.16   ,1.31   ,1.07   ,2.24   ,1.87   ,1.86   ,0.71   ,1.20   ,2.98   ,1.96   ,1.83
