Date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
199707 ,-13.92 ,-10.24  ,-8.08  ,-7.00  ,-8.45 ,-15.35  ,-9.96  ,-7.74  ,-7.21  ,-1.82 ,-15.07  ,-9.83  ,-6.29  ,-3.92   ,3.02 ,-13.37 ,-10.23  ,-7.16  ,-3.44   ,2.91 ,-10.19  ,-8.02  ,-7.54  ,-6.10   ,5.29
199708 ,-10.06  ,-9.41  ,-9.04  ,-6.89 ,-11.10 ,-11.47 ,-10.01  ,-9.57 ,-10.08  ,-9.24 ,-14.67 ,-11.18  ,-9.23 ,-10.76 ,-10.94 ,-10.86 ,-10.73  ,-8.83  ,-8.51 ,-14.63  ,-5.43  ,-5.67  ,-8.03  ,-6.58 ,-11.84
199709 ,-18.44 ,-11.40  ,-9.56  ,-9.98 ,-16.36 ,-16.81 ,-11.26  ,-7.84  ,-8.51  ,-8.78 ,-17.57 ,-11.49  ,-8.46  ,-7.76  ,-1.37 ,-12.81  ,-8.27  ,-4.78  ,-3.57   ,1.22 ,-10.37  ,-4.16  ,-2.95  ,-0.71   ,5.05
199710   ,4.43  ,-2.80  ,-4.24  ,-3.64  ,-9.95   ,3.12  ,-0.99  ,-3.32  ,-2.51  ,-6.19   ,2.80  ,-2.79   ,0.68  ,-2.19   ,1.53  ,-0.23  ,-3.01  ,-2.59  ,-2.18  ,-5.20 ,-12.85 ,-12.63 ,-13.32  ,-7.90  ,-7.46
199711 ,-21.42 ,-15.19 ,-13.77 ,-10.74 ,-20.52 ,-21.20 ,-17.64 ,-13.85 ,-13.08  ,-8.22 ,-21.14 ,-14.48 ,-12.91 ,-11.65 ,-10.24 ,-17.12 ,-11.65  ,-9.33 ,-11.36  ,-5.98 ,-24.88 ,-12.62  ,-3.42  ,-6.02  ,-2.26
199712 ,-15.58 ,-12.12  ,-7.95  ,-9.00 ,-21.45 ,-19.33 ,-13.75 ,-11.33  ,-6.63 ,-10.62 ,-18.42 ,-15.58 ,-12.05 ,-11.29  ,-7.48 ,-13.70 ,-16.15 ,-10.29 ,-14.09  ,-9.62 ,-14.73 ,-10.20  ,-8.10  ,-2.21  ,-1.37
199801  ,36.17  ,19.17  ,18.16  ,13.06  ,12.76  ,33.45  ,18.78  ,11.43  ,10.21  ,16.19  ,29.05  ,17.30  ,12.14  ,11.49  ,11.49  ,29.74  ,19.37  ,12.83  ,10.74   ,9.30  ,25.76  ,18.31   ,7.69   ,4.72   ,3.67
199802   ,9.25   ,1.59   ,1.81   ,0.53   ,6.84  ,10.40   ,4.18   ,0.57   ,1.40  ,-0.44   ,8.36   ,4.05   ,1.56   ,2.03  ,-2.19   ,8.05   ,4.09   ,1.63  ,-0.50   ,0.32   ,7.22   ,6.49   ,0.03  ,-0.95  ,-1.53
199803 ,-10.70  ,-7.02  ,-6.77  ,-4.05  ,-7.63 ,-10.38  ,-8.28  ,-6.81  ,-6.31  ,-9.65 ,-10.50  ,-5.86  ,-4.53  ,-6.15  ,-5.85  ,-8.53  ,-6.31  ,-4.56  ,-2.71  ,-3.65 ,-15.22 ,-10.90  ,-9.49  ,-3.61  ,-4.67
199804  ,-5.72  ,-5.43  ,-3.57  ,-3.44  ,-5.72  ,-6.44  ,-6.81  ,-5.43  ,-2.85  ,-2.69  ,-5.90  ,-4.76  ,-1.07   ,0.68   ,5.09  ,-6.40  ,-3.88  ,-4.50  ,-3.44   ,0.19  ,-1.24  ,-5.07  ,-2.57  ,-2.57   ,0.89
199805  ,-4.62  ,-4.40  ,-3.68  ,-5.59  ,-6.01  ,-4.22  ,-3.73  ,-4.55  ,-3.16  ,-5.94  ,-3.65  ,-3.92  ,-2.37  ,-5.44  ,-1.35   ,0.22  ,-1.66  ,-3.43  ,-2.95  ,-0.31  ,-2.85  ,-9.06  ,-7.44  ,-3.96  ,-4.01
199806   ,2.27   ,0.77  ,-1.38  ,-2.31  ,-3.65   ,1.01   ,1.44   ,0.37  ,-2.58   ,5.87   ,1.54   ,1.02   ,0.34   ,0.54  ,-1.34   ,0.86   ,2.14   ,2.47  ,-0.68   ,1.29   ,0.48  ,-0.08   ,1.32   ,0.02   ,0.63
199807  ,-1.38  ,-2.85  ,-2.28  ,-3.97  ,-2.00  ,-1.09  ,-2.68  ,-2.56  ,-1.41   ,0.00   ,0.54  ,-3.24   ,0.32  ,-2.90   ,0.43  ,-0.97  ,-0.18  ,-2.60  ,-2.41   ,0.34  ,-7.81  ,-3.00  ,-0.87  ,-0.68   ,1.06
199808  ,-9.93  ,-6.87  ,-5.61  ,-5.45 ,-10.16 ,-10.12  ,-7.96  ,-8.66  ,-7.19  ,-9.53  ,-8.77  ,-7.07  ,-4.70  ,-3.45  ,-3.68 ,-10.41  ,-8.53  ,-4.36  ,-3.39  ,-3.64 ,-14.56 ,-16.37  ,-8.76  ,-7.96  ,-5.13
199809  ,-7.55  ,-5.77  ,-4.68  ,-4.32  ,-8.98  ,-9.02  ,-6.27  ,-2.86  ,-2.38  ,-7.64  ,-6.15  ,-4.22  ,-2.22  ,-2.22  ,-3.47  ,-6.67  ,-1.82  ,-1.27  ,-0.89  ,-6.72  ,-8.09  ,-6.17  ,-1.62  ,-1.86  ,-1.59
199810  ,12.99  ,14.68  ,13.80  ,15.69  ,18.19  ,11.74  ,11.87  ,12.07  ,13.57  ,17.79  ,14.95  ,15.24  ,11.39   ,9.38   ,9.88  ,21.34  ,14.99  ,17.51  ,12.86   ,8.00  ,33.61  ,13.12  ,12.75  ,13.82  ,14.21
199811  ,12.83   ,4.93   ,2.25   ,1.30   ,0.60  ,14.40   ,6.34   ,2.47   ,1.74   ,2.20   ,7.33   ,4.12   ,2.57  ,-0.19   ,4.21   ,8.26   ,4.25   ,2.13  ,-0.32   ,4.79  ,11.27   ,4.81   ,3.96   ,2.42  ,-0.75
199812   ,0.56   ,2.31   ,4.08   ,3.84   ,5.45  ,-0.13   ,0.51   ,1.57   ,3.27   ,1.62   ,2.16   ,2.72   ,3.63   ,5.59   ,7.70  ,-0.66   ,2.39   ,4.20   ,5.40   ,9.84  ,-3.80   ,1.07   ,3.67   ,7.08   ,8.23
199901  ,-2.29  ,-1.06  ,-2.53   ,0.72   ,2.47  ,-1.67  ,-0.44  ,-0.31  ,-0.37   ,2.27   ,1.58  ,-1.56   ,0.27   ,4.28   ,3.37   ,3.39   ,0.23  ,-1.91   ,0.98   ,2.29   ,3.97   ,3.99  ,-0.83  ,-3.06  ,-0.04
199902   ,0.39  ,-0.00   ,0.00   ,3.10  ,12.06  ,-2.22  ,-3.00  ,-2.87   ,1.99   ,4.85  ,-2.39  ,-2.58  ,-2.68  ,-1.60   ,1.75  ,-5.66  ,-1.90  ,-3.32  ,-3.93  ,-0.61  ,-1.78  ,-0.86  ,-3.92  ,-3.61  ,-3.31
199903  ,16.17  ,12.26  ,13.42  ,10.56  ,20.61  ,15.70  ,13.76  ,12.14  ,13.58  ,16.57  ,17.62  ,10.46   ,7.38   ,6.28  ,17.99  ,20.48  ,11.27   ,8.05  ,10.75  ,17.86  ,24.60  ,16.02  ,12.52  ,10.23  ,11.54
199904  ,15.03  ,11.25  ,10.31  ,11.98  ,12.10  ,12.53  ,10.01  ,10.39   ,6.52   ,9.08   ,7.31   ,6.20   ,7.98   ,5.75   ,7.43   ,6.01   ,3.45   ,1.19   ,4.32   ,7.46   ,9.09   ,1.86   ,4.23   ,3.54   ,6.61
199905  ,-5.10  ,-3.89  ,-5.75  ,-4.87  ,-9.74  ,-5.78  ,-4.42  ,-5.10  ,-7.15  ,-7.66  ,-2.41  ,-3.95  ,-1.22  ,-5.44  ,-5.22  ,-4.79  ,-1.49  ,-2.09  ,-3.76  ,-5.23  ,-2.53  ,-5.39  ,-6.05  ,-4.01  ,-8.16
199906  ,13.10  ,12.98  ,11.75  ,16.46  ,25.81  ,11.75  ,11.21  ,13.41  ,17.98  ,29.12   ,5.26   ,6.19   ,8.58  ,13.36  ,21.01   ,4.17   ,2.64   ,7.46   ,9.58  ,21.40   ,8.39   ,9.03   ,9.36   ,9.74  ,19.11
199907   ,8.78   ,9.02   ,8.58   ,9.76   ,8.36   ,5.71   ,4.30   ,6.19   ,5.20   ,8.91   ,5.82   ,7.32   ,5.19   ,9.11  ,10.74   ,5.09   ,7.13   ,7.68   ,5.78  ,14.22   ,8.72  ,10.35   ,8.39  ,14.42  ,13.52
199908   ,1.90   ,0.59   ,1.75   ,3.89   ,3.89   ,2.56   ,2.39   ,1.65   ,3.68   ,7.29   ,1.49   ,0.57   ,2.61   ,6.05  ,11.73   ,0.41   ,2.21   ,1.09   ,3.62  ,11.76  ,-0.76   ,1.97  ,-3.46   ,6.67  ,11.66
199909  ,-0.86   ,0.22  ,-0.28   ,0.21   ,7.06   ,1.30   ,0.19   ,1.42   ,3.75  ,11.02   ,1.67   ,2.97   ,3.35   ,5.24   ,9.18   ,1.04   ,1.94   ,5.91   ,6.40  ,10.37   ,0.64   ,1.71   ,6.57   ,9.20  ,12.67
199910  ,-1.38  ,-1.14  ,-0.97  ,-2.30   ,2.07  ,-0.76  ,-3.87  ,-3.15   ,0.57   ,2.35  ,-1.21  ,-2.97  ,-4.89   ,3.32   ,1.80  ,-2.69  ,-3.38  ,-0.58   ,3.95   ,0.14  ,-3.66   ,3.73   ,9.28   ,8.62   ,9.79
199911  ,-5.25  ,-4.64  ,-4.24  ,-6.25  ,-0.76  ,-4.54  ,-3.65  ,-7.58  ,-3.99   ,2.32  ,-5.66  ,-7.76  ,-6.83  ,-1.97   ,7.93  ,-3.47  ,-5.56  ,-5.93   ,3.88  ,13.74  ,-0.04  ,-4.77   ,4.36  ,11.25  ,25.55
199912  ,-7.74  ,-6.49  ,-6.70  ,-6.40  ,-8.90  ,-8.98  ,-6.92  ,-7.05 ,-11.54  ,-7.67  ,-5.04  ,-4.95  ,-2.79  ,-4.14  ,-4.51  ,-5.09  ,-5.78  ,-1.22  ,-4.00  ,-5.26  ,-6.02   ,0.05   ,4.31  ,10.30  ,10.27
200001  ,-0.43  ,-1.18  ,-0.09   ,0.58   ,3.39   ,0.80   ,0.06   ,0.49   ,1.31  ,-0.87   ,2.90   ,1.04  ,-1.43   ,4.31  ,-3.61  ,-0.96   ,1.26   ,3.85   ,0.02  ,-2.78   ,1.39  ,-3.52  ,-3.20  ,-9.22  ,-9.12
200002  ,-9.57  ,-7.37  ,-3.12  ,-1.73  ,14.26  ,-7.11  ,-6.34  ,-3.56   ,1.36  ,10.03  ,-9.81  ,-9.62  ,-5.36   ,1.33   ,2.64 ,-13.71  ,-9.63  ,-5.99   ,0.48   ,4.86 ,-12.83  ,-7.46  ,-8.38  ,-3.96   ,7.03
200003  ,15.87  ,13.67  ,11.32   ,7.93   ,1.29  ,18.34  ,11.40   ,8.58  ,13.25   ,1.29  ,15.54  ,13.65  ,10.09   ,5.90  ,-3.74  ,14.65  ,14.63  ,10.78   ,4.27  ,-2.07  ,12.84  ,14.90  ,20.85   ,9.97  ,-5.37
200004 ,-12.25 ,-10.01  ,-9.59 ,-11.78 ,-11.22 ,-10.82  ,-7.89  ,-8.81 ,-11.24 ,-17.50  ,-5.55  ,-6.77  ,-6.63  ,-7.66 ,-10.57  ,-1.54  ,-2.67  ,-3.66  ,-3.71 ,-14.02   ,1.68  ,-5.02  ,-4.48 ,-10.19 ,-13.03
200005   ,4.88   ,2.47   ,2.49   ,0.96   ,0.53   ,5.58   ,7.09   ,5.21   ,0.08  ,-0.82   ,8.99   ,7.35   ,4.71  ,-0.83  ,-7.94  ,12.14   ,5.09  ,-0.37 ,-11.42 ,-11.02   ,6.39  ,-2.76  ,-4.87  ,-4.86 ,-19.25
200006  ,15.36   ,9.72   ,8.36  ,10.89  ,12.15  ,15.92  ,13.24  ,12.41   ,9.41   ,4.47  ,11.57  ,11.77   ,7.77   ,7.46   ,4.88   ,8.85   ,7.65  ,10.95   ,7.83   ,7.73   ,7.25   ,2.14   ,5.83   ,8.27   ,3.22
200007  ,-8.89  ,-7.19  ,-7.04 ,-10.83 ,-16.97 ,-11.46  ,-8.71  ,-7.55 ,-14.02 ,-19.22 ,-10.23 ,-10.17 ,-10.78 ,-15.70 ,-18.05 ,-12.93  ,-9.86  ,-9.63 ,-14.65 ,-16.56  ,-3.72  ,-9.17  ,-9.91 ,-10.76 ,-15.10
200008   ,3.41   ,3.49   ,4.99  ,10.71  ,10.07   ,5.95   ,5.89   ,9.70  ,12.24  ,17.23   ,4.68   ,6.53   ,7.48   ,9.66  ,15.78   ,2.37   ,4.99   ,5.01   ,8.86  ,11.69   ,4.02   ,4.48   ,1.81   ,7.39  ,11.82
200009  ,-5.58  ,-3.50  ,-3.40  ,-3.73  ,-8.11  ,-5.34  ,-5.05  ,-3.07  ,-6.58  ,-5.41  ,-7.25  ,-4.20  ,-2.61  ,-4.19  ,-7.83  ,-3.81  ,-1.83  ,-1.13   ,0.59  ,-5.17  ,-4.22   ,1.14  ,-5.37  ,-5.88  ,-4.90
200010  ,-9.94  ,-7.98  ,-6.66  ,-9.24 ,-16.76 ,-13.20  ,-7.53  ,-8.35 ,-11.50 ,-11.88 ,-11.87  ,-7.16  ,-5.99  ,-9.37 ,-12.88  ,-6.30  ,-5.94  ,-4.45  ,-7.29  ,-6.34  ,-2.35   ,0.12  ,-9.02  ,-3.45 ,-10.49
200011  ,-0.21   ,0.40  ,-0.38  ,-0.58   ,1.82   ,1.46  ,-0.17   ,0.34   ,1.76   ,1.60   ,1.38  ,-0.36  ,-1.44   ,3.43   ,0.77  ,-1.37  ,-1.50  ,-1.13   ,0.37  ,-2.74  ,-3.51  ,-6.00  ,-0.82  ,-2.17  ,-3.96
200012  ,-7.93  ,-6.53  ,-5.70  ,-7.34  ,-9.53  ,-8.83  ,-7.85  ,-6.19  ,-9.31 ,-12.55  ,-8.00  ,-6.08  ,-5.54  ,-9.23 ,-10.57  ,-7.44  ,-2.16  ,-5.99  ,-6.12  ,-8.19 ,-19.95  ,-5.06  ,-3.32  ,-8.58  ,-7.55
200101   ,2.69  ,-0.75  ,-0.17  ,-0.49   ,2.08   ,5.61  ,-0.96  ,-1.04  ,-0.55   ,1.23   ,1.61  ,-1.93  ,-2.74   ,0.07  ,-3.21   ,5.02  ,-2.58  ,-3.52  ,-1.19  ,-3.98   ,4.95   ,1.16  ,-2.52  ,-5.59  ,-6.16
200102   ,5.90   ,3.78   ,2.34   ,2.11   ,0.46   ,0.80   ,3.07   ,2.82   ,2.58  ,-0.89  ,-0.45  ,-1.54   ,1.87   ,1.27  ,-3.12  ,-6.98  ,-4.47  ,-2.81   ,2.55  ,-0.44 ,-10.98  ,-2.06 ,-10.56   ,0.44  ,-5.91
200103  ,-4.19  ,-2.28  ,-3.05  ,-1.53  ,-3.10  ,-1.37  ,-3.55  ,-1.29  ,-3.60   ,1.97  ,-1.69  ,-3.81  ,-4.42  ,-4.14  ,-5.33  ,-1.06  ,-2.91  ,-2.45  ,-1.86  ,-4.91  ,-4.59  ,-4.58  ,-2.18  ,-4.39  ,-4.78
200104  ,12.76  ,12.49  ,11.41   ,9.73   ,8.54   ,6.44  ,10.82  ,10.40  ,11.70  ,11.73  ,10.55   ,9.49  ,10.73  ,13.56  ,14.73  ,12.23   ,9.03  ,10.02  ,14.56  ,12.95  ,10.72   ,4.46   ,9.94   ,6.97   ,9.85
200105   ,4.83   ,2.61   ,2.00   ,1.67   ,3.40   ,1.95   ,1.07   ,2.53   ,2.11   ,2.14   ,0.40   ,1.81   ,2.00   ,3.20   ,2.56   ,0.84   ,2.42   ,1.01   ,1.59   ,1.90  ,-3.69   ,0.68   ,1.06   ,3.11  ,-0.15
200106  ,-8.60  ,-3.63  ,-2.48  ,-0.39  ,-2.47  ,-6.90  ,-3.89  ,-3.09   ,1.02  ,-0.35  ,-7.96  ,-1.64  ,-0.82   ,1.60  ,-1.36  ,-8.16  ,-4.24  ,-1.65  ,-2.59  ,-2.34 ,-11.68  ,-7.07  ,-3.56  ,-2.07   ,0.47
200107 ,-11.54  ,-7.39  ,-6.07  ,-4.85  ,-7.69 ,-12.08  ,-7.41  ,-7.47  ,-5.32 ,-10.67 ,-11.37  ,-6.25  ,-4.36  ,-6.39  ,-4.88 ,-10.20  ,-5.70  ,-2.26  ,-6.94  ,-5.42  ,-9.67 ,-11.88 ,-10.81  ,-6.84  ,-2.50
200108   ,0.34   ,2.72   ,4.63   ,4.81   ,3.83  ,-5.98   ,1.61   ,5.80   ,4.95   ,4.86  ,-4.23  ,-0.57   ,1.76   ,2.59   ,2.84  ,-3.01  ,-1.89   ,0.25  ,-1.19   ,1.84  ,-7.84  ,-5.79  ,-1.08   ,2.35  ,-2.71
200109 ,-13.27  ,-9.80  ,-7.38  ,-6.90 ,-11.69 ,-12.95  ,-8.68  ,-5.55  ,-8.34 ,-11.72 ,-10.18  ,-8.87  ,-4.12  ,-5.59  ,-8.62  ,-8.78  ,-7.00  ,-7.32  ,-5.54  ,-6.83  ,-5.45 ,-12.26  ,-4.43  ,-5.53  ,-8.75
200110   ,8.64   ,4.06   ,0.72   ,0.87   ,3.99   ,7.38   ,3.19   ,3.28   ,1.72   ,4.24   ,6.46   ,1.11   ,0.61   ,1.44   ,2.19   ,6.03  ,-0.70   ,0.40   ,2.28   ,1.02   ,0.16   ,1.59   ,1.70   ,1.36  ,-0.67
200111  ,-6.87  ,-7.48  ,-5.68  ,-4.41  ,-5.29  ,-4.08  ,-6.84  ,-4.35  ,-4.45  ,-8.30   ,1.82  ,-5.08  ,-5.42  ,-3.93  ,-7.53   ,1.32  ,-2.69  ,-4.03  ,-3.85  ,-6.38   ,4.10   ,1.62  ,-3.55  ,-3.29 ,-10.84
200112 ,-19.06 ,-14.18 ,-12.12  ,-9.93 ,-11.61 ,-16.75 ,-12.09 ,-10.32  ,-7.19 ,-11.69 ,-11.66  ,-8.85  ,-9.32  ,-8.17  ,-9.27 ,-10.89  ,-9.73  ,-8.35  ,-6.67 ,-11.28 ,-11.64  ,-5.47  ,-5.31  ,-4.17  ,-6.23
200201  ,-2.54  ,-3.47  ,-3.69  ,-4.03  ,-2.54  ,-3.06  ,-6.54  ,-5.42  ,-6.15  ,-3.98  ,-6.66  ,-7.33  ,-7.37  ,-6.10  ,-6.36  ,-4.38  ,-5.70  ,-6.56  ,-7.99  ,-9.28  ,-8.95  ,-8.77  ,-6.31  ,-6.69 ,-10.44
200202  ,10.77   ,5.94   ,6.15   ,3.73   ,2.19   ,9.72   ,9.13   ,7.12   ,6.11   ,5.32  ,10.46   ,8.37   ,6.71   ,6.77   ,5.55   ,8.07   ,6.01   ,3.28   ,4.17   ,4.11   ,5.08   ,4.94   ,6.29   ,3.55   ,3.68
200203  ,10.17   ,5.59   ,3.07   ,2.26   ,3.06  ,10.75   ,5.00   ,1.03   ,1.17   ,2.56   ,8.15   ,6.54   ,2.21   ,0.75   ,1.77   ,7.98   ,6.77   ,6.25   ,0.07   ,4.45  ,17.71   ,4.43   ,4.14   ,0.67   ,0.50
200204   ,4.68   ,4.35   ,4.71   ,3.55   ,5.29   ,5.84   ,6.22   ,4.81   ,6.47   ,5.96   ,6.75   ,7.89   ,6.74   ,3.93   ,6.91   ,7.98   ,6.38   ,7.59   ,6.14   ,5.75   ,2.11   ,4.44   ,8.60   ,5.90   ,3.98
200205  ,11.14   ,9.86   ,8.77   ,7.69   ,7.80   ,9.52   ,9.44   ,8.15   ,9.25  ,10.33  ,12.16   ,9.54   ,9.83   ,9.10   ,9.71  ,11.82  ,12.68   ,9.42   ,7.67   ,8.38  ,11.73   ,6.80   ,6.35   ,4.82   ,0.28
200206  ,-3.81  ,-1.89  ,-1.40   ,1.89  ,-0.78  ,-5.63  ,-3.11  ,-2.04  ,-1.31  ,-1.34  ,-6.35  ,-3.49  ,-4.21  ,-2.20  ,-3.17  ,-5.71  ,-5.04  ,-4.57  ,-1.81  ,-0.88  ,-9.82  ,-5.52  ,-3.42  ,-2.90  ,-2.12
200207  ,-3.30  ,-1.35  ,-1.25  ,-0.96  ,-0.71  ,-3.77  ,-1.10  ,-2.44  ,-1.09   ,0.39  ,-4.27  ,-2.65  ,-3.09  ,-2.02   ,0.84  ,-6.37  ,-6.50  ,-4.20  ,-3.35  ,-4.42  ,-7.96  ,-5.09  ,-6.00  ,-6.00  ,-8.94
200208  ,-4.05  ,-0.98  ,-1.33  ,-0.58  ,-2.25  ,-5.02  ,-1.77  ,-0.80  ,-1.20  ,-0.81  ,-3.23  ,-0.14  ,-0.18   ,1.44  ,-2.65  ,-2.87  ,-0.53  ,-0.81  ,-2.70  ,-1.11  ,-2.60  ,-1.03   ,0.25  ,-1.25  ,-1.74
200209  ,-7.22  ,-3.98  ,-5.16  ,-4.72  ,-6.34  ,-6.78  ,-3.81  ,-4.80  ,-2.99  ,-7.53  ,-3.95  ,-3.57   ,0.10  ,-4.71  ,-2.68  ,-5.63  ,-2.39  ,-4.74  ,-4.35  ,-3.28  ,-1.81  ,-2.31  ,-9.93  ,-4.01  ,-5.61
200210 ,-11.65  ,-9.39  ,-6.13  ,-5.55  ,-6.81 ,-12.39 ,-10.35  ,-7.09  ,-6.06  ,-6.41 ,-12.39  ,-8.15  ,-6.46  ,-6.05  ,-6.60  ,-9.67  ,-6.85  ,-5.48  ,-7.14  ,-8.41 ,-11.12  ,-5.96  ,-4.43  ,-7.38  ,-2.31
200211  ,-5.25  ,-4.18  ,-4.14  ,-3.39  ,-3.60  ,-1.84  ,-1.47  ,-0.31  ,-0.50   ,0.30   ,2.63  ,-0.07   ,0.33   ,0.14  ,-1.34   ,7.28   ,1.68   ,1.45   ,1.15   ,1.54   ,7.20   ,2.68   ,0.58   ,4.92   ,4.27
200212  ,-1.32  ,-0.82   ,1.20   ,1.26   ,1.73  ,-1.93  ,-1.54   ,0.48   ,0.32   ,0.58  ,-3.82  ,-0.44  ,-1.79  ,-0.52   ,0.30  ,-6.29  ,-1.38  ,-0.75   ,0.07   ,0.24  ,-7.30  ,-2.58  ,-1.34   ,1.56  ,-1.47
200301   ,2.54   ,3.62   ,2.64   ,3.19   ,4.47   ,0.39  ,-0.72  ,-1.88   ,1.27   ,2.22  ,-2.37  ,-4.87  ,-2.54  ,-2.27  ,-0.55  ,-1.10  ,-2.46  ,-4.46  ,-3.34  ,-2.42  ,-2.24  ,-2.89  ,-2.93  ,-7.53  ,-4.88
200302   ,7.77   ,7.21   ,5.84   ,5.70   ,4.41   ,4.34   ,6.65   ,6.21   ,5.39   ,6.78   ,1.61   ,5.57   ,4.46   ,3.96   ,3.75   ,1.26   ,4.49   ,2.65   ,3.72   ,4.99  ,-0.41  ,-0.21   ,0.37   ,1.85   ,3.60
200303  ,-1.52   ,0.78   ,1.31   ,0.67   ,0.09  ,-2.21   ,0.70   ,3.33   ,1.42   ,1.01  ,-3.38   ,0.29   ,0.20   ,1.79  ,-0.62  ,-4.53  ,-2.25   ,1.12   ,0.32   ,0.59  ,-6.13  ,-4.02  ,-2.46  ,-2.83  ,-3.50
200304   ,6.48   ,5.27   ,5.19   ,3.95   ,5.70   ,8.75   ,2.80   ,5.10   ,3.54   ,5.73  ,-1.14   ,1.87   ,3.04   ,3.35   ,4.52   ,0.49   ,2.67   ,1.38   ,3.39   ,5.07  ,-3.13  ,-1.14   ,0.42   ,5.37   ,5.92
200305  ,15.09  ,10.27   ,7.93   ,7.75   ,7.45  ,11.71   ,8.51   ,5.17   ,4.06   ,3.57   ,8.86   ,5.29   ,2.63   ,3.16   ,2.46  ,12.23   ,5.06   ,3.54   ,3.92   ,1.16   ,9.16   ,4.85   ,2.69   ,1.28   ,1.46
200306  ,20.15  ,17.59  ,11.06   ,7.47   ,9.50  ,20.37  ,11.59   ,8.97   ,4.43   ,3.69  ,18.53   ,9.96   ,5.03   ,1.36   ,3.22  ,14.53   ,8.35   ,3.92   ,3.37   ,7.72  ,11.97   ,7.58   ,4.83   ,5.01   ,3.13
200307   ,4.75   ,0.92   ,0.83   ,2.41   ,0.65   ,3.01   ,2.54   ,0.77   ,0.42   ,1.78   ,4.49   ,4.69   ,3.00   ,0.81   ,1.31   ,6.17   ,1.87  ,-1.63  ,-1.68   ,2.17   ,7.09   ,4.06   ,3.84   ,1.00   ,2.20
200308  ,11.44   ,6.30   ,6.14   ,8.89  ,13.91  ,11.43   ,6.08   ,5.65   ,8.34  ,10.16  ,10.08   ,8.20   ,6.17   ,7.34  ,10.56  ,12.99   ,9.58   ,8.75   ,6.85   ,9.60  ,14.37   ,9.23   ,8.02   ,8.93   ,8.23
200309  ,11.73   ,9.80   ,8.06   ,9.71  ,10.35  ,10.37   ,7.83   ,7.27   ,7.32   ,7.62  ,12.21   ,8.12   ,8.96   ,8.04  ,10.99   ,9.87  ,10.43   ,5.15  ,10.22   ,9.34   ,7.17   ,9.27   ,5.02   ,3.72   ,8.01
200310   ,8.08   ,2.50   ,3.84   ,5.29   ,9.26   ,8.41   ,1.32   ,3.10   ,6.51   ,7.86   ,4.83   ,1.01   ,4.30   ,4.60   ,9.26   ,2.27   ,2.30   ,2.31   ,4.48  ,15.67   ,2.84   ,1.00   ,4.33   ,4.62   ,4.53
200311  ,-6.70  ,-3.40  ,-5.66  ,-6.78 ,-11.40  ,-3.64  ,-3.92  ,-4.31  ,-5.03  ,-9.12  ,-3.89  ,-2.18  ,-4.88  ,-6.61  ,-8.82  ,-5.17  ,-2.32  ,-3.38  ,-3.90 ,-11.11  ,-0.45   ,0.33  ,-4.14  ,-6.02 ,-10.00
200312   ,1.93   ,5.10   ,4.43   ,5.70   ,3.34   ,4.28   ,4.85   ,6.03   ,6.58   ,6.68   ,3.68   ,3.65   ,5.52   ,8.22   ,5.98   ,4.27   ,7.82   ,6.39   ,9.30   ,8.04   ,6.39   ,4.67   ,5.92   ,9.35   ,7.69
200401   ,6.53   ,5.33   ,7.42   ,9.91  ,12.90   ,3.04   ,3.57   ,5.36   ,8.65   ,9.17   ,1.62   ,3.20   ,4.33   ,4.52   ,7.30   ,1.58   ,1.84   ,2.60   ,2.58   ,2.22   ,5.15   ,0.44   ,1.60   ,0.77  ,-0.50
200402  ,-1.06   ,1.11   ,0.84   ,0.41  ,-1.95  ,-0.13   ,0.89   ,1.40   ,0.66  ,-2.41   ,1.22   ,2.13   ,2.35  ,-0.56   ,0.17   ,0.68  ,-0.00   ,1.62  ,-1.48  ,-1.05  ,-0.84   ,0.70   ,1.09  ,-1.92  ,-0.66
200403  ,17.67  ,19.12  ,22.73  ,26.20  ,31.56  ,15.68  ,16.77  ,25.06  ,22.41  ,25.34  ,14.55  ,17.32  ,18.88  ,19.84  ,24.52  ,14.33  ,14.50  ,16.34  ,16.33  ,24.44   ,7.84  ,12.02  ,11.77  ,15.70  ,25.83
200404  ,-0.40  ,-0.68   ,1.55   ,4.87   ,8.94  ,-2.79  ,-0.94  ,-0.85   ,0.44   ,3.47  ,-2.36  ,-1.62  ,-2.53  ,-0.92   ,3.26  ,-3.62  ,-3.97  ,-4.73  ,-1.73   ,0.85  ,-5.58  ,-5.90  ,-5.63  ,-7.49  ,-2.53
