Date,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
199706  ,-1.67  ,-0.69  ,-0.64  ,-1.87  ,-2.29   ,0.15  ,-1.48  ,-0.50   ,1.32   ,1.38   ,5.11  ,-1.13   ,3.96  ,10.42   ,2.39  ,-1.04   ,3.41   ,2.70   ,2.51  ,-0.41  ,-2.39   ,3.77   ,6.65   ,1.13   ,0.69
199707   ,4.83   ,4.54   ,0.92   ,0.53   ,1.66   ,4.62   ,2.36   ,5.02  ,12.70   ,7.33   ,0.51   ,3.57  ,-0.54   ,9.27   ,1.25  ,-0.30  ,-1.12  ,-0.10   ,1.11   ,0.26   ,0.41  ,-0.23   ,1.74   ,3.41   ,5.31
199708   ,2.55   ,2.98   ,3.94   ,1.76   ,0.82   ,6.33  ,-0.63   ,0.86   ,7.01  ,-1.91  ,-3.09   ,1.22  ,-0.75  ,-0.98  ,-0.99  ,-4.98  ,-1.35  ,-4.48  ,-5.50   ,1.25  ,-8.17  ,-4.11 ,-11.86 ,-13.31  ,-9.91
199709  ,-4.06  ,-1.59  ,-4.71  ,-2.05  ,-3.53  ,-2.08  ,-4.55  ,-5.96  ,-2.15  ,-6.09  ,-1.60  ,-2.31  ,-0.88   ,0.41  ,-0.79   ,2.33   ,0.18   ,2.19  ,-0.02  ,-1.96   ,8.30   ,3.50   ,5.53   ,7.86   ,3.41
199710 ,-24.52 ,-15.06 ,-20.54 ,-21.54 ,-23.66 ,-29.38 ,-19.87 ,-22.94 ,-25.52 ,-28.76 ,-19.62 ,-19.85 ,-23.70 ,-25.42 ,-27.35 ,-18.22 ,-23.95 ,-22.40 ,-25.89 ,-25.37 ,-16.37 ,-21.46 ,-22.56 ,-19.66 ,-29.90
199711  ,-5.12  ,-2.36  ,-6.36  ,-8.96  ,-7.30 ,-10.19  ,-4.20  ,-5.16  ,-7.14  ,-6.93  ,-4.94  ,-5.32  ,-4.81  ,-4.75  ,-4.63  ,-2.03  ,-5.38  ,-5.59   ,0.91  ,-4.30  ,-0.15   ,0.49  ,-1.02   ,1.38  ,-1.87
199712  ,-4.83  ,-4.18  ,-8.62  ,-5.98 ,-11.80  ,-5.94  ,-4.73  ,-4.96  ,-5.68  ,-7.65  ,-5.17  ,-3.64  ,-4.17 ,-10.84  ,-7.98  ,-1.09  ,-4.62  ,-4.35  ,-3.38  ,-7.25   ,0.75  ,-0.17   ,1.88   ,0.29  ,-3.13
199801  ,-8.92 ,-10.21  ,-8.08  ,-6.92  ,-8.76 ,-19.14  ,-9.07 ,-11.06 ,-18.42 ,-17.14  ,-8.27  ,-7.62 ,-12.03 ,-20.88 ,-12.42  ,-4.76  ,-8.95  ,-8.73 ,-22.08 ,-13.70  ,-1.45  ,-8.31  ,-6.83  ,-7.70 ,-17.00
199802   ,9.80   ,6.50  ,10.89  ,10.18   ,6.46  ,17.18   ,9.74  ,13.58  ,14.54  ,22.71  ,13.26  ,13.58  ,14.18  ,23.44  ,20.35   ,6.80  ,14.01  ,13.85  ,21.40  ,13.78   ,6.01  ,14.90  ,12.17   ,9.79  ,24.78
199803  ,-1.96  ,-0.52   ,0.40  ,-1.30  ,-4.32  ,-0.85  ,-5.88   ,4.84  ,-1.53  ,-3.18  ,-2.57  ,-2.95  ,-4.03  ,-0.14  ,-3.05  ,-1.49  ,-2.11   ,0.07   ,0.69  ,-0.23  ,-0.92  ,-1.74   ,0.41  ,-3.86  ,-1.84
199804  ,-4.31  ,-4.22  ,-1.55  ,-4.40  ,-2.05  ,-3.55  ,-5.89  ,-2.27  ,-3.63  ,-3.90  ,-2.08  ,-2.68  ,-3.83  ,-7.75  ,-3.15  ,-5.72  ,-5.18  ,-4.45  ,-4.09  ,-1.59  ,-2.16  ,-4.89  ,-6.04  ,-7.02  ,-8.04
199805  ,-8.82  ,-7.36 ,-10.73  ,-9.80  ,-9.96 ,-10.70  ,-8.37  ,-7.16 ,-10.06 ,-13.20  ,-9.74 ,-10.50  ,-8.80 ,-14.54 ,-14.17  ,-6.03 ,-10.98  ,-9.86 ,-12.00 ,-14.65  ,-8.35 ,-10.39 ,-10.07 ,-12.10 ,-14.01
199806 ,-10.93  ,-1.37  ,-7.28 ,-12.14 ,-10.69  ,-8.00 ,-10.43  ,-6.60  ,-6.79 ,-13.51  ,-4.85 ,-10.43 ,-12.12 ,-16.24  ,-9.11  ,-6.38  ,-7.89  ,-7.72  ,-9.46 ,-10.67   ,4.30  ,-6.70  ,-5.63  ,-4.75 ,-12.63
199807  ,-1.68   ,0.31  ,-4.38  ,-5.03  ,-1.84  ,-7.07  ,-5.41  ,-5.68  ,-8.75  ,-7.51  ,-2.54  ,-4.61  ,-5.02  ,-4.39  ,-6.51  ,-0.74  ,-2.04  ,-1.74  ,-7.27  ,-5.05  ,-2.11  ,-2.99  ,-2.33  ,-4.62  ,-1.69
199808 ,-13.69 ,-11.79 ,-12.06 ,-14.29 ,-16.82 ,-15.04 ,-15.45 ,-16.03 ,-19.92 ,-15.38 ,-16.08 ,-17.29 ,-16.17 ,-15.52 ,-14.42 ,-18.86 ,-21.78 ,-19.59 ,-16.61 ,-14.50 ,-15.54  ,-9.29 ,-12.25 ,-11.97 ,-10.16
199809   ,3.85   ,3.19   ,6.59   ,7.14   ,6.96   ,6.23   ,6.83   ,8.82  ,11.63   ,4.86  ,11.48   ,6.88  ,14.73   ,8.96   ,3.92   ,8.34  ,11.31   ,7.80   ,8.86  ,10.29   ,9.20  ,11.70   ,9.83  ,14.15  ,14.25
199810  ,10.62  ,13.63  ,26.15  ,20.92  ,19.74  ,14.36  ,22.19  ,23.97  ,28.67  ,20.00  ,19.79  ,24.33  ,22.63  ,18.88  ,14.67  ,25.10  ,27.11  ,23.82  ,23.52  ,14.59  ,22.28  ,16.60  ,15.17  ,17.48  ,19.44
199811   ,6.85   ,5.17   ,3.35   ,1.36   ,9.77   ,7.24   ,5.04   ,7.96   ,8.81   ,7.42   ,8.48   ,8.31   ,9.71  ,12.08   ,9.22   ,8.61   ,6.80  ,12.26  ,18.69   ,4.30   ,6.05   ,1.88   ,8.52   ,2.23   ,1.06
199812  ,-1.87  ,-1.39  ,-1.43  ,-6.97  ,-3.95  ,-2.70  ,-2.93  ,-1.04  ,-6.47  ,-7.31  ,-3.77  ,-1.71  ,-0.83  ,-4.80  ,-4.78  ,-3.99  ,-5.71  ,-0.73  ,-4.87   ,2.31  ,-0.97  ,-1.48  ,-1.25  ,-3.86  ,-2.88
199901   ,2.09   ,2.19   ,0.85   ,1.41   ,3.99  ,-2.59  ,-1.33  ,-1.22  ,-3.57  ,-2.89  ,-1.98   ,3.84  ,-2.95  ,-6.20   ,3.93   ,2.94   ,2.89  ,-4.86  ,-2.91   ,2.76   ,3.67   ,2.73   ,1.69  ,-4.51  ,-1.82
199902  ,-1.14  ,-1.70  ,-1.53  ,-2.14  ,-0.20   ,0.87  ,-0.73   ,0.39  ,-2.79  ,-2.26  ,-3.69  ,-0.23  ,-1.95  ,-2.03   ,1.68  ,-1.34  ,-2.39  ,-4.76   ,0.60   ,0.16  ,-1.48   ,0.14  ,-1.07   ,0.00  ,-2.54
199903   ,2.89   ,2.23   ,2.34   ,3.97   ,5.84   ,3.33   ,6.88   ,3.64   ,2.95   ,4.46   ,5.88   ,2.02   ,5.43   ,7.69   ,2.34   ,6.89   ,7.82   ,8.79   ,3.81  ,12.66  ,10.60   ,8.80  ,10.73   ,9.35   ,7.00
199904  ,20.96  ,18.38  ,22.34  ,24.02  ,34.08  ,17.25  ,24.03  ,24.10  ,30.76  ,17.45  ,29.76  ,18.45  ,19.11  ,21.53  ,18.44  ,15.49  ,22.95  ,15.30  ,16.54  ,10.41  ,14.61  ,18.63  ,12.43  ,21.81  ,13.30
199905   ,8.56   ,6.03  ,11.39  ,20.12  ,15.23   ,2.41   ,3.09   ,7.95  ,15.16   ,6.73  ,-2.25   ,3.28  ,-2.72  ,-3.30   ,9.68  ,-4.93  ,-1.07  ,-1.52   ,0.37  ,-0.60  ,-4.71  ,-8.77  ,-6.66  ,-7.77  ,-7.10
199906  ,12.32  ,12.15  ,20.24  ,22.06  ,20.09  ,15.65  ,16.45  ,10.43  ,18.57  ,18.59  ,21.92   ,7.98  ,15.30   ,9.91  ,17.03   ,5.13   ,8.59   ,9.74  ,14.05  ,16.33   ,7.20  ,11.03   ,5.76  ,10.04   ,6.36
199907  ,-0.80  ,-2.49  ,-2.76   ,1.05  ,-3.05  ,-8.14  ,-9.53  ,-5.85  ,-9.90  ,-3.50  ,-8.65  ,-3.18   ,0.03  ,-3.72   ,0.45  ,-5.86   ,2.30  ,-1.70  ,-2.90   ,2.42  ,-3.18   ,0.90  ,-3.91  ,-1.56  ,-0.48
199908  ,-4.10  ,-4.10  ,-3.54  ,-2.41  ,-3.47  ,-1.61  ,-3.95  ,-2.41  ,-3.51  ,-3.74  ,-3.24  ,-2.17  ,-3.55  ,-4.08   ,1.18  ,-4.14  ,-2.84  ,-1.06  ,-4.51  ,-4.93  ,-0.92  ,-2.34   ,1.23  ,-1.32  ,-4.24
199909  ,12.23   ,2.47   ,2.14   ,0.03   ,9.00   ,3.14   ,7.24  ,-6.22   ,0.86  ,-0.65  ,-0.56  ,-1.72   ,1.79  ,-1.34   ,3.16  ,-7.92  ,-4.06  ,-3.62   ,2.26   ,1.92  ,-5.90  ,-4.88  ,-1.27  ,-0.94  ,-1.90
199910  ,-0.45  ,-0.03   ,1.96   ,0.80  ,-3.16  ,-3.16  ,-2.21   ,0.81  ,-1.74  ,-2.80  ,-1.19   ,0.55  ,-2.32  ,-1.16   ,0.11   ,1.48  ,-0.94  ,-1.20  ,-3.50  ,-5.03  ,-1.20   ,2.33   ,1.68   ,3.41   ,4.16
199911   ,9.50   ,8.03   ,1.53   ,4.21   ,0.70   ,2.39   ,4.14   ,6.00   ,4.24   ,3.23   ,7.16   ,5.38   ,3.55   ,2.08   ,8.27   ,5.10   ,3.12   ,5.86   ,5.17   ,2.98   ,4.54  ,14.60   ,8.21   ,4.98   ,6.19
199912  ,13.32   ,5.00  ,10.01   ,8.47  ,10.20   ,9.78   ,7.05   ,9.16  ,14.80   ,9.41  ,20.69   ,5.80   ,5.82   ,5.61   ,9.76   ,4.50   ,1.58   ,3.76  ,16.20   ,7.06   ,5.94  ,14.81   ,6.22   ,8.12  ,10.01
200001  ,16.28   ,8.65   ,9.42   ,1.95   ,9.94   ,3.47  ,-4.36  ,-3.93  ,-2.93   ,3.17  ,-8.43  ,-5.37  ,-5.51  ,-4.71  ,-7.92  ,-9.56  ,-9.46  ,-8.86  ,-3.61 ,-10.00 ,-11.16  ,-8.42  ,-7.83  ,-9.93   ,1.79
200002  ,19.20   ,7.36   ,7.13  ,-0.51   ,6.69   ,5.69   ,2.21  ,-6.56   ,6.13   ,1.64   ,6.44   ,0.77   ,0.16   ,1.32   ,2.82  ,-1.35  ,-6.82  ,-1.14  ,-2.54  ,-2.96  ,-7.57  ,-5.16  ,-3.47   ,1.71   ,6.82
200003   ,2.35   ,4.05   ,4.86   ,7.04  ,-7.22  ,-5.84   ,7.71  ,-1.15  ,-5.06  ,-0.66  ,-6.10  ,-2.90  ,-4.86  ,-0.98  ,-0.11   ,2.63   ,0.52   ,5.19  ,-6.55   ,5.22   ,8.59   ,7.90   ,5.47  ,-6.38  ,-0.88
200004 ,-28.47 ,-22.18 ,-17.06 ,-20.40 ,-21.69 ,-17.20 ,-17.00  ,-3.11  ,-9.39 ,-14.28 ,-15.97  ,-6.18  ,-2.76  ,-9.47 ,-15.86  ,-3.03   ,1.32  ,-5.79 ,-10.23  ,-7.62   ,1.52  ,-9.35  ,-5.92   ,0.48  ,-2.59
200005 ,-12.88  ,-8.13  ,-9.37  ,-6.66  ,-9.18  ,-8.34 ,-12.42  ,-8.32  ,-8.94  ,-6.78 ,-10.66  ,-5.78  ,-6.13 ,-10.31  ,-4.61 ,-15.20 ,-10.53  ,-4.24  ,-4.51  ,-4.34  ,-0.68 ,-13.92  ,-8.34  ,-4.67  ,-6.60
200006   ,4.50   ,5.86   ,5.30   ,8.77   ,5.43   ,6.27  ,10.37   ,6.70   ,9.01   ,5.39   ,9.31   ,8.80  ,10.38   ,9.20  ,17.85  ,16.73   ,9.29  ,13.28  ,21.50  ,11.08   ,8.22  ,12.88  ,12.01   ,7.44  ,15.51
200007   ,2.31   ,3.56   ,0.84   ,3.16   ,4.10  ,-2.13  ,-1.76   ,3.44   ,0.23  ,-1.35  ,-3.25  ,-0.54   ,0.68   ,0.93  ,-3.13   ,0.01   ,0.15  ,-0.48  ,-0.29  ,-0.97  ,-0.42  ,-4.11   ,0.90  ,-0.65   ,3.31
200008  ,-0.60   ,1.60   ,1.32  ,-1.74  ,-2.12   ,3.45   ,1.33  ,-1.24   ,2.51  ,-1.99   ,5.84   ,1.05   ,2.11   ,2.31  ,-0.99   ,1.83   ,6.54   ,0.48   ,3.92   ,1.52  ,10.73   ,0.79   ,0.36   ,5.84   ,3.26
200009 ,-12.30  ,-7.69  ,-8.24  ,-7.43 ,-11.94 ,-13.92  ,-9.48  ,-8.54  ,-6.49 ,-10.63 ,-12.50  ,-5.89 ,-10.95 ,-11.48 ,-13.78 ,-10.02  ,-7.93  ,-6.71  ,-7.36  ,-9.60  ,-3.79  ,-1.42  ,-5.15  ,-5.83 ,-11.80
200010 ,-10.50  ,-6.60  ,-6.25  ,-5.58  ,-6.85 ,-11.48  ,-5.95  ,-1.50  ,-4.15  ,-7.99  ,-7.68  ,-0.88  ,-3.41  ,-4.39  ,-9.98  ,-6.21  ,-4.44  ,-3.51  ,-5.48  ,-4.55  ,-7.22  ,-8.90   ,1.49  ,-0.51 ,-11.53
200011   ,1.68  ,-0.23   ,1.24   ,0.70  ,-0.54   ,0.03  ,-2.47  ,-1.96  ,-3.59  ,-4.39  ,-0.19   ,1.49   ,2.58   ,0.93  ,-0.36   ,1.90   ,2.08   ,3.11  ,-1.24   ,2.65  ,-1.36   ,0.83   ,2.69   ,1.57  ,-8.64
200012   ,0.16  ,-0.07   ,2.10   ,1.52  ,-0.45   ,0.40   ,0.84   ,2.77   ,0.57  ,-0.37  ,-1.57   ,6.29   ,1.43   ,3.76  ,-0.23   ,5.79   ,7.79   ,5.37   ,6.71   ,1.47  ,14.88   ,2.05   ,6.95   ,0.57   ,4.64
200101   ,2.13  ,-0.37  ,-0.35  ,-1.14   ,1.95  ,-0.95  ,-0.21   ,3.91   ,2.41   ,0.48   ,7.08   ,4.72   ,2.96   ,4.10   ,2.96  ,-0.22   ,5.23   ,6.78  ,-1.61   ,2.58   ,1.28   ,4.85   ,1.36   ,1.53   ,8.28
200102  ,-1.19  ,-0.48  ,-0.71   ,0.34  ,-4.46   ,2.76  ,-0.19  ,-2.73  ,-0.71  ,-2.58  ,-0.67   ,2.58   ,1.40   ,0.84  ,-2.93   ,0.94   ,1.71  ,-0.12   ,1.74  ,-3.79   ,7.68  ,-2.47  ,-5.68  ,-1.28 ,-12.29
200103 ,-12.91  ,-9.71 ,-10.56 ,-10.82 ,-13.04 ,-12.52  ,-7.38 ,-11.07 ,-11.30 ,-17.78 ,-11.49  ,-7.84 ,-11.37 ,-15.20 ,-12.58  ,-9.71 ,-12.19 ,-11.00  ,-9.44 ,-12.03 ,-13.13 ,-13.60  ,-8.01 ,-16.63 ,-17.45
200104   ,3.73   ,5.91   ,5.42   ,6.38   ,5.07   ,4.72   ,5.89   ,2.49   ,4.82   ,8.57   ,4.08   ,9.42   ,4.70  ,10.04   ,5.89   ,6.14   ,1.24  ,13.29   ,7.48   ,4.85   ,2.52  ,12.49   ,4.73   ,4.18   ,9.08
200105   ,6.98   ,5.25   ,9.50   ,5.38   ,5.00   ,7.04   ,5.84   ,4.92   ,6.22   ,5.33   ,6.08   ,5.59   ,4.55   ,1.13   ,2.24  ,-0.75   ,0.23   ,1.63   ,4.98   ,0.89   ,1.18   ,0.41  ,-1.76  ,-1.17  ,-1.96
200106   ,1.11   ,1.82   ,0.54   ,2.96   ,2.97   ,2.67   ,2.91   ,1.23   ,3.16   ,0.24   ,3.28   ,2.59   ,5.21   ,1.46  ,-0.02   ,0.31   ,2.40   ,6.40   ,5.61   ,4.21  ,-0.08   ,6.21  ,-0.79   ,4.28  ,-3.47
200107  ,-5.57  ,-4.21  ,-2.96  ,-4.58  ,-6.42  ,-5.34  ,-3.99  ,-3.65  ,-6.11 ,-12.92  ,-5.37  ,-2.15  ,-1.48  ,-1.82  ,-5.51  ,-1.52  ,-2.89  ,-1.46  ,-1.56  ,-5.99  ,-1.23   ,0.05  ,-5.47  ,-2.27  ,-6.81
200108  ,-2.73  ,-1.73  ,-2.27  ,-1.36  ,-2.92  ,-1.41   ,0.21  ,-0.59  ,-0.75  ,-7.12   ,1.40   ,0.60   ,3.78  ,-0.64  ,-0.41   ,2.54  ,-0.16  ,-1.05  ,-0.03  ,-4.31  ,-3.40  ,-1.42   ,1.64  ,-2.75   ,0.37
200109 ,-13.42 ,-14.43 ,-14.96 ,-13.72 ,-19.53 ,-12.76 ,-13.03 ,-13.64 ,-16.29 ,-22.17 ,-13.65 ,-13.93 ,-10.63 ,-12.57 ,-15.06  ,-9.47 ,-11.07 ,-10.13 ,-15.47 ,-20.11 ,-17.28 ,-13.39 ,-10.72 ,-12.54 ,-19.25
200110   ,3.50   ,4.50   ,7.27   ,6.30   ,8.89   ,5.05   ,4.95   ,8.86   ,6.89  ,15.53  ,10.19   ,9.86   ,4.47   ,9.64   ,8.31   ,1.07   ,6.22   ,5.09   ,6.75   ,8.61   ,4.67   ,1.36   ,2.04   ,6.69  ,12.33
200111   ,9.45   ,7.77   ,6.67   ,9.33  ,11.90   ,5.76   ,4.91   ,5.24   ,6.68  ,14.01   ,6.35   ,7.54   ,6.28   ,8.60   ,5.95   ,6.03   ,5.95   ,8.29   ,8.06   ,8.09  ,14.63   ,8.07  ,10.23   ,8.12   ,7.88
200112  ,-0.20   ,2.65   ,1.47   ,0.86  ,-0.01   ,2.30  ,-0.32   ,1.67   ,3.90   ,0.06   ,4.20   ,2.07   ,1.29   ,0.79   ,0.09   ,1.64   ,3.33   ,1.07   ,0.78  ,10.44   ,4.15   ,5.45   ,2.32   ,3.28   ,0.34
200201   ,5.79   ,7.73   ,7.79   ,4.93   ,9.01   ,3.42   ,4.34   ,6.71   ,5.27   ,6.26   ,9.90   ,2.23   ,5.64   ,4.05   ,5.83   ,6.59   ,5.84   ,1.78  ,11.79   ,2.74   ,3.50   ,2.68  ,-0.06  ,-2.94   ,3.16
200202  ,-0.29   ,1.60   ,7.48   ,0.82  ,-0.04  ,-0.76   ,3.53   ,1.05   ,0.89  ,-4.14  ,-1.84   ,2.94   ,2.19  ,-0.03  ,-0.78   ,2.39   ,0.26   ,1.83   ,4.18  ,-2.00   ,3.86  ,-0.97  ,-4.11  ,-3.85  ,-2.06
200203   ,5.41   ,7.15   ,5.01   ,6.12   ,6.88   ,3.38   ,5.11   ,3.71   ,6.36   ,4.54   ,1.19   ,2.46   ,3.49   ,4.40   ,5.44   ,3.31   ,3.55   ,8.09   ,4.87   ,7.55   ,3.79   ,4.72   ,4.70   ,5.36   ,4.01
200204   ,1.87   ,1.79   ,2.58   ,2.08   ,0.43  ,-0.05   ,1.75   ,1.20   ,0.52  ,-3.75   ,1.61   ,1.00   ,0.88   ,5.21  ,-2.17   ,3.44  ,-3.04   ,2.05   ,1.24   ,1.07   ,2.01   ,2.97   ,2.32  ,-0.48  ,-1.01
200205   ,6.69   ,5.64   ,8.31   ,8.15   ,6.19   ,3.65   ,5.11   ,6.86   ,3.75   ,3.04   ,4.52   ,3.04   ,8.11   ,7.48   ,6.28   ,6.26   ,5.14   ,4.70   ,3.11  ,-2.55   ,0.12  ,-0.42  ,-0.17   ,2.15   ,3.28
200206  ,-5.70  ,-3.69  ,-4.72  ,-4.61  ,-4.66  ,-1.16  ,-2.77  ,-5.87  ,-6.40  ,-6.74  ,-3.80  ,-3.31  ,-4.36  ,-4.64  ,-5.27  ,-1.95  ,-0.72  ,-1.32  ,-3.47  ,-8.19  ,-3.15  ,-3.95  ,-4.13  ,-9.04  ,-6.61
200207 ,-10.85  ,-9.99  ,-7.52  ,-7.99  ,-9.16 ,-10.78  ,-9.72  ,-8.05  ,-9.15 ,-11.81  ,-5.12  ,-4.70  ,-6.32  ,-6.87  ,-7.91  ,-6.45  ,-6.78  ,-5.48 ,-12.98  ,-8.33  ,-3.84  ,-5.69  ,-5.73  ,-5.67  ,-4.33
200208  ,-1.69   ,2.66  ,-1.06  ,-0.57   ,0.58   ,1.82   ,2.89  ,-0.03   ,0.71   ,0.53   ,0.61  ,-0.98   ,0.33   ,3.08   ,1.70  ,-3.08   ,3.04   ,6.38   ,2.10   ,2.06  ,-1.30  ,-4.20  ,-2.83   ,2.78   ,3.16
200209  ,-8.13  ,-7.79  ,-4.73  ,-9.98  ,-8.78  ,-7.00  ,-6.79  ,-5.45 ,-10.24 ,-11.96  ,-6.45  ,-7.79  ,-4.46  ,-8.60  ,-6.98  ,-9.16  ,-5.66  ,-5.70  ,-6.16  ,-8.70  ,-4.60  ,-9.39  ,-7.84  ,-6.03  ,-8.35
200210   ,0.88   ,1.24   ,0.81   ,3.45   ,1.53   ,1.39   ,0.75   ,1.58   ,4.74   ,2.54   ,1.65   ,4.56   ,4.53   ,2.48  ,-0.94   ,4.31   ,2.05   ,0.44   ,2.36   ,0.38   ,4.19   ,4.98   ,4.35   ,4.78  ,10.49
200211  ,-0.47   ,2.11   ,1.81   ,1.38  ,-0.44   ,1.16   ,1.67   ,1.86   ,1.72  ,-1.25   ,3.15   ,3.75   ,0.89   ,1.48  ,-1.68   ,3.46   ,0.64   ,0.52   ,3.71   ,1.54   ,3.19   ,7.48   ,2.33  ,-1.27   ,6.88
200212  ,-1.29   ,0.13  ,-0.84   ,0.19   ,0.24   ,1.72   ,1.76   ,1.26   ,1.97  ,-0.73  ,-2.02   ,1.88   ,0.18   ,0.07   ,0.60  ,-0.26   ,0.34   ,2.15   ,4.63   ,1.75  ,-1.83  ,-7.80  ,-3.95  ,-2.91  ,-5.43
200301   ,1.95   ,4.14   ,1.96   ,4.36   ,3.48   ,2.08   ,2.94   ,3.54   ,5.04   ,2.04   ,4.14   ,3.98   ,2.01   ,3.72   ,3.48   ,4.31   ,3.55   ,5.93   ,4.53   ,8.14  ,-2.17   ,0.19   ,0.43   ,4.21  ,-0.44
200302  ,-1.04   ,2.18   ,0.89   ,0.45  ,-2.23   ,2.93   ,1.99   ,1.07   ,0.47   ,0.25   ,1.42   ,2.05   ,2.72   ,1.25  ,-1.57   ,2.47   ,2.34   ,0.53  ,-2.51  ,-1.46   ,1.39  ,-2.45  ,-0.78  ,-2.53  ,-4.33
200303  ,-2.73  ,-2.79  ,-2.23  ,-3.89  ,-4.67  ,-4.16  ,-2.63  ,-1.79  ,-4.56  ,-5.16   ,1.98  ,-1.04  ,-4.32   ,0.71  ,-1.02  ,-2.16  ,-0.98  ,-0.77  ,-1.49  ,-3.20  ,-2.19  ,-3.90  ,-1.83   ,4.19   ,1.41
200304   ,1.04   ,1.42   ,0.38   ,3.71   ,0.99   ,2.58   ,1.85   ,2.97   ,1.52   ,1.22   ,4.81   ,2.95   ,1.85   ,7.92   ,3.16   ,4.38   ,4.35   ,4.53   ,4.64   ,6.54   ,0.31   ,3.55   ,5.01   ,6.90   ,5.77
200305  ,10.50  ,11.79  ,10.01  ,13.11   ,4.22  ,15.74  ,17.75   ,9.67  ,11.48   ,6.02  ,10.27  ,14.39  ,10.62   ,9.58   ,9.02  ,10.90   ,9.34   ,7.95  ,11.25   ,5.27   ,4.88   ,4.78   ,7.15   ,7.22   ,6.73
200306   ,5.41   ,3.45   ,3.73   ,6.86   ,3.48   ,6.39   ,1.52   ,6.24   ,5.30   ,3.39   ,5.02   ,8.91   ,6.02   ,6.87   ,3.63   ,4.48   ,4.46   ,6.06   ,4.68   ,6.00   ,2.30   ,2.72   ,3.86   ,4.20   ,2.46
200307   ,9.75   ,7.52   ,8.95  ,13.61  ,10.39   ,8.81   ,6.02  ,11.18  ,11.65   ,9.13  ,10.40   ,7.88   ,4.09   ,7.76   ,7.27   ,0.64   ,4.01   ,3.43   ,3.24   ,3.57   ,1.92   ,4.68   ,0.09   ,1.85   ,5.34
200308  ,15.41  ,12.01  ,11.17  ,10.46   ,9.42  ,10.88  ,11.01   ,4.40  ,11.71   ,8.74   ,6.82   ,6.91   ,6.30   ,8.15   ,3.92   ,3.49   ,6.65  ,11.03   ,5.39   ,6.16  ,10.92   ,6.75   ,3.36   ,4.51   ,5.66
200309   ,9.67  ,12.49   ,7.59  ,10.95   ,9.02   ,9.63   ,7.67   ,7.97   ,6.00   ,7.63   ,8.13   ,5.55   ,8.99  ,10.60   ,8.15   ,6.17   ,8.67   ,6.22   ,8.77   ,7.73   ,2.68   ,7.54   ,4.54   ,3.00   ,3.11
200310   ,5.52   ,6.64   ,3.87   ,6.22   ,9.47   ,6.46   ,5.77   ,8.86   ,2.91   ,5.94   ,5.72   ,5.50   ,4.77   ,7.06   ,7.29   ,3.99   ,5.72   ,5.76   ,9.15   ,8.11   ,7.24   ,6.67   ,6.28   ,3.75   ,7.94
200311  ,-1.54   ,0.17   ,0.90   ,2.30   ,2.40  ,-1.76  ,-0.99   ,0.58   ,2.23  ,-0.60  ,-0.55   ,2.09   ,0.10  ,-0.38   ,1.94  ,-1.26  ,-1.03   ,1.39  ,-0.65  ,-0.98  ,-1.29   ,0.08   ,0.12   ,1.15   ,2.45
200312   ,4.75   ,2.77   ,5.74   ,2.12   ,2.50   ,2.26   ,3.90   ,6.02   ,2.20   ,4.44   ,4.45   ,3.23   ,4.59   ,5.08   ,7.12   ,5.37   ,6.26   ,5.98   ,8.45   ,1.89   ,7.77   ,4.54   ,3.92   ,2.82   ,8.17
200401   ,9.50   ,8.36   ,6.74   ,7.79   ,7.33   ,6.91   ,9.26   ,8.25   ,5.59   ,4.42  ,11.24   ,8.33   ,2.62   ,6.90   ,4.05   ,6.78   ,5.61   ,4.60   ,2.50   ,4.47   ,2.21   ,5.70   ,5.17   ,5.99  ,-0.50
200402   ,6.45   ,6.27   ,0.01   ,9.86   ,5.60   ,5.72   ,1.91   ,3.08   ,1.96   ,3.93   ,3.50   ,4.54   ,4.40   ,6.60   ,2.89   ,2.36   ,2.68   ,3.22   ,1.19   ,2.62   ,3.98   ,2.99   ,2.56   ,3.35   ,7.45
200403  ,-5.11  ,-6.83  ,-3.94  ,-3.62  ,-3.51  ,-4.35  ,-5.14  ,-4.87  ,-4.79  ,-3.85   ,0.21  ,-1.98   ,3.34   ,2.10  ,-2.54  ,-2.51   ,1.12  ,-0.12  ,-1.52  ,-2.96  ,-1.61  ,-2.23  ,-2.36  ,-2.20   ,1.91
200404  ,-9.30  ,-7.84  ,-5.94  ,-8.79 ,-11.19  ,-8.89  ,-6.85  ,-6.08  ,-5.99  ,-8.31  ,-6.22  ,-4.09  ,-4.93  ,-6.44  ,-9.11  ,-3.27  ,-6.51  ,-4.45  ,-4.36  ,-7.85  ,-2.21  ,-3.53  ,-6.38  ,-6.88  ,-6.61
