Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
201803   ,1.11  ,-1.87  ,-2.95   ,0.46  ,-1.89  ,-2.85
201804  ,-4.73  ,-0.90   ,0.33  ,-1.16   ,0.97   ,2.56
201805   ,3.67   ,0.10  ,-1.99   ,1.52  ,-2.20  ,-3.65
201806  ,-3.73  ,-2.38  ,-3.34  ,-1.88  ,-1.98  ,-3.59
201807  ,-2.19  ,-1.05  ,-0.11  ,-1.00   ,0.07   ,1.48
201808   ,1.90  ,-0.09  ,-2.02   ,1.71  ,-1.67  ,-0.21
201809   ,1.36   ,0.52   ,1.33   ,2.23   ,3.29   ,4.05
201810 ,-10.44  ,-8.22  ,-8.36 ,-11.70  ,-7.93  ,-5.97
201811   ,3.28   ,1.24   ,0.70   ,3.43   ,0.69  ,-1.28
201812 ,-15.05 ,-10.12  ,-8.35  ,-8.24  ,-5.79  ,-6.36
201901   ,7.05   ,3.77   ,2.87   ,5.18   ,5.22   ,6.36
201902   ,3.87   ,2.04   ,1.84   ,3.52  ,-0.75  ,-1.72
201903   ,1.62  ,-0.77  ,-0.43   ,2.18  ,-0.17  ,-0.82
201904   ,0.31   ,1.21   ,0.75   ,3.03   ,1.42  ,-0.25
201905  ,-1.65  ,-3.79  ,-3.62  ,-3.29  ,-3.39  ,-4.45
201906   ,2.04   ,2.60   ,2.27   ,2.43   ,3.19   ,2.41
201907   ,2.00   ,1.47   ,1.35   ,2.04   ,0.53  ,-2.05
201908  ,-3.06  ,-2.93  ,-3.33   ,0.63  ,-0.48  ,-3.84
201909   ,1.50   ,3.99   ,4.50   ,3.03   ,3.49   ,6.63
201910   ,2.34   ,6.48   ,7.22   ,5.14   ,4.59   ,5.09
201911   ,4.02   ,1.41   ,1.14   ,1.37   ,0.31   ,0.31
201912   ,1.76   ,3.07   ,3.75   ,2.18   ,2.08   ,2.07
202001  ,-3.41  ,-3.06  ,-3.74  ,-1.27  ,-0.97  ,-3.87
202002 ,-17.32 ,-13.63 ,-13.34 ,-10.05  ,-8.95  ,-9.65
202003  ,-8.22  ,-3.10  ,-3.06   ,0.62  ,-6.45 ,-11.58
202004  ,13.94   ,6.08   ,3.39   ,6.75   ,3.83   ,3.30
202005  ,15.00   ,8.35   ,5.59   ,9.59   ,4.15   ,4.23
202006   ,1.97  ,-0.51  ,-1.15   ,1.70  ,-0.55  ,-3.11
202007  ,-3.68  ,-3.74  ,-3.82   ,0.16  ,-2.00  ,-5.21
202008  ,13.78   ,7.90   ,6.46   ,5.74   ,7.64  ,12.43
202009   ,7.49   ,5.83   ,5.22   ,3.81   ,1.75  ,-2.15
202010  ,-3.95  ,-3.06  ,-3.11  ,-1.13  ,-2.05  ,-2.80
202011   ,7.51   ,6.31   ,4.69  ,14.55  ,10.01   ,8.12
202012  ,-0.20   ,3.96   ,3.24   ,2.36   ,5.46   ,5.16
202101  ,-1.19  ,-1.82  ,-1.08  ,-2.52  ,-0.76   ,0.72
202102  ,-1.40  ,-0.20   ,1.31  ,-2.92   ,2.56   ,7.56
202103   ,0.77   ,2.90   ,4.24  ,-2.19   ,2.54   ,5.51
202104  ,-1.76  ,-0.90  ,-2.45  ,-1.48  ,-1.04  ,-2.81
202105  ,-3.06   ,0.14   ,0.10   ,0.61   ,0.80   ,2.35
202106   ,3.29   ,1.93  ,-0.27   ,0.91   ,0.05  ,-2.20
202107  ,-3.81   ,0.91   ,1.80  ,-1.82  ,-1.01  ,-0.36
202108   ,4.29   ,1.06   ,1.40   ,4.75   ,1.71   ,1.69
202109   ,0.82   ,1.67   ,2.45   ,2.42   ,3.31   ,4.13
202110  ,-4.54  ,-4.34  ,-4.52  ,-3.56  ,-3.28  ,-4.93
202111  ,-4.36  ,-4.50  ,-5.46  ,-1.03  ,-3.28  ,-5.07
202112  ,-4.72   ,2.70   ,4.35  ,-0.26   ,2.02   ,3.17
202201 ,-16.33  ,-6.48  ,-2.83 ,-12.12  ,-1.33   ,3.52
202202   ,1.41   ,1.00   ,2.81  ,-1.38  ,-0.88   ,1.59
202203   ,1.49  ,-3.77  ,-5.65  ,-1.27  ,-1.60  ,-0.96
202204 ,-11.92  ,-8.57  ,-7.39 ,-11.29  ,-6.25  ,-7.17
202205   ,0.68   ,1.50   ,1.73   ,1.08   ,1.25   ,1.65
202206  ,-6.26  ,-5.26  ,-4.16  ,-9.16  ,-5.98  ,-4.88
202207   ,8.35   ,6.00   ,4.53   ,9.65   ,4.15   ,2.31
202208  ,-1.73  ,-1.29  ,-2.01  ,-3.77  ,-3.07  ,-1.83
202209  ,-9.04  ,-7.93  ,-6.39 ,-10.49  ,-8.53  ,-8.54
202210   ,3.29   ,1.08  ,-0.59   ,2.97   ,2.59   ,0.68
202211  ,11.93  ,10.70  ,10.89  ,10.37   ,9.46  ,12.39
202212  ,-1.17   ,1.81   ,5.09  ,-1.92  ,-0.50   ,5.67
202301   ,4.83   ,4.77   ,4.54   ,6.94   ,3.92   ,4.32
202302  ,-5.61  ,-3.22  ,-0.78  ,-5.36  ,-3.86  ,-0.71
202303   ,3.76   ,4.73   ,3.71   ,6.93   ,4.56   ,0.01
202304  ,-3.15  ,-1.47   ,0.81  ,-0.84   ,0.42   ,1.50
202305  ,-2.71  ,-2.60  ,-3.29   ,2.87   ,0.70  ,-0.08
202306   ,1.54   ,3.10   ,3.73   ,1.05   ,5.81   ,5.89
202307   ,0.09   ,2.49   ,5.43   ,0.76   ,2.76   ,6.44
202308  ,-3.35  ,-0.77   ,0.74  ,-3.26  ,-1.59  ,-0.45
202309  ,-5.18  ,-2.92   ,0.77  ,-6.95  ,-1.38   ,3.53
202310  ,-8.04  ,-4.13  ,-3.30  ,-4.17  ,-4.76  ,-4.23
202311   ,8.34   ,7.58   ,5.00  ,11.03   ,7.90   ,4.64
202312   ,6.10   ,6.25   ,6.05   ,5.88   ,4.70   ,2.79
202401  ,-2.05   ,0.51   ,1.99   ,0.96   ,4.12   ,5.05
202402   ,1.03   ,0.90   ,0.95   ,2.65   ,3.64   ,2.63
202403   ,0.25   ,2.55   ,4.52   ,0.55   ,3.57   ,6.62
202404 ,-10.45  ,-5.44  ,-4.92  ,-7.85  ,-4.71  ,-3.89
202405  ,-0.77  ,-0.24   ,2.10   ,1.56  ,-0.44   ,3.11
202406   ,2.04   ,1.78  ,-0.25   ,0.17  ,-1.02  ,-1.64
202407   ,6.38   ,7.02   ,6.97   ,6.81   ,6.11   ,7.43
202408   ,2.99   ,0.06  ,-1.45   ,2.75  ,-0.03  ,-4.44
202409   ,1.67   ,2.12   ,0.95  ,-0.15   ,0.47   ,0.20
202410  ,-6.68  ,-5.70  ,-5.55  ,-4.55  ,-3.47  ,-2.31
202411   ,1.59   ,1.93   ,2.25  ,-0.31  ,-0.33   ,4.69
202412  ,-4.44  ,-1.49  ,-0.63  ,-1.93   ,0.45  ,-1.05
202501   ,1.96   ,0.55   ,1.62   ,1.79  ,-0.01   ,2.97
202502  ,-0.28   ,1.08   ,2.53  ,-1.36  ,-1.52   ,0.90
202503   ,0.54   ,3.07   ,3.40  ,-2.79   ,1.84   ,2.65
202504   ,7.15   ,5.28   ,4.62   ,8.25   ,6.80  ,-0.11
202505   ,3.94   ,3.03   ,3.34   ,3.04   ,4.27   ,5.57
202506   ,2.93   ,3.87   ,2.56   ,4.12   ,1.18   ,0.00
202507  ,-2.11   ,0.06   ,1.56  ,-4.62  ,-0.52   ,0.98
202508   ,6.17   ,7.09   ,8.69   ,3.26   ,9.25  ,10.12
202509  ,-0.70   ,1.11   ,2.52   ,1.30   ,3.16   ,1.84
202510  ,-6.73  ,-4.48  ,-3.99   ,5.63   ,2.22  ,-2.55
