Date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
199709  ,-2.10  ,-0.88  ,-0.61  ,-0.28  ,-0.68  ,-2.66  ,-2.76  ,-2.08  ,-0.89  ,-3.17   ,1.41   ,0.78   ,0.07   ,0.53  ,-6.34   ,1.94   ,4.99  ,-1.29   ,0.69  ,-5.26   ,7.99   ,0.09   ,4.98   ,7.85   ,6.14
199710 ,-20.13 ,-16.30 ,-16.25 ,-18.49 ,-28.67 ,-22.83 ,-17.66 ,-19.91 ,-18.72 ,-33.03 ,-22.70 ,-19.04 ,-21.14 ,-20.98 ,-37.26 ,-24.32 ,-26.25 ,-16.68 ,-18.74 ,-31.10 ,-20.65 ,-22.99 ,-20.91 ,-21.37 ,-23.52
199711 ,-10.28   ,0.77  ,-6.51  ,-4.43  ,-6.00  ,-7.78  ,-8.04  ,-3.72  ,-6.42  ,-3.58 ,-10.34  ,-5.32  ,-3.01  ,-5.10  ,-5.95  ,-5.99  ,-0.33  ,-1.44  ,-3.43  ,-4.90   ,8.72  ,-1.72   ,1.38  ,-1.19  ,-3.43
199712  ,-8.49  ,-8.15  ,-4.94  ,-2.97  ,-1.70 ,-10.87  ,-5.86  ,-5.60  ,-4.24  ,-3.58   ,0.13  ,-9.04  ,-6.37  ,-2.34  ,-5.47  ,-8.48  ,-3.62  ,-2.55  ,-4.30  ,-7.51  ,-2.10   ,0.68  ,-3.55   ,1.73   ,3.77
199801  ,-6.90 ,-17.77 ,-10.25  ,-6.29  ,-9.11 ,-20.42 ,-11.62 ,-21.89 ,-10.33 ,-18.35 ,-12.98 ,-15.17 ,-14.08  ,-9.16 ,-17.08 ,-20.71 ,-15.33  ,-7.05 ,-10.57  ,-9.08 ,-24.54  ,-8.58  ,-9.23  ,-2.17   ,1.24
199802  ,25.59  ,17.99  ,10.03  ,15.57  ,13.97  ,32.17  ,26.19  ,13.19   ,8.71  ,17.03  ,43.02  ,15.05  ,17.26  ,16.88  ,10.96  ,28.23  ,11.02  ,10.40   ,6.39  ,14.88  ,36.14  ,19.99  ,11.62   ,5.87   ,2.37
199803  ,-2.85  ,-3.88  ,-4.56  ,-2.08  ,-3.02   ,0.73  ,-1.17  ,-3.74  ,-2.78   ,3.09  ,-1.26  ,-2.64  ,-3.04  ,-4.32  ,-1.01   ,1.56  ,-2.70  ,-2.20  ,-1.95  ,-1.90  ,-0.46  ,-3.69   ,0.93  ,-3.64  ,-0.67
199804  ,-4.45  ,-5.42  ,-3.83  ,-4.08  ,-3.99  ,-6.00  ,-1.83  ,-4.43  ,-6.07  ,-3.81  ,-7.76  ,-4.25  ,-3.51  ,-5.37  ,-0.04  ,-8.37  ,-6.84  ,-2.72  ,-1.78  ,-1.78  ,-8.99  ,-8.68  ,-5.58  ,-5.68  ,-3.30
199805 ,-14.48  ,-9.59  ,-9.59  ,-6.60  ,-6.45 ,-17.06 ,-11.35 ,-12.19  ,-8.61  ,-9.72 ,-18.65 ,-13.36 ,-10.82  ,-6.01  ,-6.10 ,-17.46 ,-16.34 ,-10.60  ,-7.52  ,-9.63 ,-17.69 ,-16.77 ,-13.06  ,-9.25  ,-5.64
199806 ,-16.54 ,-13.53 ,-10.20  ,-7.16  ,-4.22 ,-16.15 ,-11.53  ,-9.05  ,-7.87  ,-4.97 ,-16.03 ,-16.35 ,-12.85  ,-9.47  ,-7.84 ,-13.03 ,-13.94 ,-11.47  ,-6.01  ,-4.48 ,-12.78 ,-10.53  ,-8.47  ,-1.23   ,2.60
199807  ,-6.51  ,-0.90  ,-0.66  ,-0.09   ,3.80 ,-13.82  ,-7.34  ,-2.30  ,-3.38  ,-1.82  ,-6.03  ,-7.62  ,-1.10  ,-3.96  ,-2.31  ,-6.62  ,-2.24  ,-3.03  ,-3.60  ,-1.35 ,-11.26  ,-8.77  ,-6.45  ,-0.90  ,-0.75
199808 ,-15.92 ,-15.79 ,-12.57  ,-9.93 ,-12.47 ,-21.63 ,-15.10 ,-13.31  ,-8.44 ,-15.36 ,-17.26 ,-19.38 ,-16.13 ,-13.60 ,-13.89 ,-25.25 ,-22.16 ,-14.55 ,-15.10 ,-12.33 ,-13.84  ,-7.25 ,-13.72  ,-9.29 ,-13.96
199809   ,9.28   ,4.70   ,3.89   ,6.52   ,3.21  ,11.52   ,4.01   ,7.23   ,7.57   ,5.26  ,11.78   ,9.97   ,0.82   ,9.24  ,17.63  ,18.12   ,9.95   ,8.32   ,7.12  ,11.11  ,18.06  ,12.65  ,13.05  ,12.78   ,9.99
199810  ,31.04  ,18.61   ,9.81   ,5.29   ,3.61  ,42.22  ,23.66  ,12.88   ,7.89   ,4.25  ,40.36  ,25.45  ,13.89   ,5.81   ,6.22  ,51.35  ,29.53  ,12.74  ,10.20   ,6.08  ,63.30  ,42.56  ,18.99   ,9.81   ,5.96
199811   ,7.70   ,7.05   ,5.01   ,4.27   ,3.92   ,9.62   ,7.64   ,6.73   ,5.14   ,6.53  ,15.75   ,8.90   ,7.83   ,4.14   ,2.22  ,20.23   ,6.62   ,2.36   ,6.37   ,5.13  ,11.14   ,3.33   ,1.34   ,5.25   ,1.71
199812  ,-7.38  ,-0.82  ,-2.51  ,-1.07  ,-0.41  ,-7.54  ,-3.42   ,3.27   ,1.48 ,-10.94  ,-8.07   ,1.50  ,-4.14  ,-2.38   ,4.63  ,-7.61  ,-5.66  ,-1.11  ,-2.65   ,4.88  ,-0.74  ,-3.92  ,-2.37  ,-1.75  ,-2.05
199901  ,-2.50   ,3.34   ,4.87   ,7.40   ,3.47  ,-6.00  ,-1.14  ,-0.15   ,1.71   ,2.85  ,-3.58  ,-1.68   ,3.36  ,-0.42   ,9.04  ,-5.93   ,0.01   ,0.38   ,0.55   ,8.57  ,-3.91  ,-6.30  ,-3.77   ,0.53   ,6.81
199902  ,-1.97  ,-2.04  ,-1.51   ,0.09   ,2.03  ,-4.52  ,-1.34  ,-2.52  ,-0.66  ,-1.30   ,4.29  ,-0.57  ,-1.15  ,-1.70  ,-0.70  ,-2.91  ,-2.51   ,1.85  ,-4.58  ,-1.09   ,0.95   ,0.36  ,-1.85  ,-1.40  ,-0.95
199903   ,1.09   ,0.92   ,2.21   ,1.46   ,7.86   ,3.47  ,-1.82   ,3.19   ,4.06   ,6.09   ,4.60   ,7.22   ,3.86   ,6.97   ,8.71  ,10.29   ,9.95   ,5.11   ,4.29   ,7.55   ,9.88  ,14.83  ,10.10   ,8.80   ,6.99
199904  ,32.48  ,21.48  ,15.50  ,12.41  ,17.39  ,32.98  ,28.03  ,14.57  ,12.51  ,18.25  ,25.37  ,14.46  ,23.19  ,16.65   ,9.17  ,21.46  ,19.17   ,9.27   ,9.81   ,8.42  ,31.27  ,23.28  ,22.09  ,13.94   ,5.49
199905  ,15.07   ,8.90   ,6.51   ,8.69   ,4.54   ,7.88   ,7.53   ,2.68   ,2.34  ,-2.66   ,4.67   ,1.51  ,-0.66   ,3.26   ,5.05  ,-3.03  ,-2.86  ,-2.87  ,-5.12  ,-1.11  ,-5.05  ,-9.02  ,-6.03  ,-7.10  ,-7.47
199906  ,13.41  ,11.34  ,16.96  ,30.85  ,25.39  ,14.36  ,14.82  ,19.18  ,28.73  ,16.52  ,11.39   ,6.64  ,11.94  ,18.98  ,19.02   ,6.44   ,9.69  ,10.47  ,10.39  ,14.60   ,3.06   ,5.33   ,7.19  ,10.11  ,14.19
199907   ,2.20   ,0.85  ,-0.14  ,-4.44  ,-9.93  ,-1.82  ,-1.39  ,-4.53  ,-9.29 ,-17.22   ,1.47  ,-1.82   ,2.16  ,-5.09  ,-8.54   ,2.34   ,0.16  ,-2.42  ,-3.04  ,-1.55   ,2.81  ,-2.96  ,-4.65   ,0.71  ,-2.59
199908  ,-3.84  ,-4.09  ,-1.87  ,-3.50  ,-4.58  ,-1.53  ,-2.79  ,-2.86  ,-2.26  ,-2.61  ,-2.42  ,-2.85  ,-3.79  ,-0.97  ,-2.73  ,-4.49  ,-3.47   ,0.35  ,-8.64  ,-2.45  ,-3.16  ,-3.56  ,-1.75   ,0.71  ,-0.11
199909   ,6.69   ,2.16   ,3.10  ,12.17  ,-0.98   ,7.25  ,-0.82   ,1.38  ,-6.23   ,2.71   ,1.93  ,-1.13   ,0.43  ,-0.92  ,-4.21   ,1.61  ,-1.61  ,-1.27  ,-4.00  ,-5.73  ,-1.42  ,-1.80  ,-1.31  ,-4.23  ,-0.40
199910  ,-0.83  ,-0.32   ,1.97   ,0.88   ,3.63  ,-4.14  ,-1.17  ,-0.24  ,-0.01   ,5.33  ,-4.29  ,-4.85  ,-2.12   ,0.97  ,-1.52  ,-3.75  ,-3.59  ,-2.49   ,0.39   ,2.40   ,1.80   ,0.40  ,-2.38   ,6.77   ,4.48
199911   ,3.65   ,3.41   ,4.73   ,5.37  ,10.79   ,0.49   ,2.16  ,-0.28   ,5.32   ,9.28  ,-0.88  ,-1.91   ,3.58  ,10.63   ,8.73   ,5.32   ,0.95   ,4.00   ,5.18  ,14.82   ,3.66   ,8.25  ,11.07   ,0.68  ,11.69
199912  ,11.48   ,5.84   ,9.74   ,8.89  ,13.48   ,7.21   ,5.09   ,3.82   ,9.00  ,11.31   ,4.67   ,6.26   ,5.38   ,1.66  ,16.72   ,2.85   ,7.73   ,2.34   ,5.63  ,18.18   ,8.11   ,7.39   ,7.33  ,14.04  ,24.02
200001  ,11.50  ,14.49   ,9.45  ,13.38   ,2.24  ,-2.58  ,-3.52  ,-6.02   ,1.94   ,3.67  ,-6.13  ,-7.86  ,-0.52  ,-6.01   ,0.88 ,-12.41  ,-8.63 ,-11.93  ,-8.14 ,-14.41  ,-9.59  ,-8.76  ,-4.90  ,-6.93  ,-4.83
200002   ,9.63   ,9.04   ,5.56   ,5.52   ,4.56  ,-2.22   ,5.30   ,1.27   ,5.87   ,4.03  ,-4.77  ,-5.01  ,-0.37  ,-0.55   ,6.73  ,-8.08   ,0.90  ,-3.93  ,-4.00   ,3.98  ,-4.29  ,-7.88   ,3.84   ,1.31   ,4.21
200003  ,-0.41   ,8.41   ,4.47   ,0.57   ,4.92  ,-2.82  ,-3.34  ,-1.14  ,-1.94   ,4.89  ,-0.06  ,-5.32  ,-0.64  ,-2.76  ,-4.87   ,1.80   ,2.65   ,4.63   ,2.09  ,-8.72   ,1.42   ,0.37  ,-5.02   ,5.20  ,-1.29
200004 ,-12.68 ,-10.22 ,-10.96 ,-13.95 ,-31.57  ,-9.25  ,-8.96  ,-6.02 ,-10.13 ,-28.59  ,-3.67  ,-5.88  ,-5.44  ,-8.11 ,-26.60  ,-0.50  ,-4.52  ,-1.90  ,-5.94 ,-26.50   ,1.48   ,1.02   ,2.25 ,-10.74 ,-17.32
200005 ,-10.45  ,-8.66  ,-8.11  ,-5.33 ,-12.00 ,-10.54  ,-4.27  ,-7.88  ,-9.85 ,-15.45  ,-6.74  ,-5.34 ,-11.18  ,-5.08 ,-11.78  ,-7.08  ,-4.87  ,-3.43  ,-8.56 ,-13.54  ,-2.00  ,-3.15  ,-4.93 ,-12.56 ,-12.44
200006   ,7.28   ,7.59   ,2.82   ,6.37   ,9.73  ,11.88  ,10.74   ,7.72   ,6.90   ,6.37   ,9.30  ,12.20   ,7.72   ,8.20   ,9.31  ,11.52  ,10.03  ,12.65  ,14.26   ,7.91   ,8.47   ,9.33   ,6.41  ,15.34  ,13.78
200007   ,1.00   ,2.13   ,1.54   ,2.66   ,2.82  ,-0.52  ,-2.10   ,0.99   ,0.87  ,-2.98  ,-1.58   ,1.76  ,-0.56  ,-2.06  ,-5.25   ,4.00   ,1.56  ,-0.17  ,-0.97  ,-5.66   ,9.01   ,4.40  ,-0.15  ,-2.33   ,0.37
200008  ,-0.33  ,-2.80   ,0.34   ,1.43  ,-1.82   ,1.75   ,1.32   ,0.97   ,1.26   ,1.00   ,4.10   ,1.61   ,1.29  ,-0.41   ,2.64   ,5.58   ,6.56  ,-0.85   ,1.86   ,1.19  ,10.67   ,2.94   ,3.71   ,1.67   ,1.96
200009 ,-11.63 ,-10.09  ,-6.26  ,-9.69 ,-12.28 ,-11.22  ,-7.23  ,-9.00  ,-7.83 ,-13.10 ,-15.77  ,-7.08  ,-9.69  ,-9.08 ,-14.08 ,-10.64  ,-8.31  ,-6.97  ,-5.84 ,-11.76  ,-7.21  ,-7.65  ,-3.22  ,-6.02  ,-8.28
200010  ,-9.43  ,-8.22  ,-5.32  ,-7.57  ,-8.89  ,-8.57  ,-5.71  ,-3.74  ,-7.22  ,-8.66  ,-7.56  ,-4.99  ,-4.67  ,-2.58  ,-8.98  ,-5.23  ,-0.91  ,-1.69  ,-8.49  ,-3.96  ,-3.39   ,1.19  ,-0.11  ,-0.88 ,-13.99
200011  ,-2.35   ,1.77   ,1.96   ,2.24  ,-0.23  ,-1.43  ,-1.05   ,1.28   ,0.96  ,-1.01  ,-0.13   ,1.53   ,1.55   ,0.88   ,2.43   ,3.44   ,3.94   ,0.55   ,1.26  ,-3.57   ,1.91   ,3.42   ,4.65   ,0.34  ,-7.01
200012  ,-2.05   ,0.43   ,0.10   ,3.41  ,-1.87  ,-1.56   ,2.91   ,7.63  ,-3.03  ,-0.33  ,-2.57   ,2.64   ,6.10   ,4.39  ,-0.57  ,-0.75   ,5.81   ,7.61   ,6.47   ,3.78   ,6.22   ,5.88   ,5.82   ,6.83  ,-0.38
200101  ,-0.03  ,-2.09   ,1.07  ,-2.17   ,1.11  ,-0.58   ,0.57   ,4.02   ,1.09   ,3.63   ,2.69   ,2.28   ,5.31   ,5.20   ,3.09   ,9.03   ,7.54   ,2.90   ,5.17  ,-0.69   ,5.21   ,1.09   ,6.20  ,-1.17   ,4.14
200102  ,-3.03  ,-1.83  ,-2.99  ,-0.77  ,-1.23  ,-3.79   ,1.56  ,-0.44   ,1.36  ,-1.09  ,-4.82   ,0.11  ,-0.57  ,-1.15  ,-0.92  ,-7.24   ,0.44   ,0.71   ,2.18   ,0.61  ,-8.89   ,1.82  ,-3.81  ,-4.86  ,-1.17
200103 ,-15.75  ,-9.47 ,-11.48  ,-2.94 ,-15.51 ,-17.40  ,-7.95  ,-8.35  ,-6.63  ,-8.70 ,-20.12 ,-12.83  ,-9.92  ,-7.14 ,-10.07 ,-18.61  ,-8.86 ,-10.97  ,-8.96  ,-5.89 ,-19.55  ,-9.94 ,-14.22 ,-14.72  ,-7.71
200104   ,5.55   ,6.49   ,5.74   ,7.80   ,6.52   ,7.16   ,5.90   ,5.52   ,6.81   ,6.57   ,7.47   ,5.48   ,6.89   ,2.52  ,13.36   ,3.38   ,7.65   ,4.52   ,3.67  ,13.86  ,12.89   ,6.24   ,9.31   ,3.40   ,0.49
200105   ,8.43   ,4.74   ,2.99  ,10.39   ,9.90   ,3.77   ,7.84   ,3.97   ,3.20   ,6.55  ,-0.64   ,7.37   ,0.42   ,6.52   ,4.49   ,1.00   ,2.96   ,0.07   ,0.86   ,0.71  ,-6.29  ,-2.15   ,3.98   ,1.73  ,-2.53
200106  ,-0.67   ,1.51   ,4.33   ,2.25   ,0.37  ,-1.52   ,1.83   ,2.80   ,3.51   ,3.07  ,-2.24   ,0.38   ,1.12   ,3.64   ,5.64  ,-2.93   ,8.06   ,5.69   ,8.32   ,3.08   ,3.23  ,-4.27   ,6.72   ,0.70   ,2.21
200107  ,-6.68  ,-4.56  ,-3.31  ,-0.47  ,-2.01 ,-13.04  ,-2.10  ,-2.45  ,-1.62  ,-5.99  ,-5.87  ,-2.58  ,-2.75  ,-2.03  ,-2.60  ,-2.64  ,-2.22  ,-2.15  ,-0.25  ,-4.46  ,-1.00  ,-5.35  ,-7.12  ,-0.46  ,-1.24
200108  ,-5.17  ,-1.93  ,-1.76  ,-0.52   ,0.33  ,-5.33  ,-2.35   ,1.75  ,-1.12   ,1.51  ,-5.48  ,-0.00   ,1.07  ,-0.71   ,6.70  ,-8.14  ,-0.07   ,1.97   ,1.74   ,2.15  ,-5.20  ,-5.38   ,2.21   ,4.27   ,3.11
200109 ,-19.33 ,-15.25 ,-12.69 ,-14.17 ,-13.93 ,-21.22 ,-16.25 ,-12.37 ,-12.04 ,-11.78 ,-15.55 ,-13.77 ,-11.85 ,-12.12 ,-12.70 ,-17.60 ,-14.59 ,-13.48  ,-7.02 ,-10.63 ,-13.49 ,-17.93 ,-15.98 ,-13.19  ,-5.04
200110   ,8.26   ,5.65   ,4.46   ,9.18  ,10.83  ,10.41   ,4.55   ,3.68   ,7.15  ,10.20  ,14.27   ,7.19   ,6.61   ,9.11  ,11.66   ,2.03   ,5.36   ,4.54   ,5.68   ,7.44   ,7.09   ,1.99   ,6.42   ,9.64   ,4.29
200111  ,10.81   ,8.95   ,8.36   ,8.90  ,14.83  ,14.09   ,6.13   ,7.05   ,4.40   ,7.66   ,9.64   ,6.60   ,4.40   ,7.05   ,7.03  ,14.14   ,7.79   ,7.14   ,6.56   ,4.27  ,12.55  ,13.23   ,6.58   ,3.20   ,4.07
200112  ,-0.63   ,0.18   ,1.04   ,1.52   ,3.40  ,-0.17   ,0.79  ,-0.08   ,0.27   ,3.70   ,3.39   ,3.31   ,1.02   ,1.29  ,-0.64  ,11.56   ,3.46  ,-0.18   ,1.88  ,-1.83   ,6.39   ,3.16  ,-0.03   ,1.68  ,-0.90
200201   ,7.56   ,5.60   ,5.94   ,5.48   ,7.64   ,5.66   ,0.52   ,3.95   ,5.94   ,5.57   ,8.65   ,5.14   ,3.44   ,3.13   ,5.53   ,5.96   ,9.89   ,4.27   ,3.36   ,4.17   ,3.27  ,-0.05  ,-1.07   ,0.46   ,2.49
200202  ,-2.29   ,2.36   ,2.66   ,2.73   ,4.27  ,-4.93   ,4.75   ,3.31  ,-0.10   ,2.96  ,-3.66   ,0.80   ,1.87   ,3.26   ,0.70  ,-5.64   ,1.58   ,2.72   ,1.35   ,4.19  ,-7.28  ,-4.09   ,3.39   ,3.55   ,1.45
200203   ,4.41   ,4.38   ,6.31   ,5.08   ,6.50  ,-1.12   ,3.48   ,2.05   ,7.55   ,7.72   ,1.65   ,4.28   ,4.00   ,2.75   ,4.94   ,1.26   ,4.06   ,7.74   ,5.88   ,4.97   ,7.33   ,5.58   ,3.63   ,0.18   ,4.35
200204  ,-0.68  ,-0.25   ,1.75   ,3.38   ,2.35  ,-2.24  ,-0.03   ,2.73   ,0.33   ,0.90  ,-4.71  ,-0.21   ,0.23   ,2.10   ,1.59   ,5.55   ,2.31  ,-0.32   ,3.27   ,0.39   ,1.90  ,-0.81  ,-1.54   ,0.81  ,-0.75
200205   ,4.37   ,2.01   ,3.60   ,4.53   ,7.14   ,3.98   ,3.31   ,6.12   ,6.67   ,8.89  ,-0.61   ,2.40   ,7.39   ,3.70   ,5.95  ,-2.11   ,2.62   ,4.73   ,4.40  ,11.63  ,-1.01  ,-2.07   ,6.18   ,5.47   ,4.86
200206  ,-9.06  ,-6.94  ,-2.33  ,-2.85  ,-3.16  ,-6.82  ,-6.03  ,-4.78  ,-6.11  ,-1.59  ,-7.22  ,-2.09  ,-1.53  ,-4.71  ,-4.07  ,-5.43  ,-1.35  ,-1.54  ,-3.14  ,-3.08 ,-11.92  ,-3.87  ,-3.40  ,-3.71  ,-1.33
200207 ,-10.89  ,-8.95  ,-6.98  ,-6.77  ,-9.80 ,-16.70  ,-7.54  ,-6.43  ,-6.88  ,-6.83  ,-5.61  ,-6.80  ,-4.66  ,-5.13  ,-8.18  ,-9.69  ,-5.11  ,-7.11  ,-8.75  ,-8.67  ,-4.63  ,-4.11  ,-5.88  ,-7.16  ,-5.29
200208  ,-2.30  ,-1.03   ,1.31   ,2.37   ,4.67  ,-1.24   ,1.49   ,3.08   ,1.47   ,3.87   ,1.93  ,-0.88   ,1.47   ,1.19  ,-0.12   ,0.81   ,0.58   ,1.74   ,3.06   ,1.77  ,-4.24   ,0.37   ,0.76   ,3.59   ,0.30
200209 ,-11.69  ,-7.41  ,-5.80  ,-5.95  ,-6.97 ,-13.38  ,-7.87  ,-4.87  ,-6.78  ,-6.78 ,-10.61  ,-8.71  ,-4.71  ,-3.71  ,-5.77  ,-9.78  ,-8.13  ,-8.48  ,-5.52  ,-8.91  ,-9.58  ,-9.23  ,-4.76  ,-6.08  ,-8.31
200210   ,1.26   ,0.94   ,5.02   ,1.33   ,2.55   ,0.15   ,2.91   ,2.88   ,0.55   ,3.75   ,2.29   ,1.30  ,-0.12   ,2.66   ,2.28   ,4.15   ,2.99  ,-0.87   ,3.64   ,1.05   ,8.11   ,3.11   ,4.98   ,7.60   ,4.15
200211   ,1.62  ,-2.43  ,-1.78  ,-1.70   ,2.44   ,0.01   ,0.97   ,1.29   ,0.16   ,2.50   ,0.10  ,-2.22   ,2.89   ,4.08   ,1.82   ,5.03   ,5.06   ,0.40   ,4.82   ,1.63  ,10.30   ,4.48  ,-1.57  ,-0.73   ,2.30
200212  ,-1.07   ,0.28   ,0.78   ,0.96   ,1.98   ,0.48   ,1.70   ,0.44   ,1.61   ,2.14  ,-3.12   ,1.24   ,3.97   ,0.95   ,1.05  ,-9.18   ,1.20   ,2.13   ,2.67   ,3.40 ,-10.62  ,-2.40  ,-1.45  ,-1.76   ,0.57
200301   ,1.98   ,4.68  ,-0.56   ,3.00   ,5.46   ,1.42   ,1.63   ,2.37   ,5.22   ,3.70   ,1.40   ,3.86   ,2.81   ,3.92   ,5.05   ,9.03  ,-2.21   ,3.82   ,5.96   ,8.34  ,-0.75   ,1.89   ,1.41   ,0.69   ,4.17
200302  ,-2.73  ,-0.66  ,-0.37  ,-0.02   ,2.74  ,-4.45   ,0.86   ,2.05   ,0.64   ,2.82  ,-2.44   ,0.60   ,1.56   ,1.58   ,1.45  ,-2.00  ,-4.11   ,0.69   ,1.78  ,-0.43  ,-5.67  ,-2.91   ,0.85  ,-0.51   ,2.17
200303  ,-5.50  ,-3.25  ,-3.40  ,-2.18  ,-4.47  ,-3.68  ,-3.16  ,-3.38  ,-1.12  ,-2.68  ,-3.89  ,-2.75   ,1.66  ,-1.08  ,-2.13  ,-5.46  ,-3.14  ,-1.58  ,-1.54  ,-0.80  ,-5.41  ,-1.35   ,3.13   ,2.78   ,1.47
200304  ,-0.95   ,1.15   ,0.85   ,2.00   ,7.55   ,0.46   ,3.65  ,-1.74   ,3.77   ,1.77   ,3.96   ,0.68   ,2.93   ,6.73   ,3.82   ,4.65   ,2.82   ,5.84   ,5.61   ,4.72   ,3.48   ,6.44   ,2.44   ,6.42   ,7.69
200305  ,16.03   ,9.36   ,8.76   ,4.82   ,8.56  ,11.22   ,9.41   ,7.54  ,13.00   ,9.29  ,19.03   ,9.68  ,11.23   ,8.84  ,10.35  ,15.52   ,9.07   ,5.85   ,8.52   ,8.22   ,6.39   ,7.35   ,5.74   ,5.97   ,5.94
200306   ,2.98   ,6.45   ,5.78   ,5.31   ,7.51   ,1.34   ,5.25   ,2.71   ,6.63   ,7.82   ,5.54   ,5.02   ,7.42   ,6.46   ,6.93   ,5.99   ,5.05   ,5.27   ,7.56   ,8.04   ,2.49   ,4.73   ,2.60   ,4.33   ,5.77
200307  ,10.84   ,7.82   ,4.40  ,14.82  ,11.23  ,10.88   ,8.35   ,7.18   ,8.08  ,10.64  ,10.74   ,8.38   ,2.69   ,3.72  ,12.08   ,3.95   ,3.36   ,4.46   ,0.00   ,3.22   ,7.12   ,4.05   ,0.78   ,0.14   ,1.99
200308  ,14.65   ,8.22   ,8.04   ,9.79  ,11.93  ,13.22  ,14.42   ,5.93   ,5.57  ,10.46   ,8.03   ,6.60   ,6.34   ,4.51   ,5.75  ,11.13   ,8.79   ,2.11   ,5.42   ,5.42  ,13.71   ,5.65   ,2.81   ,2.83   ,0.17
200309  ,11.05  ,12.87   ,9.62  ,10.27  ,10.38   ,5.07   ,8.31   ,8.03   ,8.12   ,9.13   ,5.71   ,7.34   ,8.57   ,4.77   ,7.89   ,9.36   ,7.09   ,9.23   ,6.63   ,7.00   ,4.50   ,5.29   ,4.47   ,1.92   ,8.67
200310   ,6.31   ,8.50   ,7.72  ,10.93   ,8.82   ,3.75   ,5.13   ,5.55   ,4.85   ,5.81   ,7.87   ,5.16   ,8.90   ,7.38   ,3.80   ,3.92   ,5.62   ,6.00   ,8.21   ,8.16   ,4.27   ,6.64   ,8.76   ,7.13   ,3.95
200311   ,1.40   ,1.20   ,1.51  ,-0.12  ,-1.63  ,-1.34   ,1.61   ,1.44   ,1.52  ,-0.31  ,-0.69   ,1.13   ,2.43   ,3.34  ,-0.80  ,-2.19   ,0.35   ,0.45  ,-1.08   ,0.00   ,0.80  ,-0.98   ,1.53   ,1.70   ,0.30
200312   ,2.85   ,2.92   ,6.48   ,3.95   ,4.70   ,1.26   ,3.65   ,4.46   ,4.13   ,7.14   ,5.33   ,3.65   ,4.37   ,5.11   ,4.54   ,1.53   ,3.81   ,6.94   ,9.14   ,7.79   ,3.10   ,6.61   ,7.05   ,6.81   ,2.22
200401   ,6.72   ,8.15   ,5.46   ,9.38   ,8.83   ,5.11   ,2.11   ,4.35   ,7.09   ,7.74   ,7.43   ,5.49   ,3.87   ,5.30   ,9.02   ,5.45   ,1.29   ,1.66   ,2.70   ,8.44   ,6.10   ,5.06   ,1.14   ,5.09   ,0.84
200402   ,4.99   ,5.02   ,3.41   ,7.77   ,7.34   ,3.36   ,4.74   ,1.09   ,3.36   ,4.76   ,0.31   ,2.64   ,4.98   ,4.72   ,5.01   ,2.47   ,3.25   ,4.22   ,1.25   ,5.56   ,2.59   ,1.96   ,5.80   ,5.46   ,5.97
200403  ,-3.86  ,-3.19  ,-1.31  ,-7.23  ,-3.26  ,-7.43  ,-4.04  ,-3.40  ,-1.14  ,-5.31  ,-2.17   ,0.61  ,-3.06  ,-1.66  ,-2.46  ,-2.55   ,1.61  ,-0.64  ,-1.00  ,-0.37  ,-0.18  ,-3.25   ,0.04  ,-2.81  ,-1.91
200404  ,-6.77  ,-6.92  ,-7.92 ,-10.07 ,-12.23  ,-6.67  ,-4.84  ,-8.61  ,-5.98  ,-9.84  ,-3.34  ,-5.42  ,-4.54  ,-5.14  ,-8.68  ,-4.06  ,-6.35  ,-4.21  ,-5.39 ,-12.88  ,-5.64  ,-3.46  ,-6.19  ,-5.07  ,-9.68
200405  ,-4.20  ,-3.35  ,-2.12  ,-3.52  ,-3.24  ,-3.65  ,-1.40  ,-0.15  ,-2.12  ,-1.63  ,-1.66   ,0.11   ,0.85  ,-0.25  ,-2.38   ,2.44   ,0.36  ,-0.52   ,0.30   ,2.64   ,0.24  ,-0.50   ,0.60   ,0.76   ,3.18
200406  ,-3.57  ,-2.89  ,-2.21   ,0.05  ,-2.74  ,-1.05  ,-1.10   ,2.77  ,-2.21  ,-0.33  ,-1.74   ,0.22   ,1.49   ,0.64   ,1.05   ,2.38   ,0.46   ,0.90   ,1.34   ,0.41   ,0.93   ,0.14   ,1.18   ,0.32   ,0.45
200407   ,1.00   ,1.60   ,2.74   ,3.26   ,2.61   ,0.70   ,1.23   ,2.39   ,4.32   ,2.88   ,1.41   ,1.29   ,2.76   ,3.32   ,1.43   ,1.68   ,2.81   ,3.27   ,1.28   ,2.67  ,-1.71  ,-0.64   ,1.53   ,1.71   ,3.51
