Date,SMALL LoBM LoOP,ME1 BM1 OP2,ME1 BM1 OP3,ME1 BM1 HiOP,ME1 BM2 LoOP,ME1 BM2 OP2,ME1 BM2 OP3,ME1 BM2 HiOP,ME1 BM3 LoOP,ME1 BM3 OP2,ME1 BM3 OP3,ME1 BM3 HiOP,ME1 BM4 LoOP,ME1 BM4 OP2,ME1 BM4 OP3,SMALL HiBM HiOP,BIG LoBM LoOP,ME2 BM1 OP2,ME2 BM1 OP3,ME2 BM1 HiOP,ME2 BM2 LoOP,ME2 BM2 OP2,ME2 BM2 OP3,ME2 BM2 HiOP,ME2 BM3 LoOP,ME2 BM3 OP2,ME2 BM3 OP3,ME2 BM3 HiOP,ME2 BM4 LoOP,ME2 BM4 OP2,ME2 BM4 OP3,BIG HiBM HiOP
199510    ,-7.38    ,-4.39    ,-7.10    ,-3.89    ,-8.54    ,-5.69    ,-5.46    ,-5.02    ,-7.23    ,-4.62    ,-3.46    ,-2.60    ,-5.23    ,-3.43    ,-3.32    ,-3.19    ,-1.22    ,-0.83    ,-3.92     ,1.45    ,-3.36    ,-4.91     ,0.74    ,-0.16    ,-1.97    ,-0.59    ,-0.72     ,2.25    ,-1.17    ,-2.01    ,-3.11    ,-5.08
199511     ,2.97     ,9.82     ,3.08     ,3.32     ,4.76     ,3.78     ,2.96     ,3.39     ,6.08     ,3.55     ,2.23     ,3.63    ,-0.07    ,10.80     ,2.14     ,4.49     ,6.63    ,10.44     ,4.48     ,3.80     ,5.73     ,5.39     ,3.57     ,3.73     ,6.50     ,3.81     ,4.93     ,2.59     ,4.64     ,5.83     ,3.51     ,1.83
199512     ,3.43     ,4.19     ,0.26     ,2.40     ,5.77     ,2.65     ,1.76     ,1.82     ,6.02     ,1.97     ,1.44     ,1.70     ,1.54    ,-4.64     ,3.43     ,4.39     ,2.78    ,-0.85    ,-2.95     ,0.82     ,0.39     ,0.36     ,1.28     ,2.80     ,1.96     ,3.17     ,4.54     ,1.93     ,0.34     ,2.35     ,0.41     ,1.36
199601     ,5.98    ,-0.32    ,-2.94    ,-0.55     ,1.97     ,0.49     ,0.67    ,-1.16     ,3.81     ,0.67     ,0.00     ,0.63     ,2.11     ,0.60     ,0.85     ,0.66     ,3.92    ,-1.61    ,-1.21     ,4.20     ,3.01     ,4.00     ,3.70     ,3.24     ,2.12     ,1.43     ,2.70     ,5.06     ,2.33     ,2.16     ,5.62     ,1.19
199602     ,4.58     ,5.60     ,5.60     ,5.08     ,2.62     ,3.63     ,2.34     ,3.38     ,2.98     ,2.68     ,1.74     ,3.54     ,4.18     ,1.51     ,0.72     ,1.43     ,4.42     ,2.33     ,2.85     ,1.06     ,2.19     ,3.04     ,3.03     ,0.78     ,2.59     ,0.69    ,-0.00     ,1.60     ,0.54     ,1.96     ,0.23     ,4.19
199603     ,0.86    ,-0.53     ,0.69     ,4.15     ,0.70     ,1.34     ,1.72     ,3.81     ,4.27     ,3.26     ,3.14     ,2.19     ,1.64     ,2.27     ,1.96     ,4.22    ,-1.23     ,4.36     ,2.34    ,-0.64     ,0.83     ,3.43     ,1.05     ,2.79     ,2.00     ,2.95     ,1.46    ,-1.61     ,0.05     ,2.81    ,-0.47     ,5.20
199604     ,9.27    ,12.12    ,10.77     ,8.38     ,8.06     ,6.42     ,5.03     ,4.71    ,15.25     ,4.35     ,3.86     ,4.54     ,6.50     ,2.98     ,4.27     ,3.89     ,4.61     ,6.07     ,1.82     ,2.11     ,4.10     ,3.61     ,3.86     ,1.83     ,1.76     ,2.39     ,0.77     ,1.83    ,-0.42    ,-0.60    ,-1.34     ,4.79
199605     ,6.61     ,4.01     ,8.18     ,5.57     ,5.91     ,6.16     ,4.62     ,3.87    ,14.05     ,5.24     ,3.27     ,3.61     ,7.05     ,5.70     ,2.81     ,8.23     ,2.14     ,4.13     ,3.83     ,4.03     ,3.43    ,-0.38     ,2.02     ,2.62     ,0.42     ,0.80     ,1.34     ,0.24     ,1.13     ,2.39     ,2.57     ,3.18
199606    ,-9.36    ,-9.62    ,-8.58    ,-4.34   ,-11.14    ,-2.77    ,-2.86    ,-2.19   ,-11.62    ,-2.43    ,-1.10    ,-1.56    ,-4.50    ,-2.34    ,-1.26     ,0.35   ,-13.66    ,-2.93    ,-2.59     ,1.84    ,-3.80    ,-2.01    ,-1.86     ,0.42    ,-0.58     ,0.15     ,1.76    ,-1.40    ,-0.60     ,0.22     ,0.99    ,-5.87
199607   ,-17.13   ,-16.26   ,-12.24   ,-10.05   ,-11.89    ,-7.46    ,-6.72    ,-6.55   ,-11.34    ,-3.39    ,-4.19    ,-5.06    ,-6.83    ,-4.19    ,-6.50    ,-5.96   ,-14.70    ,-8.34    ,-5.55    ,-5.25    ,-6.03    ,-7.15    ,-5.30    ,-4.33    ,-3.63    ,-4.30    ,-3.84    ,-1.46    ,-5.44    ,-2.65    ,-2.50    ,-3.95
199608     ,7.12     ,8.12     ,8.57     ,5.99     ,4.67     ,5.79     ,4.43     ,4.59     ,6.04     ,4.03     ,4.70     ,5.74     ,2.63     ,4.45     ,6.89     ,3.27     ,4.74     ,4.40     ,2.52     ,0.97     ,5.38     ,4.45     ,2.85     ,3.45     ,3.25     ,5.64     ,3.75     ,5.46     ,4.18     ,2.59     ,3.36     ,4.95
199609     ,3.43     ,7.58     ,5.45     ,4.53     ,0.57     ,2.01     ,2.99     ,3.03     ,1.55     ,3.27     ,4.24     ,3.14     ,2.77     ,1.67     ,3.95     ,2.18     ,7.85     ,8.47     ,9.69     ,6.64     ,2.62     ,5.90     ,4.52     ,5.09     ,3.83     ,4.25     ,3.96     ,5.25     ,4.28     ,3.64     ,4.68    ,-1.74
199610    ,-7.53    ,-4.55    ,-4.25    ,-0.51    ,-3.20     ,1.48     ,0.11     ,1.53    ,-3.59     ,1.62     ,3.55     ,3.34     ,2.21     ,1.95    ,-0.14     ,2.16    ,-6.99    ,-2.74     ,0.68     ,0.89     ,0.14     ,2.16     ,0.18     ,3.68     ,2.81     ,4.62     ,5.64     ,0.98     ,3.94     ,5.35     ,5.84     ,2.50
199611    ,-0.84    ,-0.37     ,2.52     ,2.46     ,2.34     ,0.26     ,4.69     ,5.01     ,1.52     ,5.01     ,4.91     ,3.85     ,3.05     ,4.80     ,4.10     ,6.41     ,3.10    ,-0.70     ,6.56     ,7.36     ,3.13     ,6.27     ,7.31     ,8.64     ,6.43     ,7.20     ,4.97    ,11.26     ,7.85     ,9.51     ,6.85     ,5.47
199612     ,1.50    ,-1.29     ,1.10     ,1.53    ,-0.16     ,0.51     ,3.05     ,3.38    ,-3.54     ,2.01     ,2.70     ,1.95     ,0.52     ,1.46     ,2.33    ,-1.65    ,-3.37    ,-0.98    ,-3.36    ,-1.31     ,0.12    ,-2.67    ,-1.29    ,-0.76    ,-1.74    ,-1.06    ,-1.72    ,-1.53    ,-1.11    ,-0.65    ,-2.09    ,-2.38
199701     ,5.14    ,-1.39     ,5.77     ,3.81     ,4.61     ,3.64     ,4.01     ,3.48     ,8.32     ,2.95     ,3.95     ,3.96     ,7.21     ,2.95     ,2.41     ,2.63     ,1.66     ,3.54     ,4.77     ,7.43     ,0.71     ,6.08     ,4.95     ,8.18     ,4.58     ,4.04     ,5.25     ,5.46     ,4.32     ,4.88     ,3.90     ,1.57
199702    ,-4.08    ,-9.51    ,-9.91    ,-5.08     ,0.86    ,-3.40    ,-2.05    ,-1.84    ,-0.70     ,0.36     ,1.52     ,0.30     ,1.72     ,1.70     ,0.78    ,-0.66    ,-7.42    ,-6.61    ,-1.19     ,0.87    ,-1.98    ,-1.52     ,0.31    ,-1.01    ,-0.86     ,0.61    ,-0.50    ,-1.50     ,3.36     ,3.63     ,2.99     ,1.67
199703   ,-13.16    ,-9.85    ,-8.01    ,-6.23    ,-9.84    ,-5.30    ,-3.26    ,-2.30    ,-5.44    ,-1.97    ,-2.26    ,-2.92    ,-4.68    ,-1.98    ,-1.11    ,-3.44   ,-13.88    ,-4.36    ,-4.09    ,-6.28    ,-7.98    ,-3.77    ,-1.27    ,-3.46    ,-2.03    ,-3.60    ,-2.34    ,-3.14    ,-4.32    ,-5.15    ,-5.95    ,-2.87
199704    ,-6.92    ,-7.66    ,-2.45    ,-1.15    ,-8.69    ,-1.78     ,0.43     ,0.49    ,-5.52    ,-0.56     ,0.37     ,1.23    ,-2.23    ,-1.62    ,-0.35    ,-2.64    ,-4.02    ,-4.90     ,8.21     ,8.35    ,-0.80     ,3.82     ,3.22     ,4.56     ,4.51     ,4.31     ,1.66     ,7.30     ,2.68     ,3.58     ,2.37     ,8.30
199705    ,12.51    ,18.27    ,18.19    ,14.99    ,11.33    ,12.79    ,10.62    ,10.47    ,10.20     ,8.67     ,7.90     ,9.91     ,7.62     ,8.13     ,8.78    ,11.51    ,17.66    ,14.69     ,6.38     ,6.83     ,8.46    ,10.43     ,6.23     ,5.64     ,7.86     ,5.82     ,4.61     ,7.12     ,8.10     ,4.79     ,6.19     ,7.22
199706    ,-0.66     ,3.20     ,5.73     ,4.50     ,0.94     ,4.47     ,4.47     ,6.09    ,-1.83     ,6.00     ,6.66     ,5.77     ,5.31     ,7.55     ,6.45     ,6.98    ,-0.80     ,3.92     ,7.24     ,4.19    ,-1.15     ,1.79     ,4.32     ,3.54     ,6.18     ,5.06     ,3.24     ,3.52     ,4.48     ,4.04     ,3.90     ,1.61
199707     ,1.78     ,5.23     ,8.39     ,5.99     ,1.30     ,5.66     ,6.04     ,5.61     ,3.78     ,6.05     ,4.62     ,5.47     ,6.75     ,4.85     ,4.81     ,6.61    ,10.27     ,9.60     ,9.95     ,6.90     ,9.99     ,9.14     ,9.45     ,6.69     ,6.66    ,11.24     ,8.61     ,8.65     ,6.59    ,10.50     ,4.45     ,6.41
199708     ,3.74     ,5.57     ,4.20     ,4.26     ,1.86     ,2.89     ,3.59     ,3.34     ,1.80     ,3.33     ,1.27     ,1.88     ,4.09     ,1.73     ,3.10     ,5.30    ,-3.23    ,-2.36    ,-3.65    ,-7.00     ,0.92    ,-3.69    ,-4.35    ,-2.78    ,-4.58    ,-4.88    ,-1.22    ,-2.52    ,-4.40    ,-3.37    ,-4.15     ,0.81
199709    ,13.93     ,6.74     ,8.83     ,6.85     ,9.73     ,5.84     ,8.67     ,8.26     ,7.81     ,6.56     ,8.53     ,7.95     ,8.86     ,6.82     ,8.25     ,8.59     ,8.97     ,4.41     ,6.43     ,4.07     ,8.91     ,5.61     ,5.87     ,5.42     ,6.43     ,7.55     ,4.68     ,7.75     ,6.12     ,7.33     ,5.31     ,7.47
199710    ,-7.83    ,-8.52    ,-7.31    ,-4.18    ,-7.06    ,-4.23    ,-4.07    ,-3.74    ,-5.67    ,-2.55    ,-2.11    ,-1.14    ,-3.98    ,-1.65    ,-1.87    ,-1.39    ,-5.62    ,-3.42    ,-0.52    ,-3.23    ,-5.34    ,-4.87    ,-4.78    ,-2.90    ,-2.69    ,-3.04    ,-2.61    ,-5.36    ,-4.83    ,-2.62     ,1.46    ,-0.36
199711    ,-7.53    ,-4.72    ,-3.39    ,-3.40    ,-7.97    ,-3.95    ,-1.24    ,-1.62    ,-8.40    ,-2.61     ,0.52    ,-0.39    ,-1.28    ,-1.68    ,-0.06    ,-0.84    ,-3.36     ,0.54    ,-0.72     ,6.27    ,-3.29     ,1.43     ,2.05     ,6.91     ,0.59     ,4.37     ,1.68     ,0.79     ,1.99     ,3.61     ,6.48     ,3.09
199712    ,-4.05    ,-3.00     ,0.89    ,-0.11    ,-1.35    ,-2.10    ,-0.54     ,1.04    ,-4.47     ,2.11     ,3.11     ,2.77    ,-4.85     ,1.82     ,3.86     ,2.81     ,1.40     ,3.36    ,-0.43     ,0.95     ,2.16     ,2.74     ,1.01     ,1.82     ,3.91     ,3.45     ,2.18     ,3.90     ,2.31     ,4.53     ,4.76     ,8.60
199801    ,-0.41    ,-1.34    ,-0.18    ,-2.12    ,-1.08    ,-1.16    ,-0.56    ,-1.53    ,-2.71    ,-0.77    ,-2.26    ,-1.83    ,-0.42    ,-1.32    ,-1.95     ,4.40     ,2.52    ,-4.13    ,-0.61     ,4.23     ,1.00    ,-0.93    ,-1.46     ,0.97    ,-1.92    ,-3.35    ,-3.29    ,-1.09     ,2.12    ,-1.63    ,-2.94     ,2.68
199802     ,6.56    ,10.98     ,8.68     ,8.53     ,7.85     ,8.76     ,6.92     ,7.29     ,8.50     ,6.56     ,5.32     ,7.38     ,7.89     ,4.61     ,7.73     ,9.92    ,13.71     ,8.50     ,6.11     ,6.55     ,6.69     ,7.46     ,9.13     ,5.64     ,7.94     ,8.63     ,8.38     ,7.66     ,7.96     ,8.68     ,5.70     ,9.09
199803     ,4.04     ,5.85     ,4.25     ,4.06     ,5.40     ,6.01     ,2.28     ,4.98     ,7.23     ,5.04     ,4.32     ,4.81     ,5.40     ,4.91     ,4.64     ,6.97    ,11.96     ,4.38     ,1.16     ,5.09     ,5.87     ,3.07     ,4.46     ,4.45     ,4.41     ,6.18     ,4.98     ,6.72     ,7.78     ,6.11     ,5.82    ,10.85
199804     ,0.43     ,1.94     ,2.65     ,0.22     ,2.16     ,2.81     ,0.54     ,1.09     ,2.38     ,2.07     ,1.73     ,2.72     ,0.27     ,1.48     ,2.57     ,4.60     ,9.57     ,3.03     ,6.03    ,-0.09     ,4.85     ,0.47     ,2.75     ,1.35     ,3.28     ,0.66     ,0.58    ,-2.91     ,1.51    ,-0.85    ,-0.31     ,5.45
199805    ,-7.78    ,-8.39    ,-6.37    ,-5.94    ,-7.91    ,-6.74    ,-5.49    ,-4.95    ,-7.10    ,-2.91    ,-2.81    ,-3.19    ,-5.17    ,-2.06    ,-2.33    ,-3.77    ,-6.19    ,-0.48    ,-4.92    ,-1.78    ,-7.10    ,-2.99    ,-1.83    ,-2.14    ,-4.40    ,-3.26    ,-2.59     ,2.61    ,-1.13    ,-2.95    ,-1.77     ,7.99
199806    ,-1.91     ,4.09     ,1.23    ,-0.86     ,0.52     ,2.68    ,-1.55    ,-1.53     ,0.63    ,-2.36     ,0.12     ,0.22    ,-2.64    ,-1.78    ,-0.49    ,-0.52    ,12.58     ,5.13     ,3.54     ,7.25     ,4.43    ,-0.41     ,2.17    ,-1.70     ,5.43     ,0.75     ,1.00    ,-1.26     ,2.76     ,1.29     ,1.59     ,8.64
199807    ,-6.71   ,-11.24    ,-7.19    ,-8.07    ,-8.07    ,-8.15    ,-5.61    ,-7.91    ,-9.91    ,-7.47    ,-8.33    ,-8.11    ,-7.40    ,-7.34    ,-6.61    ,-3.45    ,-5.07     ,1.35    ,-1.71    ,-0.31    ,-5.24     ,0.03    ,-1.58    ,-3.15    ,-2.75    ,-3.11    ,-3.03    ,-1.21    ,-4.93    ,-3.15    ,-5.15    ,-6.74
199808   ,-30.71   ,-26.83   ,-25.55   ,-19.97   ,-25.55   ,-20.50   ,-17.38   ,-17.38   ,-26.86   ,-19.11   ,-17.02   ,-16.33   ,-24.12   ,-18.10   ,-17.37   ,-16.30   ,-29.01   ,-10.73   ,-13.82   ,-12.86   ,-17.43   ,-20.95   ,-15.56   ,-15.81   ,-21.77   ,-20.01   ,-17.59   ,-15.57   ,-15.78   ,-16.61   ,-11.38   ,-17.69
199809    ,15.70    ,11.34    ,10.01     ,5.21    ,13.47     ,6.44     ,5.70     ,4.49     ,6.33     ,5.86     ,3.50     ,2.95     ,6.70     ,2.20     ,4.42    ,-3.12    ,29.60     ,0.27     ,5.94     ,8.27     ,6.82     ,1.48     ,5.95     ,5.11     ,6.79     ,7.33     ,3.63     ,2.27     ,5.32     ,5.38     ,8.52     ,6.26
199810     ,4.51     ,4.59     ,6.02     ,5.80     ,3.74     ,2.43     ,3.49     ,5.04     ,4.75     ,2.86     ,3.46     ,3.43     ,0.15     ,3.00     ,3.76     ,2.24     ,6.47    ,15.64     ,8.53     ,7.42     ,6.56    ,10.97     ,8.02     ,8.78     ,9.69     ,5.96     ,7.72     ,5.39     ,5.38     ,6.45     ,3.97    ,13.42
199811    ,12.41     ,7.15     ,9.05     ,6.38    ,15.12     ,4.78     ,5.24     ,3.85     ,8.88     ,4.72     ,2.67     ,5.08     ,9.90     ,3.27     ,4.43     ,5.03    ,21.36    ,10.13     ,6.37     ,7.83     ,4.46     ,5.46     ,4.44     ,5.52     ,3.90     ,3.81     ,5.95     ,6.02     ,3.85     ,4.65     ,2.18     ,3.80
199812     ,8.39    ,13.23     ,4.25     ,6.40     ,6.87     ,4.46     ,3.38     ,3.30     ,1.26     ,1.79     ,2.85     ,3.57     ,1.23     ,2.05     ,0.43     ,4.35    ,20.20    ,12.92    ,13.18     ,6.60     ,3.28     ,6.85     ,5.02     ,6.20     ,7.65     ,2.21     ,2.07     ,1.29     ,4.11     ,1.69     ,3.15     ,7.59
199901    ,11.20    ,-2.02     ,6.63    ,-0.06    ,12.06     ,8.07    ,-1.08    ,-1.28    ,10.81    ,-0.20    ,-2.28    ,-0.71     ,4.41     ,2.07    ,-0.40     ,1.55    ,25.13     ,2.19     ,5.41     ,5.14     ,5.08     ,4.70     ,0.62     ,3.12     ,4.36    ,-1.55     ,0.67     ,3.73    ,-0.38     ,1.83    ,-3.88     ,4.28
199902    ,-7.14    ,-9.97    ,-8.86    ,-8.29    ,-7.25    ,-8.72    ,-5.79    ,-6.81    ,-6.45    ,-8.83    ,-7.44    ,-7.97    ,-6.05    ,-6.68    ,-6.41    ,-4.71    ,-5.85    ,-1.04    ,-3.67    ,-4.76    ,-1.97     ,0.60    ,-4.73    ,-1.86    ,-1.10    ,-3.02    ,-1.40    ,-1.80    ,-0.22    ,-3.97    ,-2.36    ,-7.55
199903     ,3.18    ,-2.19    ,-0.28     ,0.23     ,3.54     ,5.30    ,-1.71     ,0.73    ,-1.11    ,-1.20    ,-0.99    ,-1.22     ,1.25    ,-1.29    ,-1.35    ,-0.38    ,17.12     ,6.88     ,9.49     ,2.98     ,5.14     ,4.88     ,3.00    ,-0.05     ,3.50     ,4.50     ,3.66     ,9.29     ,3.36     ,2.48    ,-0.33    ,-4.66
199904     ,8.37     ,7.19    ,17.23     ,7.69    ,11.32    ,12.69     ,5.39    ,11.64    ,12.25     ,8.03     ,9.01    ,10.90     ,9.93     ,7.66     ,9.12     ,5.78     ,8.90    ,-1.67    ,-0.09     ,1.66     ,6.82     ,4.41     ,7.47     ,7.22     ,4.04     ,8.71     ,9.22     ,4.53     ,8.27     ,5.78    ,11.54    ,13.47
199905    ,-1.22     ,6.66    ,-4.87     ,3.51     ,0.19    ,-1.89     ,2.05     ,1.99     ,3.10     ,1.96     ,2.19     ,3.83     ,7.56     ,1.95     ,3.93     ,4.80    ,-8.14    ,-3.93    ,-4.07    ,-2.03     ,0.03    ,-2.84    ,-1.42    ,-0.72     ,1.18     ,1.21    ,-3.57    ,-0.32    ,-1.20     ,0.26     ,0.08    ,-5.59
199906     ,8.17     ,9.60     ,6.47     ,5.19     ,2.31     ,6.34     ,4.94     ,5.89     ,8.96     ,4.82     ,6.04     ,3.45     ,7.79     ,4.93     ,6.68     ,0.61     ,3.27    ,10.97     ,7.04     ,7.41     ,8.32     ,4.04     ,3.08     ,3.60     ,4.07     ,2.41     ,3.28    ,-3.06     ,1.01     ,3.43     ,1.51    ,-1.34
199907    ,-1.86    ,-2.94    ,-3.20    ,-0.63    ,-0.22     ,0.53    ,-1.69    ,-1.23    ,-1.29    ,-0.10    ,-1.11     ,0.64    ,-2.89    ,-0.46    ,-1.10    ,-1.69    ,-9.59    ,-8.31    ,-3.83    ,-2.71    ,-2.44    ,-1.97    ,-1.76    ,-3.07    ,-1.38    ,-3.34    ,-4.19    ,-5.73    ,-2.90    ,-2.81    ,-2.21    ,-2.56
199908     ,0.58    ,-2.52    ,-2.60    ,-4.38    ,-1.81    ,-2.37    ,-3.76    ,-3.09     ,0.00    ,-2.38    ,-2.65    ,-2.19    ,-0.57    ,-2.81    ,-0.57    ,-6.29     ,4.15    ,-2.11    ,-1.65     ,2.30    ,-0.29    ,-0.05    ,-2.41    ,-7.93    ,-3.98    ,-2.01    ,-3.41    ,-1.37    ,-5.24    ,-2.84    ,-1.41    ,-3.67
199909     ,2.95     ,3.51     ,2.85     ,0.91     ,1.65     ,0.89    ,-1.74    ,-1.52     ,1.11    ,-2.71    ,-2.07    ,-3.49    ,-1.70     ,0.03    ,-2.43     ,0.52     ,2.52     ,6.65     ,2.78    ,-3.30     ,1.01    ,-3.65    ,-2.56    ,-1.70    ,-1.94    ,-4.57    ,-2.34    ,-5.22    ,-6.23    ,-5.39    ,-6.63    ,-2.67
199910     ,4.89    ,-0.89     ,1.98    ,-1.21     ,4.92    ,-1.40    ,-0.55    ,-1.93    ,-0.32    ,-1.10    ,-2.45    ,-3.32    ,-3.02    ,-2.37    ,-3.88    ,-4.69     ,6.77    ,15.67    ,11.57     ,5.56     ,6.06     ,6.02     ,4.03     ,5.16    ,10.70     ,8.07     ,7.39     ,1.96     ,6.20     ,3.36     ,5.15    ,-0.15
199911    ,23.42    ,13.78     ,7.91     ,6.40    ,17.51     ,4.97     ,1.87     ,3.23     ,7.37     ,2.29     ,1.19     ,0.62     ,6.80     ,0.73     ,0.19     ,1.46    ,19.79     ,4.15     ,1.71     ,3.83     ,7.39     ,3.84     ,1.67     ,3.29     ,0.43     ,0.66    ,-0.39    ,-2.83    ,-1.77    ,-2.76    ,-4.68    ,-1.80
199912    ,25.48    ,20.55    ,15.70     ,9.63    ,31.55     ,5.26     ,2.50     ,3.55    ,15.06     ,4.42     ,2.55     ,5.87    ,10.00     ,8.33     ,5.85     ,6.25    ,30.92    ,14.73     ,8.33     ,7.31    ,16.10     ,5.63     ,5.54    ,-0.15     ,4.42     ,1.48     ,8.15     ,2.15     ,7.03     ,0.70     ,1.68     ,3.99
200001    ,12.82    ,-3.41    ,-3.31    ,-5.88     ,9.15     ,0.90    ,-2.92    ,-2.81    ,10.76    ,-0.55    ,-2.62    ,-4.47     ,8.06    ,-3.36    ,-2.49    ,-3.27    ,-0.35   ,-12.67    ,-2.90    ,-4.22     ,1.28    ,-0.59    ,-4.18    ,-5.38    ,-4.97    ,-2.51    ,-4.93    ,-5.64    ,-4.97    ,-4.17    ,-2.40   ,-15.51
200002    ,53.11    ,36.81    ,19.50     ,6.84    ,52.84    ,11.98     ,6.26     ,3.22    ,41.52     ,6.55     ,3.43     ,3.85    ,23.89     ,9.93     ,0.30     ,3.77    ,17.78     ,2.35     ,2.41     ,0.09     ,8.20     ,7.39    ,-7.13    ,-6.98     ,0.77    ,-4.65    ,-1.12    ,-8.95    ,-6.09    ,-2.76    ,-6.73    ,-8.43
200003   ,-25.15   ,-11.52    ,-5.62    ,-0.53   ,-22.69     ,3.44     ,2.15     ,7.47   ,-12.97    ,-2.24     ,4.81     ,6.00    ,-4.63    ,-0.99     ,7.84     ,0.93    ,-4.36     ,7.14    ,10.45     ,9.02    ,-1.24     ,9.41    ,14.12    ,13.45     ,5.13     ,7.37    ,14.07     ,9.09    ,13.93    ,12.27    ,15.84    ,16.95
200004   ,-23.40   ,-13.87    ,-5.38    ,-3.04   ,-22.50    ,-8.49    ,-0.55     ,0.58   ,-11.45    ,-0.90    ,-1.20     ,0.72   ,-12.21    ,-5.38     ,2.37     ,3.66   ,-15.86    ,-8.34     ,2.96    ,-4.66    ,-6.29     ,0.15    ,-2.42    ,-4.57    ,-1.13    ,-3.41    ,-3.89     ,8.97    ,-3.10    ,-0.33     ,6.25    ,-5.10
200005   ,-10.94    ,-6.54    ,-4.94    ,-3.43   ,-15.06    ,-6.68    ,-1.23    ,-4.54   ,-14.78    ,-0.89    ,-0.58     ,0.17    ,-9.42    ,-3.01     ,0.72    ,-1.61   ,-15.06    ,-3.37    ,-4.37    ,-2.32    ,-5.31    ,-4.09    ,-1.77    ,-5.82    ,-1.90     ,4.12    ,-1.36    ,-2.90    ,-0.05     ,4.59    ,-0.21     ,1.84
200006    ,30.22    ,10.89    ,11.11     ,6.50    ,30.79     ,5.09     ,6.29     ,0.71    ,21.92     ,8.04     ,5.11     ,0.24    ,13.54     ,7.07     ,2.61    ,-0.11    ,14.60     ,2.27    ,10.05     ,7.32     ,6.40     ,1.96    ,-6.42    ,-5.93     ,3.79    ,-5.08     ,3.90   ,-11.31    ,-1.07    ,-5.60    ,-6.55    ,-2.21
200007   ,-12.38   ,-10.17    ,-9.30    ,-0.20    ,-7.81    ,-6.71     ,1.50     ,3.11    ,-6.90    ,-0.57     ,1.89     ,4.16    ,-2.37     ,3.60     ,1.25     ,7.02    ,-8.53    ,-1.49    ,-0.72    ,-5.63    ,-9.38    ,-0.25    ,-1.73     ,0.02    ,-2.73    ,-0.18     ,6.16     ,0.04    ,-0.72     ,4.14     ,5.96     ,3.43
200008    ,10.71     ,6.12    ,16.04     ,6.29    ,10.48    ,10.32     ,5.09     ,5.28    ,11.80     ,7.88     ,6.47     ,5.92     ,7.54     ,5.53     ,7.57     ,6.75    ,16.62    ,19.61     ,6.51     ,5.19    ,18.52     ,6.43     ,9.91     ,5.04     ,9.23     ,4.76     ,7.98     ,6.37     ,4.80     ,6.25    ,11.34     ,5.47
200009   ,-10.95    ,-9.35    ,-4.02    ,-3.12   ,-11.25    ,-3.14    ,-0.29    ,-0.89    ,-5.23     ,1.49     ,1.77     ,0.91    ,-0.94    ,-0.65     ,1.31    ,-0.70    ,-7.74   ,-12.33    ,-8.99    ,-4.76    ,-9.59    ,-2.22    ,-1.20   ,-10.27   ,-15.72    ,-2.84    ,-0.05    ,-1.85     ,0.45     ,0.93     ,6.57     ,0.40
200010   ,-15.06   ,-13.03    ,-9.46    ,-0.80   ,-12.70    ,-3.23    ,-0.94    ,-1.56    ,-8.69    ,-3.73    ,-0.56    ,-0.25    ,-8.86    ,-1.26    ,-0.69    ,-1.35   ,-17.66   ,-16.07    ,-7.07    ,-0.14    ,-7.19    ,-4.52     ,3.97     ,6.38    ,-0.70    ,-2.60     ,0.85     ,7.54     ,0.60    ,-2.15    ,-2.50     ,2.35
200011   ,-28.30   ,-25.00   ,-12.19    ,-6.75   ,-22.48   ,-13.59    ,-3.67    ,-2.42   ,-22.16    ,-3.86    ,-1.96     ,0.06    ,-7.47    ,-1.32    ,-0.15    ,-5.52   ,-34.20   ,-30.20   ,-10.63    ,-8.47   ,-24.51    ,-9.06    ,-5.28    ,-5.82   ,-25.39    ,-7.04    ,-2.74    ,-3.38    ,-5.04    ,-3.41    ,-2.92    ,-0.79
200012    ,-1.22     ,0.59     ,2.42     ,6.32    ,-2.97     ,9.38     ,9.37    ,12.84    ,-1.90     ,9.53    ,12.13    ,11.35     ,6.86     ,7.42    ,10.01     ,6.92    ,-7.20     ,0.39    ,-7.37    ,-2.91     ,7.98     ,2.10     ,7.62    ,-0.22    ,-0.69     ,7.60     ,7.00     ,6.31     ,6.96     ,6.75    ,11.18     ,6.66
200101    ,14.60    ,20.20    ,10.57     ,6.72    ,20.42     ,8.14     ,3.37     ,0.64    ,19.25     ,3.92    ,-0.01     ,2.58     ,9.11     ,5.47     ,5.03     ,7.74     ,7.54     ,9.77     ,8.79     ,3.90     ,9.39     ,1.22     ,0.23     ,0.68    ,24.06     ,1.99     ,1.10     ,5.88    ,-0.64     ,3.50     ,1.14    ,-3.89
200102   ,-24.66   ,-25.69   ,-15.28    ,-3.72   ,-18.32    ,-5.02    ,-2.65    ,-0.28    ,-9.76    ,-1.56     ,1.54     ,1.90    ,-2.48     ,0.45     ,0.73    ,-0.42   ,-33.43   ,-39.32   ,-27.50    ,-8.02   ,-14.87   ,-11.32    ,-6.49    ,-4.47   ,-21.29    ,-4.15    ,-3.73    ,-2.09    ,-0.49    ,-0.10    ,-0.38     ,2.05
