Date,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
201810  ,-9.04  ,-6.33 ,-10.01  ,-8.33  ,-8.37 ,-11.02
201811   ,3.06   ,3.28   ,1.63   ,5.92   ,4.78   ,0.80
201812  ,-5.26  ,-3.58  ,-4.17  ,-2.22  ,-2.62  ,-1.32
201901   ,1.95   ,3.11   ,3.75   ,8.35   ,6.96   ,5.70
201902   ,4.06   ,1.30   ,2.21   ,3.44   ,3.61   ,4.05
201903  ,-1.07   ,1.79   ,2.67  ,-1.54   ,1.06   ,2.28
201904   ,0.99  ,-0.30   ,4.41   ,4.24   ,2.37   ,0.22
201905  ,-5.61  ,-3.73  ,-2.29 ,-10.71  ,-2.71  ,-2.05
201906  ,-0.83   ,1.92   ,2.82   ,4.19   ,5.18   ,7.03
201907  ,-0.39  ,-0.39   ,1.15   ,0.08  ,-1.68  ,-1.79
201908  ,-7.08  ,-4.20  ,-2.73  ,-8.01  ,-5.00  ,-7.61
201909   ,2.62   ,0.95   ,2.91   ,3.06   ,1.58   ,0.09
201910  ,-0.24   ,0.44   ,2.48   ,2.95   ,3.46   ,3.13
201911  ,-0.36  ,-1.02  ,-1.88  ,-0.03   ,0.10  ,-0.02
201912   ,4.18   ,3.72   ,6.40   ,1.46   ,3.29   ,3.11
202001  ,-5.21  ,-4.17  ,-3.09  ,-4.39  ,-3.82   ,0.92
202002  ,-7.33  ,-6.38  ,-9.62  ,-4.71  ,-6.32  ,-8.72
202003 ,-18.23 ,-19.51 ,-23.77 ,-17.28 ,-20.74 ,-17.33
202004  ,11.44  ,10.21  ,18.94  ,11.58   ,9.08  ,13.81
202005   ,5.20   ,2.31   ,7.05   ,1.85  ,-1.68   ,0.94
202006   ,4.26   ,4.16   ,6.63   ,6.94   ,6.17  ,10.75
202007   ,2.68   ,4.45   ,6.97  ,-3.47   ,1.56   ,7.51
202008   ,6.81   ,3.34  ,10.51   ,5.50   ,5.80   ,8.64
202009  ,-2.48  ,-0.71  ,-2.97  ,-5.82  ,-5.61  ,-3.92
202010  ,-0.80  ,-0.51   ,0.24   ,0.85  ,-0.97   ,0.59
202011  ,13.71   ,9.27  ,10.92  ,21.32  ,13.67   ,7.36
202012   ,5.87   ,4.74   ,8.79   ,1.64   ,4.42  ,10.93
202101   ,0.76   ,1.17   ,7.96  ,-0.51   ,0.18   ,3.92
202102   ,5.10   ,4.81   ,8.19   ,7.02   ,3.36   ,2.49
202103   ,0.52  ,-1.08  ,-2.85   ,3.01   ,1.95  ,-1.29
202104   ,2.97   ,4.54   ,9.31   ,1.91   ,3.61   ,8.99
202105   ,0.39   ,1.50   ,0.37   ,2.25   ,1.56  ,-2.44
202106   ,0.11   ,0.32  ,-2.38  ,-2.99  ,-1.42   ,1.21
202107  ,-1.48  ,-1.70  ,-1.12  ,-3.37  ,-1.06  ,-5.66
202108   ,0.20   ,1.84   ,4.53  ,-0.43  ,-1.96   ,8.05
202109  ,-2.52  ,-0.30  ,-1.49  ,-6.74  ,-2.37  ,-5.16
202110   ,4.82   ,5.18   ,6.40   ,4.72   ,2.95   ,4.11
202111  ,-6.50  ,-2.66  ,-3.56  ,-3.43  ,-5.09  ,-8.32
202112   ,0.62   ,2.29   ,2.24   ,2.30   ,2.85   ,0.68
202201  ,-7.13  ,-5.24  ,-6.35  ,-0.85  ,-3.30 ,-13.67
202202  ,-2.38  ,-0.62  ,-0.31   ,1.13   ,2.46   ,2.00
202203   ,2.72   ,2.25   ,7.48   ,0.66   ,7.65   ,5.86
202204  ,-7.36  ,-4.59  ,-3.41  ,-6.90  ,-5.21  ,-4.15
202205  ,-3.73  ,-2.62  ,-3.65   ,0.86  ,-0.72   ,0.29
202206  ,-9.26  ,-6.80 ,-12.45  ,-3.03  ,-8.36 ,-10.63
202207   ,6.01   ,3.43   ,7.34   ,2.78   ,3.06   ,2.50
202208  ,-2.20   ,0.34   ,2.23  ,-2.88  ,-1.14   ,0.68
202209 ,-13.46 ,-10.00 ,-10.58 ,-12.69 ,-10.02  ,-9.10
202210  ,-1.72  ,-2.23  ,-2.55   ,0.57  ,-0.63  ,-1.88
202211  ,11.27   ,7.26   ,7.36  ,16.24  ,13.06  ,17.43
202212   ,1.45   ,1.72   ,0.07   ,3.61   ,1.99  ,-1.44
202301   ,7.20   ,4.76   ,7.07  ,10.93   ,6.40   ,7.30
202302  ,-7.78  ,-4.93  ,-5.19  ,-7.21  ,-5.19  ,-7.37
202303  ,-3.20  ,-1.41   ,1.31   ,4.49  ,-0.87   ,1.35
202304  ,-0.29  ,-0.62  ,-0.10   ,0.46   ,0.11   ,0.95
202305  ,-5.03  ,-3.80  ,-4.72  ,-4.53  ,-5.05  ,-7.04
202306   ,1.26   ,1.99   ,3.69   ,3.91   ,3.59   ,3.80
202307   ,3.65   ,2.57   ,3.47   ,3.77   ,4.23   ,4.49
202308  ,-6.98  ,-2.72  ,-4.84  ,-8.48  ,-5.44  ,-5.30
202309  ,-3.49  ,-1.01  ,-4.37  ,-3.84  ,-2.98  ,-2.96
202310  ,-4.99  ,-2.40  ,-4.74  ,-5.67  ,-4.04  ,-4.87
202311   ,5.42   ,4.55   ,5.91   ,6.20   ,4.31   ,5.49
202312   ,6.72   ,4.27   ,6.29   ,9.17   ,8.30   ,9.04
202401 ,-10.29  ,-4.67  ,-4.30  ,-9.52  ,-2.68  ,-2.16
202402   ,1.30   ,0.41   ,5.48   ,4.64  ,-0.71   ,4.38
202403   ,1.62   ,1.58   ,3.79  ,-3.13   ,3.42   ,1.69
202404   ,0.88  ,-0.92  ,-1.46   ,3.02  ,-0.57  ,-3.15
202405   ,2.20   ,1.32   ,5.79   ,2.30   ,4.11   ,3.42
202406  ,-2.46  ,-1.15   ,0.13  ,-3.06   ,0.37   ,0.47
202407  ,-0.71   ,0.97  ,-0.64  ,-0.13   ,1.35   ,2.47
202408  ,-0.45   ,1.87   ,1.95   ,3.55   ,4.07   ,4.47
202409   ,8.42   ,6.87   ,7.81  ,15.14   ,6.84   ,4.01
202410  ,-1.49  ,-1.65  ,-2.24  ,-8.87  ,-4.84  ,-3.06
202411  ,-2.54  ,-1.12   ,1.55  ,-2.05   ,0.69   ,6.35
202412  ,-2.44  ,-1.75  ,-2.48  ,-4.68  ,-3.70  ,-5.19
202501   ,0.45   ,1.00   ,3.25   ,0.00   ,2.03   ,4.84
202502  ,-1.42  ,-1.13   ,2.31  ,-2.55  ,-0.26   ,0.11
202503  ,-0.69   ,0.16   ,1.92  ,-1.82  ,-1.21  ,-0.49
202504  ,-0.03   ,1.12   ,3.13   ,1.00   ,4.23   ,3.91
202505   ,4.23   ,3.90   ,6.16   ,4.45   ,4.97   ,7.37
202506   ,5.53   ,4.89   ,7.55   ,2.83   ,4.78   ,4.07
202507   ,6.78   ,3.85   ,4.62   ,5.26   ,0.58   ,1.42
202508   ,5.80   ,7.09  ,11.52   ,2.12   ,5.43   ,5.21
202509   ,6.22   ,4.76   ,7.24   ,0.08   ,0.33   ,1.28
202510   ,2.06   ,0.50  ,-1.13   ,0.35   ,0.32  ,-2.26
