Date,SMALL LoBM LoOP,ME1 BM1 OP2,ME1 BM1 OP3,ME1 BM1 HiOP,ME1 BM2 LoOP,ME1 BM2 OP2,ME1 BM2 OP3,ME1 BM2 HiOP,ME1 BM3 LoOP,ME1 BM3 OP2,ME1 BM3 OP3,ME1 BM3 HiOP,ME1 BM4 LoOP,ME1 BM4 OP2,ME1 BM4 OP3,SMALL HiBM HiOP,BIG LoBM LoOP,ME2 BM1 OP2,ME2 BM1 OP3,ME2 BM1 HiOP,ME2 BM2 LoOP,ME2 BM2 OP2,ME2 BM2 OP3,ME2 BM2 HiOP,ME2 BM3 LoOP,ME2 BM3 OP2,ME2 BM3 OP3,ME2 BM3 HiOP,ME2 BM4 LoOP,ME2 BM4 OP2,ME2 BM4 OP3,BIG HiBM HiOP
199510     ,1.44    ,-0.26    ,-0.23    ,-1.18    ,-1.93    ,-0.68    ,-1.40    ,-3.11    ,-0.11    ,-1.79    ,-2.93    ,-0.69    ,-3.22    ,-0.86    ,-0.27    ,-0.20     ,0.15    ,-0.32    ,-4.57     ,1.35    ,-2.83    ,-1.53     ,0.20    ,-0.67    ,-0.16     ,1.62    ,-0.91    ,-3.78    ,-0.25     ,0.31     ,2.78    ,-4.32
199511     ,2.41    ,-5.21    ,-3.23    ,-2.94    ,-3.81    ,-2.93    ,-3.96    ,-3.55    ,-3.12    ,-3.31    ,-2.16    ,-3.00    ,-1.62    ,-1.70    ,-3.91    ,-6.13     ,1.66     ,0.53    ,-0.53    ,-1.17    ,-1.49    ,-1.97    ,-0.70     ,5.55     ,1.28    ,-0.77     ,1.54    ,-2.05     ,0.79     ,0.94     ,1.26     ,3.34
199512     ,3.79     ,0.10     ,0.94     ,0.96     ,0.98     ,2.04     ,0.65     ,0.00     ,4.68     ,2.03     ,0.58     ,0.49     ,1.82     ,1.25     ,1.74     ,0.91     ,0.84     ,5.67    ,-1.76     ,1.84     ,2.69     ,4.62     ,2.40    ,-1.07     ,4.25     ,3.30     ,3.44     ,2.23     ,3.59     ,3.30     ,3.48     ,2.56
199601     ,3.52    ,-1.62     ,0.34     ,1.18     ,0.33    ,-0.65     ,1.05     ,1.15     ,0.16     ,1.40     ,2.79     ,4.86    ,-0.51    ,-0.07     ,1.68     ,0.25     ,2.17    ,-3.71     ,0.32     ,1.34    ,-0.84    ,-0.01     ,0.64     ,5.25    ,-0.86     ,0.65     ,1.14     ,2.73     ,0.19    ,-0.66    ,-0.58     ,4.24
199602    ,-1.79     ,1.90     ,2.57     ,5.05     ,2.61     ,3.02     ,3.14     ,3.24     ,2.03     ,4.05     ,5.30     ,3.93     ,1.77     ,4.38     ,5.79    ,13.89     ,0.04     ,1.86     ,2.27     ,2.60     ,1.11     ,2.20     ,2.84     ,2.12    ,-0.11     ,3.19     ,0.76     ,3.38     ,1.43     ,1.68     ,5.29     ,8.59
199603    ,-0.39     ,0.07     ,1.34     ,1.55    ,-0.39     ,1.10     ,1.82     ,2.08     ,1.52     ,1.13     ,2.06     ,3.20     ,2.02     ,2.51     ,0.83     ,2.71    ,-1.73     ,3.51     ,2.96     ,0.64    ,-0.79     ,3.10     ,1.41    ,-1.62    ,-1.52     ,3.71     ,0.69    ,-0.03    ,-0.47     ,1.90     ,9.78    ,-1.38
199604     ,1.51    ,-1.59     ,0.62     ,2.71     ,2.44     ,2.93     ,2.09     ,1.33     ,1.59     ,2.38     ,0.76    ,-0.01     ,1.29     ,1.68    ,-1.45     ,1.19    ,-2.33    ,-5.05     ,1.31     ,1.60     ,2.97     ,1.23     ,2.26    ,-0.14     ,4.68    ,-0.85     ,1.12     ,4.13     ,2.59     ,0.59    ,-3.09     ,7.80
199605     ,1.83     ,3.97     ,2.60     ,4.62     ,1.56     ,2.82     ,2.36     ,3.50     ,3.30     ,2.64     ,4.70     ,6.51     ,2.40     ,3.24     ,2.14    ,12.09    ,-0.67    ,-2.09     ,4.87     ,2.56     ,1.80     ,0.32     ,1.04     ,2.70     ,0.18     ,1.23     ,3.67     ,2.54     ,0.16     ,2.56     ,0.71     ,1.66
199606    ,-2.22    ,-0.37     ,0.25    ,-0.19    ,-1.51     ,0.33     ,0.13     ,1.33    ,-0.48     ,0.64     ,0.64    ,-0.19    ,-0.43     ,0.33     ,0.43     ,2.20    ,-0.36     ,2.46     ,0.12     ,0.91    ,-2.20    ,-0.08    ,-0.24     ,0.87    ,-0.75     ,1.70     ,1.66     ,0.28     ,0.70    ,-1.65     ,3.89     ,2.75
199607    ,-4.48    ,-2.89    ,-3.31    ,-2.27    ,-2.74    ,-0.38    ,-1.79     ,0.01    ,-0.97    ,-0.78    ,-0.70    ,-3.49    ,-1.30    ,-0.83    ,-0.02     ,0.23    ,-3.06     ,0.03    ,-1.75    ,-1.62    ,-3.00    ,-0.36    ,-0.88    ,-1.69    ,-1.37    ,-0.97    ,-1.58    ,-2.88    ,-0.61    ,-1.56    ,-0.67    ,-5.08
199608     ,0.26     ,3.14     ,3.54     ,2.24     ,1.02     ,2.57     ,2.22     ,2.91     ,1.68     ,1.89     ,1.35     ,0.00     ,0.36    ,-0.42     ,0.08     ,3.65     ,0.91     ,2.06     ,2.64     ,4.95     ,3.41     ,1.43     ,2.66     ,2.27     ,1.54     ,1.62     ,4.09     ,1.86     ,1.53     ,1.10     ,2.82     ,5.77
199609    ,-4.20    ,-3.45    ,-0.59    ,-0.62    ,-1.62    ,-0.92    ,-0.60     ,0.33    ,-0.83    ,-0.12    ,-0.27     ,0.96    ,-2.16    ,-1.21    ,-2.14     ,1.64     ,0.78    ,-2.18     ,3.68     ,1.80     ,0.34     ,2.36     ,1.12     ,5.92     ,1.97     ,1.12     ,2.83     ,1.03     ,1.00     ,1.90    ,-0.56     ,3.35
199610    ,-1.40     ,1.58     ,4.84     ,3.91     ,2.09     ,1.17     ,3.03     ,3.90     ,3.28     ,3.12     ,2.99     ,1.76     ,0.75     ,1.23     ,0.66     ,1.25    ,-2.86     ,3.47     ,2.63     ,2.41     ,2.57     ,3.66     ,3.82     ,1.20     ,0.30     ,0.40     ,1.43     ,0.13    ,-0.18     ,2.15     ,1.41     ,2.12
199611     ,2.28     ,2.37     ,3.60     ,2.01     ,2.98     ,3.28     ,2.13     ,0.02     ,3.43     ,1.95     ,2.41     ,3.46     ,3.92     ,2.43     ,1.13     ,2.26     ,2.44     ,1.26     ,5.11     ,5.66     ,3.88     ,2.13     ,4.52     ,8.03     ,3.04     ,4.19     ,5.74     ,5.28     ,5.37     ,6.80     ,4.97     ,7.20
199612     ,1.92     ,1.07     ,1.84     ,2.49     ,0.92     ,2.39     ,2.88     ,1.00     ,3.55     ,2.47     ,4.05     ,6.57     ,1.41     ,2.23     ,2.43     ,0.72    ,-1.51     ,0.54     ,1.57     ,3.06     ,0.13     ,2.08     ,4.10     ,2.69     ,1.58     ,1.18     ,1.21     ,2.55     ,2.07     ,4.22     ,4.24     ,4.87
199701     ,1.59     ,0.41     ,2.25    ,-0.77     ,1.90    ,-0.12     ,1.12     ,1.89     ,0.10     ,0.76     ,2.00     ,1.16     ,2.62     ,3.86     ,0.72     ,8.99     ,1.75     ,4.75    ,-2.09    ,-1.27    ,-3.72     ,0.28    ,-2.73    ,-0.27     ,1.89     ,1.68     ,1.17     ,8.66     ,2.06    ,-0.14    ,-0.73     ,0.78
199702     ,4.82     ,3.24     ,0.18     ,1.49     ,1.96     ,2.11     ,1.86     ,1.48     ,3.10     ,1.04     ,0.53     ,3.73     ,0.85     ,0.61     ,1.01     ,2.80    ,-0.44    ,-0.18    ,-0.20     ,2.53    ,-0.63     ,2.05     ,0.07    ,-0.60     ,2.15     ,1.18     ,2.93    ,-1.49     ,1.02     ,0.79     ,3.30    ,-0.89
199703    ,-0.64     ,2.23    ,-0.76     ,0.94     ,2.36     ,2.04     ,0.86     ,2.68     ,0.16     ,2.49     ,3.47     ,1.43     ,2.34     ,2.22     ,2.38     ,2.60     ,0.52     ,2.41     ,2.43     ,2.17     ,2.53     ,2.40     ,3.63     ,2.67     ,0.84     ,3.82     ,0.65     ,5.97     ,1.71     ,2.99     ,1.33     ,3.99
199704     ,0.98    ,-4.96    ,-4.20    ,-1.37    ,-2.73    ,-2.64    ,-1.69    ,-1.13    ,-2.34    ,-0.31     ,0.35    ,-2.45    ,-2.88    ,-1.57     ,0.48     ,0.92    ,-0.31    ,-3.70     ,0.12     ,1.31     ,1.44     ,1.02    ,-0.26    ,-0.29     ,0.89    ,-2.53     ,0.89     ,0.88    ,-0.48    ,-2.28    ,-2.64     ,2.17
199705     ,0.84     ,3.65     ,4.22     ,2.43     ,3.08     ,4.19     ,4.00     ,5.53     ,5.61     ,2.79     ,4.36     ,1.52     ,3.14     ,4.25     ,6.64     ,4.73     ,6.13     ,7.26     ,5.30     ,3.24     ,6.44     ,5.43     ,5.23     ,2.47     ,4.90     ,5.97     ,5.27     ,4.52     ,5.22     ,3.35     ,4.64     ,5.40
199706     ,0.91    ,-1.65     ,3.27    ,-0.84    ,-1.98    ,-0.07     ,1.98     ,1.45     ,0.26     ,1.44     ,3.08     ,2.86    ,-0.79     ,1.45     ,3.03     ,1.39     ,0.34     ,1.99     ,7.08     ,2.95     ,1.76     ,3.64     ,4.60     ,5.12     ,5.68     ,4.19     ,7.04     ,8.97     ,4.06     ,4.17     ,3.48     ,5.46
199707    ,-3.42    ,-1.97    ,-3.07    ,-2.49    ,-1.99    ,-1.53    ,-1.14    ,-2.94    ,-2.04    ,-0.09    ,-0.47     ,0.94     ,0.54     ,2.40     ,1.65    ,-1.96     ,2.08     ,7.09     ,3.02     ,3.61    ,-0.72     ,1.40     ,5.22     ,4.13     ,3.70     ,6.45     ,4.60    ,-0.04     ,4.16     ,3.32     ,7.15    ,12.52
199708    ,-0.58     ,2.91     ,1.45     ,1.65     ,1.61     ,1.07    ,-0.66     ,1.05    ,-0.50     ,0.05    ,-0.87     ,3.74    ,-0.33    ,-0.35     ,0.70     ,0.97    ,-5.84   ,-10.97    ,-4.98    ,-3.18    ,-7.30    ,-3.88    ,-6.62    ,-2.56    ,-3.72    ,-6.90    ,-6.32    ,-6.30    ,-4.32    ,-4.52    ,-5.54    ,-8.47
199709     ,4.32     ,2.37     ,5.19     ,5.41     ,5.12     ,5.50     ,5.16     ,6.14     ,5.31     ,5.54     ,8.04    ,14.30     ,8.68     ,8.54     ,7.74     ,9.81     ,2.52     ,7.47     ,9.16    ,10.65     ,6.08     ,8.74    ,10.95     ,8.80     ,7.25    ,10.08    ,11.64     ,6.12    ,11.63    ,11.42    ,10.81    ,13.55
199710     ,0.76    ,-4.83    ,-1.17     ,0.21    ,-2.46    ,-1.63    ,-1.34    ,-0.81     ,0.98    ,-0.43    ,-0.41    ,-0.92    ,-1.59     ,1.15    ,-1.83     ,0.76    ,-2.28    ,-3.07    ,-8.71    ,-4.52    ,-6.14    ,-4.31    ,-7.95    ,-4.61    ,-3.06    ,-4.64    ,-5.35    ,-3.24    ,-1.98    ,-3.86    ,-3.42    ,-3.24
199711    ,-3.50    ,-2.46    ,-0.99    ,-1.53    ,-3.88    ,-1.79    ,-1.01    ,-0.80    ,-1.67    ,-1.26    ,-1.65    ,-1.06    ,-2.87    ,-2.49    ,-2.54    ,-3.27     ,2.50     ,2.18     ,0.66     ,1.21    ,-0.32     ,3.91     ,1.07     ,1.47     ,1.06     ,0.32     ,0.34     ,3.50     ,1.07     ,0.51    ,-0.03    ,-3.08
199712    ,-4.59    ,-1.07    ,-0.90    ,-0.46    ,-1.15    ,-0.73    ,-0.45    ,-0.40    ,-1.16    ,-0.37     ,0.98     ,3.77     ,0.75     ,2.60    ,-0.84    ,-1.36    ,-1.60     ,5.98    ,-1.53     ,4.15     ,3.07     ,3.76     ,4.00     ,0.18     ,2.75     ,3.94     ,0.17    ,-0.62     ,6.18     ,4.10     ,3.52     ,7.04
199801     ,4.93     ,1.94     ,0.30     ,2.54     ,2.70     ,0.74     ,0.59    ,-0.31     ,4.67     ,1.71     ,2.40     ,5.68    ,10.98     ,5.82    ,-0.05    ,-0.07     ,0.38     ,6.92     ,2.23     ,6.24     ,1.78     ,3.70     ,0.86     ,0.91     ,2.39     ,2.85     ,2.64     ,6.40     ,5.32     ,4.83     ,4.75    ,-5.00
199802     ,7.35     ,2.70     ,6.90     ,5.51     ,3.45     ,6.43     ,6.60     ,6.36     ,6.55     ,6.49     ,7.29     ,7.22     ,7.64     ,6.79     ,7.96    ,18.27     ,5.18     ,8.48    ,10.83     ,7.29     ,7.78     ,7.18     ,8.76     ,5.91    ,10.30     ,8.85     ,6.60     ,7.08     ,9.12     ,8.61     ,2.49     ,6.17
199803     ,5.86    ,14.89     ,7.54     ,8.24     ,8.22     ,6.08     ,6.14     ,7.60     ,8.51    ,10.16     ,9.99    ,16.02    ,11.74    ,15.14     ,8.49     ,0.33    ,-0.91    ,-1.62     ,5.16     ,5.88     ,3.40     ,9.11     ,5.70     ,8.00     ,7.70    ,10.39     ,9.34    ,10.31    ,10.48    ,13.16     ,7.78     ,8.68
199804     ,3.46     ,4.27     ,5.37     ,4.59     ,4.06     ,3.95     ,3.96     ,4.49     ,2.21     ,4.58     ,5.32     ,8.62     ,1.01    ,-0.12     ,5.14     ,5.22    ,-3.94    ,-0.89     ,5.19     ,2.20     ,3.22     ,0.89     ,0.74     ,5.70     ,6.57     ,3.93     ,5.11     ,3.81     ,1.84     ,1.41     ,2.30     ,4.26
199805     ,8.49     ,0.43     ,2.98     ,5.71     ,4.18     ,3.52     ,3.80     ,4.76     ,5.04     ,2.59     ,4.30     ,9.38     ,5.50     ,4.36     ,6.81     ,4.32     ,2.57    ,-0.06     ,3.22     ,1.12     ,2.21     ,1.27     ,2.75     ,0.93     ,1.97     ,5.13     ,3.05     ,0.73     ,3.80     ,2.61     ,3.11     ,6.85
199806    ,-0.31    ,-6.76    ,-4.07    ,-1.66    ,-2.51    ,-3.66    ,-4.19    ,-3.46    ,-3.17    ,-3.86    ,-3.27    ,-4.74    ,-5.11    ,-3.56    ,-3.85    ,-2.49     ,1.49    ,-0.82     ,0.40     ,2.41    ,-0.73     ,1.32    ,-0.07    ,-0.64    ,-1.92    ,-1.73    ,-0.66     ,7.08    ,-1.37    ,-0.72    ,-4.91    ,-2.53
199807    ,-0.99     ,1.02    ,-0.68    ,-1.38    ,-1.41     ,0.16    ,-1.47    ,-1.23    ,-3.96     ,0.32    ,-1.34     ,0.19    ,-0.90     ,0.53     ,2.06     ,1.11     ,4.02     ,4.08     ,0.51     ,1.47     ,7.12     ,4.50    ,-4.12     ,4.76     ,6.50     ,7.72     ,2.11     ,1.53     ,4.48     ,3.64     ,0.21    ,-1.18
199808   ,-15.69   ,-10.94   ,-11.95   ,-10.22   ,-13.97   ,-10.18   ,-10.57   ,-10.94   ,-10.04   ,-10.38    ,-9.80   ,-13.75    ,-8.61    ,-9.40    ,-7.19    ,-7.82   ,-20.80    ,-7.33    ,-7.99    ,-8.87   ,-17.48    ,-8.88   ,-10.75   ,-10.73   ,-13.86   ,-13.71   ,-13.19   ,-15.44   ,-13.11   ,-17.58   ,-13.65   ,-15.58
199809    ,-3.56    ,-1.71    ,-6.50    ,-4.88    ,-1.43    ,-2.60    ,-4.55    ,-4.54    ,-3.22    ,-2.40    ,-5.69    ,-4.45    ,-1.21    ,-3.85    ,-2.47    ,-6.43    ,-7.56     ,2.80    ,-0.04    ,-4.51     ,1.13    ,-3.13    ,-1.46    ,-5.81    ,-8.39    ,-6.43   ,-10.33     ,4.40    ,-7.19   ,-11.83    ,-5.67   ,-14.62
199810     ,1.06     ,0.20     ,1.22     ,1.49     ,2.06     ,1.89     ,1.88     ,2.46     ,0.62     ,2.77     ,2.66     ,0.67     ,1.18     ,2.68     ,1.27    ,-1.07    ,12.27     ,7.08     ,7.33     ,7.95     ,9.62     ,8.23     ,7.45     ,6.72     ,6.72     ,9.39     ,7.46     ,2.15     ,4.64    ,11.08     ,8.89     ,3.25
199811     ,1.25     ,5.46     ,0.78     ,2.30     ,3.20     ,3.53     ,1.13     ,1.03     ,1.33     ,1.64     ,2.27     ,2.24     ,2.14     ,1.53     ,1.53    ,-1.08     ,3.33    ,-0.17     ,5.67     ,4.78     ,4.06     ,5.33     ,4.27     ,4.49     ,7.52     ,6.42     ,5.21     ,4.67     ,6.49     ,5.18     ,1.85     ,8.29
199812    ,-2.23     ,4.58     ,0.34     ,1.74     ,1.80     ,0.11     ,0.72     ,0.54     ,0.53    ,-0.07     ,0.69     ,0.72     ,0.91     ,0.04    ,-0.22     ,2.66     ,0.83     ,4.25     ,5.76     ,5.44     ,0.79     ,7.30     ,1.22     ,5.06     ,4.99     ,2.99     ,1.30     ,2.16     ,2.92     ,0.87     ,3.32    ,-8.78
199901     ,4.11     ,3.88     ,1.44    ,-0.56     ,4.94    ,-0.85    ,-2.94    ,-1.37     ,0.38    ,-1.12    ,-1.60    ,-3.96    ,-0.57    ,-1.57    ,-4.24    ,-3.98     ,5.88     ,1.17    ,-0.50     ,0.97     ,2.60    ,-1.86    ,-4.93     ,2.26    ,-3.72    ,-0.06    ,-2.64    ,13.68    ,-1.02    ,-0.62    ,-3.12    ,-4.70
199902     ,0.19    ,-1.71    ,-1.75     ,2.35     ,0.20    ,-1.08    ,-0.53    ,-0.37     ,0.07     ,0.49     ,0.56    ,-2.11    ,-0.91     ,1.73    ,-3.18    ,-0.97    ,-0.07    ,-6.42    ,-5.33    ,-1.50    ,-9.18    ,-4.96     ,2.42     ,1.21    ,-3.04    ,-5.53    ,-1.89    ,-0.85    ,-3.02    ,-4.28    ,-0.58     ,3.23
199903     ,3.46    ,-1.36    ,-2.24    ,-0.01    ,-1.46    ,-1.38    ,-0.27    ,-0.27     ,4.16     ,0.73     ,2.33     ,1.83     ,1.86     ,2.15    ,-2.15    ,-1.16     ,1.02    ,-2.73    ,-0.27     ,0.62    ,-0.52    ,-2.97     ,6.25    ,-1.90    ,-2.29    ,-1.40    ,-0.48    ,-3.28     ,4.98     ,3.12    ,-4.77    ,-5.07
199904     ,6.32     ,0.55     ,5.53     ,3.36    ,-0.83     ,1.80     ,4.87     ,4.84     ,3.33     ,4.71     ,4.18     ,8.19     ,5.53     ,4.60     ,2.76     ,1.96     ,6.20    ,-1.95     ,0.82    ,-0.71     ,3.76     ,3.68     ,8.74     ,3.01     ,3.21     ,2.18     ,7.98     ,4.96     ,0.73     ,5.05     ,0.27     ,9.24
199905    ,-1.16     ,3.75    ,-0.29    ,-0.58     ,5.86     ,0.39     ,1.72     ,1.46    ,-0.57     ,0.91     ,0.09     ,0.60     ,1.42     ,1.55     ,0.83    ,-1.67    ,-2.12    ,-5.29    ,-2.45    ,-2.85    ,-8.26    ,-5.89    ,-4.49    ,-3.43    ,-4.53    ,-3.54    ,-2.45     ,1.13    ,-2.71    ,-5.97    ,-3.89    ,-1.86
199906     ,0.59     ,3.23     ,3.83     ,0.78     ,3.66     ,1.16     ,1.42     ,1.30     ,3.74     ,1.60     ,3.18     ,4.09     ,5.15     ,3.86     ,2.19    ,-3.82    ,-0.05    ,-0.97     ,2.11     ,3.90     ,2.54     ,1.48     ,1.71    ,-0.17    ,-0.16     ,1.74     ,4.91     ,3.30     ,0.06     ,4.10     ,0.40     ,0.42
199907     ,7.84     ,7.85     ,4.89     ,3.68     ,6.99     ,5.16     ,4.36     ,5.40     ,4.88     ,3.42     ,3.34     ,1.56     ,5.12     ,4.70     ,3.66     ,1.66    ,-0.04     ,3.00     ,1.04     ,0.24    ,-0.31     ,2.64     ,0.75    ,-0.92     ,1.32    ,-1.09     ,3.41     ,4.40     ,1.19     ,5.46     ,3.97     ,4.11
199908     ,7.60     ,9.75     ,8.34     ,4.68     ,6.08     ,6.80     ,4.03     ,3.65     ,1.69     ,4.89     ,3.29     ,3.11     ,2.60     ,4.12     ,1.28     ,0.52     ,1.70     ,2.96     ,2.24    ,-0.08     ,0.30    ,-0.85     ,1.61     ,2.56     ,2.10     ,2.12     ,1.35     ,2.20     ,0.43     ,2.50     ,2.59    ,-0.56
199909     ,5.86     ,3.66     ,2.72     ,2.70     ,1.65     ,2.80     ,0.17    ,-1.18     ,0.38     ,2.90    ,-1.27    ,-0.97     ,1.01    ,-0.21    ,-1.28    ,-0.95    ,-1.48     ,2.05    ,-1.39     ,1.25     ,2.77    ,-2.32    ,-0.14    ,-1.90     ,2.33    ,-2.13    ,-0.85    ,-2.17    ,-0.53     ,0.04    ,-0.42    ,-3.77
199910     ,5.94     ,9.52     ,1.45     ,1.21     ,3.28     ,0.23    ,-1.66    ,-0.54    ,-1.08     ,1.51    ,-1.20     ,0.04    ,-0.92    ,-1.33    ,-2.94    ,-2.42     ,3.08     ,2.71     ,7.39     ,5.02     ,1.57     ,4.26    ,-1.18     ,4.89     ,2.64     ,0.87    ,-0.59     ,0.91    ,-1.89    ,-3.42     ,0.88    ,-4.63
199911    ,21.38     ,5.08     ,2.34     ,5.68    ,14.42    ,-0.73    ,-0.11    ,-1.80     ,0.09    ,-1.74    ,-1.84    ,-1.53     ,1.40    ,-1.02    ,-4.48    ,-3.95     ,6.79     ,4.10     ,2.51     ,6.97    ,-1.67     ,2.22    ,-2.87    ,12.03    ,-0.01    ,-0.81     ,3.78    ,-4.98     ,1.97    ,-2.88    ,-3.45    ,-1.66
199912     ,9.61     ,4.75     ,8.17     ,8.15     ,6.74    ,-0.22     ,3.49     ,3.12     ,5.58    ,-0.47     ,2.28     ,6.10     ,4.06     ,2.09     ,3.00     ,0.60    ,14.48     ,5.57    ,15.44    ,11.30     ,4.29     ,5.44     ,3.86    ,19.17     ,6.03     ,4.99     ,9.23     ,9.68     ,8.11     ,9.10    ,13.58    ,15.32
200001    ,16.18    ,-1.09     ,2.53     ,2.65     ,7.57    ,-0.23    ,-4.00    ,-1.92    ,-2.26    ,-3.05    ,-3.14     ,2.49    ,-1.96    ,-1.53    ,-3.45     ,1.73    ,-6.16   ,-13.29    ,-5.28    ,-5.07    ,-5.97    ,-9.97   ,-13.13    ,-3.25   ,-10.50   ,-10.41    ,-7.85   ,-11.33    ,-7.55   ,-12.24    ,-8.72    ,-1.93
200002    ,23.42    ,12.28     ,8.44    ,10.37    ,17.72     ,2.09     ,2.41    ,-0.62     ,6.50    ,-1.06    ,-1.55     ,4.40     ,0.42    ,-1.32     ,0.80    ,-1.64     ,3.77     ,5.15    ,10.83     ,6.35     ,8.42     ,4.28    ,-0.39    ,16.92     ,2.63     ,0.97     ,7.43    ,-2.74     ,4.36    ,-4.88     ,1.32     ,7.53
200003    ,-6.44    ,-9.08    ,-5.60    ,-5.70    ,-9.39     ,0.74    ,-1.64    ,-0.61    ,-4.59    ,-1.49     ,1.03    ,-0.42     ,0.83    ,-0.63    ,-0.46    ,-0.71    ,-7.45     ,0.95    ,-3.24     ,2.60    ,10.90     ,7.25     ,6.11    ,-4.03     ,6.74     ,5.71     ,0.39    ,-4.73     ,1.42     ,2.63    ,-5.16     ,0.32
200004   ,-20.26   ,-12.08   ,-13.76   ,-10.88   ,-15.63    ,-6.90    ,-5.61    ,-4.37    ,-7.89    ,-4.82    ,-4.77    ,-5.85    ,-7.78    ,-4.42     ,0.51    ,-6.03    ,-6.45    ,-1.26    ,-1.21    ,-5.65    ,-5.93    ,-4.78    ,-4.31   ,-11.73    ,-2.30    ,-1.94    ,-1.27     ,3.15    ,-1.94     ,0.88    ,-0.87    ,-7.86
200005    ,-5.32     ,0.52    ,-0.73    ,-1.50    ,-7.54     ,4.92     ,5.29     ,2.64     ,3.46     ,7.05     ,4.38     ,3.52     ,3.15     ,3.69     ,1.40     ,8.19    ,-5.17     ,1.52    ,-1.09    ,-3.60    ,-1.03     ,5.43     ,5.42    ,-2.16     ,6.05     ,3.78     ,2.86    ,-1.86     ,3.08     ,3.33     ,4.58     ,2.42
200006     ,5.53    ,-1.61    ,-0.77     ,0.64     ,1.75    ,-0.98     ,1.67     ,2.88     ,4.47     ,1.51     ,3.95     ,5.86     ,3.23     ,2.75     ,1.54     ,2.23    ,-0.38     ,2.39     ,1.54    ,-1.98     ,2.78     ,0.22     ,3.58    ,-2.53     ,9.31     ,2.27     ,1.02     ,2.44     ,4.16     ,2.20     ,2.77     ,5.89
200007    ,-3.16    ,-3.41    ,-2.13    ,-2.23    ,-1.46    ,-0.87    ,-1.15    ,-0.10    ,-1.15    ,-0.94    ,-1.43    ,-0.28     ,0.33    ,-1.74    ,-0.93     ,4.84     ,1.96    ,-1.66     ,0.90    ,-5.10    ,-0.23     ,1.08    ,-4.52    ,-0.88     ,1.34    ,-0.78    ,-0.52     ,5.31    ,-1.69     ,0.46     ,0.33     ,0.90
200008     ,1.81    ,-3.90    ,-3.95     ,0.44    ,-2.22    ,-3.80    ,-1.49    ,-0.25     ,2.23    ,-0.10    ,-0.60    ,-1.32     ,1.45     ,1.53    ,-0.23    ,-0.10     ,8.58    ,-3.59     ,0.22    ,-2.11    ,-2.35     ,1.95    ,-0.28    ,-1.26    ,-4.87    ,-1.41    ,-2.57    ,-4.09     ,0.51    ,-2.96    ,-4.44    ,-3.86
200009    ,-7.49    ,-3.22    ,-1.60    ,-1.55    ,-3.25    ,-2.86    ,-2.56    ,-1.79    ,-0.77    ,-1.46    ,-1.84    ,-0.67    ,-1.13    ,-0.82    ,-1.02    ,-1.51   ,-14.04    ,-6.54    ,-9.41    ,-3.84    ,-3.77    ,-4.73    ,-2.92    ,-2.55    ,-2.37    ,-5.78    ,-0.07    ,-6.49    ,-2.68     ,0.16    ,-3.85    ,-2.58
200010   ,-17.89   ,-13.30   ,-13.59    ,-8.44    ,-8.37    ,-7.90    ,-5.07    ,-3.73    ,-4.89    ,-4.20    ,-3.44    ,-2.57    ,-3.95    ,-2.33    ,-4.23    ,-2.44    ,-9.82    ,-6.61    ,-8.21    ,-2.63    ,-2.92    ,-2.52    ,-0.63     ,3.19     ,1.26    ,-0.37    ,-0.20     ,5.93    ,-0.75     ,0.03     ,2.48    ,-2.47
200011   ,-21.17   ,-15.61   ,-12.97    ,-6.29   ,-10.16    ,-5.81     ,0.78     ,0.22    ,-2.63     ,0.69     ,1.37     ,4.23     ,0.93     ,1.82     ,2.63     ,5.67   ,-25.11    ,-9.33   ,-11.87    ,-5.40    ,-0.15    ,-2.64    ,-3.48    ,-2.79     ,1.74    ,-0.70     ,1.40    ,-8.64     ,2.78     ,6.89    ,-2.02     ,1.63
200012     ,2.22     ,5.92     ,6.93     ,6.24     ,6.38     ,6.11     ,6.90     ,7.85     ,6.58     ,7.16     ,7.53     ,7.07     ,7.20     ,7.77     ,8.28     ,7.37     ,4.26     ,1.86     ,3.13     ,3.01     ,9.37     ,8.01     ,4.99     ,5.94     ,7.39     ,9.90     ,8.22     ,7.88     ,7.61     ,8.13     ,3.87     ,8.88
200101     ,1.95    ,-0.32    ,-1.16     ,1.63     ,2.38     ,2.53     ,2.15     ,2.80     ,0.13     ,3.47     ,3.09     ,4.46     ,4.50     ,3.97     ,5.13     ,2.74    ,11.80     ,3.06     ,3.24    ,-4.34    ,-3.29     ,2.09     ,1.65     ,3.64    ,-1.85     ,2.00    ,-1.31     ,0.18    ,-0.87    ,-1.70     ,1.71    ,-4.40
200102   ,-14.53    ,-8.21    ,-9.02    ,-5.43    ,-6.64    ,-2.93    ,-3.58    ,-2.40    ,-1.45    ,-0.88    ,-0.16     ,0.05    ,-1.32     ,2.76     ,1.29    ,-5.58   ,-23.19   ,-15.11   ,-16.99   ,-17.61    ,-1.10    ,-8.61    ,-6.21    ,-8.32    ,-4.23    ,-6.94    ,-1.07   ,-10.28    ,-2.00    ,-2.54    ,-1.83     ,0.55
