Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP
199704  ,-4.05  ,-3.28  ,-4.53  ,-5.23  ,-7.02  ,-2.91  ,-3.38  ,-3.57  ,-3.49  ,-1.44  ,-1.60   ,0.33  ,-1.14  ,-0.73   ,0.80  ,-0.08   ,1.66   ,1.88   ,0.46   ,2.03  ,-0.66   ,2.57   ,3.98   ,5.22   ,2.45
199705  ,17.96  ,16.28  ,14.64  ,16.13  ,14.75  ,18.92  ,17.76  ,14.34  ,15.77  ,12.91  ,19.11  ,15.34  ,16.69  ,13.75  ,16.61  ,17.09  ,14.46  ,13.77  ,13.10  ,14.04  ,13.82  ,13.12  ,12.88   ,8.47  ,16.01
199706   ,4.09   ,2.43   ,4.30   ,3.25   ,3.57   ,0.58   ,2.52   ,2.88   ,3.88   ,5.35   ,1.50   ,1.56   ,3.60   ,4.20   ,2.83   ,2.61   ,2.23   ,2.43   ,4.45   ,4.24  ,10.84  ,11.09   ,4.63   ,5.21   ,3.77
199707 ,-13.26 ,-11.38 ,-10.55 ,-10.25 ,-10.71 ,-12.94 ,-10.87 ,-10.72 ,-10.35 ,-11.45 ,-10.85  ,-8.91  ,-9.09  ,-6.90  ,-5.48 ,-11.47  ,-5.85  ,-4.48  ,-6.73  ,-5.13  ,-8.62  ,-4.91  ,-0.06   ,0.18   ,0.20
199708  ,-8.85  ,-9.31 ,-10.08 ,-11.62  ,-9.74 ,-10.41 ,-10.46 ,-10.62 ,-10.60 ,-10.32 ,-12.24 ,-12.09 ,-10.89 ,-12.48 ,-12.42 ,-13.28 ,-10.40  ,-9.38  ,-9.87 ,-12.53  ,-5.78  ,-6.27 ,-11.21 ,-10.13 ,-10.13
199709 ,-17.00 ,-12.49 ,-12.72 ,-13.72 ,-14.84 ,-15.23 ,-12.78 ,-10.80 ,-11.86 ,-14.29 ,-15.62 ,-11.47  ,-9.96  ,-8.78 ,-10.09 ,-11.48  ,-6.22  ,-5.55  ,-5.55  ,-5.27  ,-3.52  ,-1.52   ,5.54  ,-0.48  ,-0.66
199710   ,0.55  ,-3.01  ,-0.98  ,-1.59   ,0.09   ,1.55  ,-1.48  ,-1.67  ,-0.91   ,0.79   ,2.21   ,0.94  ,-1.76  ,-0.60   ,1.11  ,-1.01  ,-2.77  ,-1.65  ,-1.53  ,-0.98 ,-20.03  ,-5.96  ,-8.05  ,-6.15  ,-7.23
199711 ,-19.62 ,-16.35 ,-17.95 ,-16.55 ,-16.50 ,-19.58 ,-19.00 ,-15.63 ,-17.51 ,-16.81 ,-19.19 ,-15.52 ,-13.11 ,-14.09 ,-15.80 ,-16.91 ,-11.32 ,-10.22 ,-13.56 ,-12.48  ,-8.75  ,-7.62  ,-3.58  ,-6.06  ,-4.59
199712 ,-16.11 ,-13.00 ,-12.22 ,-12.77 ,-12.67 ,-15.56 ,-13.59 ,-13.54 ,-13.35 ,-17.54 ,-15.44 ,-13.85 ,-11.85 ,-13.87 ,-15.47 ,-16.29 ,-15.29 ,-14.22 ,-13.28 ,-13.59 ,-11.88  ,-5.42  ,-4.49  ,-4.52  ,-4.35
199801  ,27.22  ,24.70  ,22.42  ,23.21  ,20.43  ,29.02  ,21.60  ,22.34  ,21.13  ,26.54  ,25.03  ,20.36  ,15.12  ,20.05  ,22.64  ,24.01  ,14.25  ,14.51  ,17.76  ,16.34  ,17.09   ,7.16   ,6.28   ,6.98   ,8.03
199802   ,7.07   ,5.81   ,3.26   ,3.50   ,2.23   ,8.63   ,6.31   ,4.23   ,4.52   ,4.85   ,6.19   ,6.17   ,3.59   ,3.12   ,3.37   ,4.88   ,3.17   ,1.66   ,2.06   ,2.71   ,3.78   ,1.38  ,-0.73  ,-1.78   ,0.18
199803 ,-10.64  ,-7.61  ,-6.91  ,-8.62  ,-7.81 ,-10.70  ,-7.07  ,-7.23  ,-8.23  ,-9.31  ,-8.44  ,-8.12  ,-6.37  ,-5.74  ,-9.50  ,-8.87  ,-6.10  ,-4.83  ,-4.03  ,-4.23 ,-14.14  ,-2.65  ,-3.98  ,-4.37  ,-6.41
199804  ,-6.01  ,-6.87  ,-4.37  ,-5.46  ,-4.74  ,-6.26  ,-4.14  ,-4.36  ,-5.42  ,-5.98  ,-2.96  ,-1.99  ,-2.38  ,-2.19  ,-2.02  ,-5.47  ,-2.94  ,-3.81  ,-3.93  ,-3.52  ,-4.82  ,-0.98  ,-2.04  ,-2.52   ,1.52
199805  ,-4.27  ,-3.72  ,-5.16  ,-4.43  ,-4.41  ,-4.85  ,-3.16  ,-5.39  ,-3.63  ,-2.95  ,-3.43  ,-3.75  ,-3.08  ,-3.64  ,-4.36  ,-2.81  ,-3.08  ,-2.31  ,-2.68  ,-1.43  ,-6.59  ,-4.01  ,-4.54  ,-5.38  ,-4.24
199806   ,1.22   ,0.61   ,0.94   ,1.18  ,-0.15   ,1.32   ,1.75   ,2.76  ,-0.16   ,3.36  ,-0.48   ,2.33   ,1.09  ,-0.11  ,-1.28   ,1.79  ,-0.11   ,2.02   ,1.49   ,0.74  ,-0.22   ,1.83   ,2.86  ,-0.19  ,-0.26
199807  ,-2.35  ,-1.88  ,-1.86  ,-0.60  ,-2.33  ,-2.20  ,-0.08  ,-2.10  ,-1.23  ,-2.88  ,-0.32  ,-2.64  ,-0.21  ,-0.89   ,0.75  ,-2.11  ,-3.02  ,-0.92   ,0.08  ,-0.34  ,-7.20  ,-0.98  ,-0.24  ,-2.07   ,2.00
199808 ,-10.15  ,-6.64  ,-7.58  ,-6.30  ,-7.79 ,-10.90  ,-8.96  ,-8.80  ,-4.85  ,-7.85  ,-8.34  ,-4.66  ,-5.60  ,-6.80  ,-7.85  ,-6.33  ,-4.20  ,-5.33  ,-6.04  ,-7.70 ,-19.05  ,-5.47  ,-7.43  ,-8.28  ,-7.88
199809  ,-7.99  ,-5.98  ,-4.89  ,-5.62  ,-6.30  ,-8.68  ,-5.65  ,-6.02  ,-3.20  ,-5.98  ,-4.81  ,-3.15  ,-4.06  ,-4.79  ,-6.35  ,-7.37   ,1.10  ,-2.43  ,-1.54  ,-4.56  ,-8.55  ,-1.21  ,-2.13  ,-0.55  ,-3.43
199810  ,15.90  ,13.47  ,12.80  ,13.63  ,12.65  ,16.10  ,12.08  ,12.37  ,10.90  ,12.32  ,12.91  ,13.24   ,7.61  ,14.58  ,15.63  ,14.99  ,14.28  ,13.87  ,18.73  ,13.75  ,34.62  ,18.44  ,16.27  ,13.93  ,11.97
199811   ,6.78   ,3.81   ,4.25   ,3.14   ,8.61   ,9.80   ,6.97   ,6.08   ,5.70   ,7.28   ,5.02   ,1.71   ,6.54   ,3.25   ,4.42   ,4.49  ,-1.41   ,3.50   ,0.28   ,3.91   ,8.81   ,0.48   ,3.29   ,4.79   ,2.92
199812  ,-0.23   ,5.60   ,5.54   ,3.61   ,4.82  ,-2.46   ,1.29   ,3.61   ,6.77   ,4.32   ,1.93   ,3.43   ,4.53   ,4.75   ,2.12   ,2.77   ,5.04   ,5.25   ,7.27   ,3.78  ,-6.71   ,4.70   ,6.95   ,6.74   ,3.01
199901  ,-0.24  ,-2.00  ,-1.78  ,-0.28  ,-0.03   ,0.10  ,-0.43   ,0.27   ,0.81   ,0.74   ,1.62   ,0.30   ,1.67   ,3.28   ,1.88   ,1.78  ,-0.26  ,-1.08   ,0.78   ,0.95  ,10.14  ,-3.42  ,-0.83  ,-1.58   ,1.76
199902  ,-0.00   ,1.10   ,3.42   ,0.79   ,7.42  ,-2.20  ,-1.96  ,-1.85   ,2.66   ,5.17  ,-1.87  ,-3.88  ,-3.00  ,-2.48  ,-0.65  ,-4.74  ,-4.90  ,-5.40  ,-0.66  ,-0.91  ,-0.85  ,-4.53  ,-2.86  ,-4.11  ,-1.11
199903  ,15.51  ,13.76  ,16.62  ,13.43  ,21.35  ,14.92  ,13.80  ,13.17  ,14.69  ,16.53  ,21.08   ,6.55   ,8.82  ,12.84  ,12.49  ,13.40   ,8.35  ,12.93  ,15.54  ,13.09  ,17.67  ,10.84  ,13.71  ,13.21  ,14.28
199904  ,15.82  ,11.14  ,10.99  ,10.82  ,13.50  ,13.85   ,8.91   ,6.45   ,8.66  ,10.20   ,9.64   ,5.06   ,7.81   ,7.63  ,12.13   ,4.89  ,-1.01   ,3.03   ,7.46   ,6.62   ,7.57   ,2.50   ,3.60   ,0.48   ,5.43
199905  ,-6.34  ,-6.63  ,-5.19  ,-5.59  ,-6.94  ,-6.12  ,-5.56  ,-5.11  ,-3.38  ,-4.71  ,-6.70  ,-3.76  ,-4.38  ,-4.48  ,-1.91  ,-4.75  ,-1.87  ,-3.14  ,-5.22  ,-2.57  ,-9.63  ,-2.11  ,-5.70  ,-3.52  ,-3.99
199906  ,16.72  ,16.07  ,19.64  ,20.30  ,25.63  ,11.32  ,14.94  ,14.05  ,30.93  ,26.32  ,13.43   ,7.34   ,9.42  ,12.71  ,18.55   ,7.00   ,3.26   ,6.60  ,16.86   ,8.53   ,7.40   ,7.43   ,9.22  ,11.00  ,12.68
199907  ,10.12   ,8.65   ,8.24   ,9.73   ,7.40   ,6.39   ,6.27   ,4.37   ,5.63   ,7.97   ,9.47   ,6.03   ,6.28   ,6.67   ,8.21  ,11.81   ,6.53   ,6.93  ,10.97   ,7.14  ,12.23   ,8.72   ,9.17   ,9.82  ,13.20
199908   ,3.07   ,3.66   ,1.87   ,3.30   ,3.37   ,0.97   ,3.80   ,4.56   ,3.48   ,5.68   ,2.54   ,3.87   ,4.73   ,5.94  ,13.44   ,6.34   ,2.06   ,1.44   ,9.95   ,7.01  ,12.19  ,-1.92   ,1.43   ,3.83  ,-0.54
199909  ,-1.18   ,2.73   ,3.08   ,4.74  ,-1.03   ,1.14   ,3.88   ,6.54   ,7.81   ,6.53   ,3.78   ,3.37   ,5.09   ,2.22   ,8.00   ,7.78   ,2.11   ,6.18   ,5.56   ,6.84  ,10.38   ,2.22   ,7.18   ,7.52   ,9.68
199910  ,-0.97   ,1.13  ,-1.53   ,1.62   ,0.90  ,-1.20  ,-3.18  ,-1.26  ,-2.00   ,0.06  ,-1.61  ,-2.10  ,-1.85  ,-0.15   ,4.62   ,4.25  ,-1.94  ,-2.28  ,-1.43   ,1.87  ,10.60   ,1.16   ,7.97   ,7.37  ,11.63
199911  ,-4.17  ,-2.96  ,-4.61  ,-4.05  ,-2.66  ,-2.72  ,-1.83   ,0.41  ,-2.27  ,-3.23  ,-3.79  ,-4.94  ,-0.74   ,1.44   ,0.89   ,6.89  ,-1.07  ,-2.02   ,7.93   ,1.82  ,-0.76   ,3.82   ,5.28  ,17.20  ,14.40
199912  ,-6.38  ,-7.32  ,-7.73  ,-5.68  ,-7.26  ,-5.00  ,-5.50 ,-10.85  ,-8.82 ,-11.62  ,-5.83  ,-5.46  ,-4.66  ,-4.05  ,-6.60   ,1.16  ,-4.40  ,-2.99   ,1.60  ,-4.29  ,-3.41   ,2.83  ,10.48  ,10.34   ,7.33
200001  ,-0.42  ,-0.14  ,-1.66  ,-3.62  ,-1.83  ,-0.53  ,-3.40  ,-0.54   ,0.39  ,-0.12   ,1.10  ,-1.95  ,-2.02   ,1.02   ,2.76  ,-6.73  ,-1.99   ,2.25  ,-1.27   ,2.03   ,0.60  ,-3.21  ,-5.55  ,-6.78  ,-8.93
200002  ,-1.44  ,-3.77  ,-1.93  ,-2.87  ,-1.59  ,-4.35  ,-1.06  ,-6.52  ,-3.17  ,-4.27  ,-2.42  ,-3.90  ,-1.31   ,0.99  ,12.84  ,-0.75  ,-7.71  ,-6.41   ,0.87   ,2.67   ,1.66  ,-3.95  ,-1.83  ,-8.38   ,3.89
200003  ,10.06   ,7.56   ,7.35   ,8.19  ,12.22  ,13.37  ,11.03   ,7.55   ,7.13   ,9.25  ,12.05  ,13.72   ,5.38   ,6.40   ,5.50   ,0.15   ,7.37   ,8.92  ,-2.42   ,4.04   ,3.86   ,5.85   ,7.85   ,9.86   ,5.55
200004 ,-12.28  ,-9.13 ,-11.00 ,-10.27 ,-10.52 ,-13.68 ,-11.13 ,-11.12  ,-8.98  ,-8.62 ,-12.36  ,-6.69  ,-7.60  ,-7.36 ,-11.81 ,-11.76  ,-4.37  ,-2.67  ,-9.66  ,-5.48 ,-13.30  ,-2.63  ,-4.37  ,-5.96 ,-11.55
200005   ,1.64   ,1.63   ,1.50   ,0.83   ,3.33   ,0.48   ,1.68   ,4.13   ,1.48   ,0.60   ,2.18   ,3.41   ,1.63   ,4.96  ,-5.82  ,-5.24   ,8.44   ,3.52  ,-1.30  ,-3.36 ,-10.07  ,-0.13  ,-3.50 ,-11.66 ,-11.50
200006  ,11.17  ,11.67   ,9.46   ,9.33   ,9.42  ,14.24  ,13.26  ,10.22   ,8.03   ,8.42  ,10.11  ,10.58  ,12.90  ,11.62   ,5.64  ,11.38  ,10.05   ,6.68   ,9.75  ,10.17  ,-0.46   ,6.14   ,6.94   ,5.96   ,6.28
200007 ,-10.75  ,-7.32  ,-8.37  ,-6.94  ,-9.81 ,-11.74 ,-10.19  ,-9.87 ,-11.07 ,-13.29 ,-11.19 ,-11.28 ,-14.14 ,-13.14 ,-14.79 ,-13.33 ,-10.74 ,-11.79 ,-13.00 ,-14.23 ,-18.09 ,-10.29 ,-13.45 ,-10.36  ,-9.58
200008   ,5.34   ,4.05   ,4.86   ,3.98   ,5.28   ,8.97   ,7.26   ,7.01  ,10.22   ,7.07   ,8.40   ,7.68   ,7.45   ,9.49   ,5.39  ,12.29   ,5.86   ,7.71   ,3.88   ,5.62  ,20.47   ,7.43   ,7.06   ,2.35   ,4.51
200009  ,-5.21  ,-3.39  ,-3.58  ,-4.37  ,-5.66  ,-5.45  ,-3.42  ,-4.80  ,-4.17  ,-6.11  ,-5.32  ,-4.07  ,-5.83  ,-5.55  ,-6.03  ,-1.35  ,-2.72  ,-1.71  ,-3.88  ,-3.44  ,-5.10  ,-4.15  ,-4.36  ,-4.81  ,-3.97
200010 ,-10.22  ,-8.00  ,-7.95 ,-10.37  ,-9.01 ,-10.44  ,-9.03  ,-7.53 ,-10.38 ,-11.39  ,-9.23  ,-8.03 ,-12.91  ,-4.33 ,-11.77 ,-10.08  ,-4.57  ,-3.36  ,-5.73  ,-9.59  ,-5.39  ,-5.36  ,-6.48  ,-4.62  ,-9.39
200011   ,0.20   ,0.22  ,-1.00  ,-1.24   ,1.89   ,2.92  ,-0.37  ,-0.36  ,-0.91  ,-0.65   ,1.13   ,1.93  ,-0.01   ,3.38  ,-4.96  ,-0.42  ,-1.12   ,0.28  ,-0.39  ,-2.30 ,-10.18  ,-4.00  ,-0.80  ,-2.02  ,-2.09
200012  ,-7.80  ,-6.49  ,-6.42  ,-4.66  ,-8.05  ,-8.60  ,-8.00  ,-6.94  ,-8.51  ,-9.83  ,-6.94  ,-8.14  ,-6.19 ,-11.12  ,-7.68  ,-6.53  ,-5.52  ,-6.60  ,-5.11  ,-8.62  ,-7.18  ,-7.67  ,-4.63  ,-9.14 ,-15.38
200101  ,-0.31  ,-2.18  ,-0.15   ,0.20   ,3.53  ,-1.15  ,-0.54  ,-2.04  ,-0.35   ,1.55  ,-2.41  ,-0.71   ,1.50  ,-0.58   ,1.27  ,-1.69  ,-2.06  ,-3.85  ,-4.14  ,-0.77   ,1.60  ,-3.37  ,-3.57   ,0.61   ,2.51
200102   ,2.41   ,2.71   ,1.97   ,3.98   ,2.98   ,1.78   ,1.95   ,3.28  ,-0.05   ,7.51  ,-1.27  ,-1.00  ,-0.38  ,-0.35   ,1.49  ,-2.78  ,-2.79  ,-3.57  ,-0.66  ,-2.79  ,-2.33  ,-5.46 ,-10.56  ,-8.24  ,-6.35
200103  ,-0.94  ,-3.67  ,-2.16  ,-2.55  ,-6.39  ,-1.95  ,-4.38  ,-3.41  ,-2.83  ,-0.94  ,-3.53  ,-4.25  ,-3.93  ,-2.49  ,-4.48  ,-4.32  ,-3.38  ,-2.23  ,-3.63  ,-3.20 ,-10.22  ,-4.58  ,-3.55  ,-2.01  ,-2.82
200104  ,11.60  ,10.15  ,10.24   ,8.84  ,11.83  ,12.54  ,12.64  ,11.71   ,9.56  ,10.72   ,9.63   ,9.56  ,15.21   ,6.91  ,10.04   ,8.15  ,12.24  ,11.91  ,14.11  ,12.63  ,12.68   ,8.38   ,7.76   ,6.14   ,8.98
200105   ,0.84   ,2.36   ,2.62   ,3.34   ,4.83   ,0.27   ,3.56   ,1.61   ,2.40   ,8.13   ,0.00   ,4.28   ,0.67   ,4.01   ,2.62   ,1.30   ,0.14   ,0.07  ,-0.69  ,-0.01  ,-4.19   ,3.58   ,1.02  ,-0.16  ,-1.29
200106  ,-2.68  ,-1.75  ,-1.54  ,-2.32  ,-3.09   ,0.02  ,-1.90   ,0.32  ,-2.65  ,-2.20  ,-0.95  ,-2.42  ,-1.69  ,-4.31  ,-5.40  ,-4.12  ,-1.59  ,-4.79  ,-1.78  ,-5.05  ,-4.70  ,-4.07  ,-5.23  ,-6.02  ,-7.58
200107  ,-6.84  ,-6.93  ,-6.05  ,-6.95  ,-7.92  ,-8.52  ,-7.80  ,-7.11  ,-9.84  ,-9.17  ,-6.66  ,-7.93  ,-6.63  ,-6.07  ,-6.17  ,-7.79  ,-5.65  ,-3.70  ,-8.67  ,-5.89  ,-8.06  ,-7.12  ,-9.59  ,-7.86 ,-10.06
200108   ,3.39   ,3.19   ,3.34   ,4.56   ,2.46   ,3.62   ,3.12   ,1.73   ,0.74   ,2.26   ,1.13   ,0.45   ,0.24  ,-0.54   ,1.60  ,-0.90  ,-1.58  ,-0.38   ,0.73  ,-4.19   ,4.13  ,-0.92  ,-6.00  ,-5.06  ,-3.95
200109  ,-9.11  ,-7.61  ,-8.38  ,-8.90  ,-9.57  ,-9.22  ,-8.12  ,-9.74  ,-9.86 ,-10.17  ,-5.96  ,-6.82  ,-6.82  ,-6.39 ,-10.89  ,-7.54  ,-6.04  ,-8.42  ,-8.24  ,-7.76 ,-11.91  ,-8.24  ,-9.72  ,-9.16  ,-2.28
200110   ,1.98   ,1.87   ,1.31   ,3.05   ,5.67   ,2.37   ,1.87   ,5.78   ,6.68   ,4.41   ,0.53  ,-1.37   ,3.01   ,3.28   ,3.06   ,0.22   ,0.88   ,2.36   ,2.62   ,1.22  ,-0.15   ,1.65   ,2.39   ,3.56  ,-0.80
200111  ,-5.46  ,-5.06  ,-4.79  ,-4.60  ,-3.72  ,-6.30  ,-4.27  ,-6.28  ,-7.23  ,-6.28  ,-4.59  ,-4.31  ,-3.56  ,-5.70  ,-4.80  ,-3.41  ,-4.22  ,-4.29  ,-2.89  ,-5.73  ,-3.59  ,-2.17   ,4.69   ,2.20  ,-3.66
200112 ,-12.27 ,-11.59  ,-8.49  ,-9.77 ,-11.55 ,-10.55  ,-9.55 ,-10.35 ,-12.31 ,-10.39  ,-8.36  ,-9.74 ,-10.60  ,-8.26  ,-9.97  ,-9.50  ,-7.81  ,-8.95  ,-9.12 ,-10.95  ,-6.58  ,-6.04  ,-5.20  ,-6.79  ,-9.68
200201  ,-3.27  ,-4.01  ,-3.61  ,-4.24  ,-3.03  ,-5.39  ,-6.38  ,-7.02  ,-3.89  ,-2.12  ,-6.02  ,-6.51  ,-6.24  ,-7.64  ,-7.95  ,-5.45  ,-9.52  ,-6.89  ,-5.51  ,-5.44  ,-7.62  ,-6.84  ,-7.50  ,-8.33  ,-9.07
200202   ,5.87   ,7.23   ,3.62   ,3.37   ,3.13   ,9.58   ,7.43   ,6.37   ,7.40   ,2.92   ,8.63   ,8.02   ,8.07   ,2.96   ,7.31   ,5.70   ,5.43   ,4.76   ,6.57   ,3.88   ,3.11   ,6.05   ,5.74   ,5.55   ,3.59
200203   ,3.85   ,2.46   ,5.17   ,5.73   ,5.03   ,1.69   ,2.19   ,5.91   ,4.64   ,4.55   ,2.05   ,1.23   ,6.24   ,3.43   ,2.68   ,3.00   ,5.76   ,5.00   ,5.32   ,9.33   ,4.29   ,3.76   ,4.89   ,3.15  ,10.90
200204   ,4.77   ,4.01   ,3.41   ,5.21   ,7.01   ,6.09   ,6.15   ,5.76   ,8.45   ,7.41   ,4.16   ,5.50   ,6.39   ,6.09   ,6.71   ,7.08   ,3.47   ,6.67   ,5.98   ,7.63   ,7.78   ,4.27   ,5.52   ,8.51   ,2.67
200205   ,8.99   ,8.72   ,8.85  ,10.90   ,9.35   ,9.05   ,8.62  ,11.47   ,8.60   ,9.97  ,10.60   ,8.12  ,10.13   ,9.46  ,12.82   ,9.25  ,11.18  ,10.72   ,8.53   ,9.57   ,8.72   ,6.71   ,4.06   ,6.11   ,7.35
200206  ,-2.19  ,-1.95   ,0.65  ,-1.06  ,-0.13  ,-3.10  ,-2.87  ,-2.47  ,-3.20  ,-3.57  ,-2.38  ,-2.75  ,-3.68  ,-3.01  ,-3.40  ,-3.58  ,-3.07  ,-3.98  ,-4.19  ,-3.65  ,-7.10  ,-4.20  ,-4.51  ,-5.71  ,-5.04
200207  ,-1.71  ,-1.27  ,-1.77  ,-2.24  ,-3.61  ,-1.69  ,-1.63  ,-0.75  ,-2.88  ,-2.50  ,-2.31  ,-2.44  ,-2.03  ,-3.14  ,-1.76  ,-5.07  ,-4.79  ,-5.46  ,-4.99  ,-5.03  ,-9.92  ,-5.67  ,-8.27  ,-6.38  ,-5.47
200208  ,-1.72  ,-1.03  ,-1.84  ,-1.85  ,-3.94  ,-2.46   ,0.03  ,-2.34  ,-1.52  ,-0.74  ,-1.05  ,-1.08  ,-0.20  ,-3.49  ,-3.25  ,-0.24  ,-1.64  ,-2.40  ,-3.06  ,-2.66   ,0.28  ,-1.94  ,-0.51  ,-0.48  ,-2.03
200209  ,-5.79  ,-3.71  ,-5.00  ,-5.90  ,-6.67  ,-4.18  ,-3.54  ,-5.44  ,-5.33  ,-5.83  ,-0.37  ,-2.25  ,-4.89  ,-2.90  ,-4.19  ,-0.66  ,-5.53  ,-4.79  ,-4.69  ,-4.58  ,-3.29  ,-1.19  ,-3.38  ,-5.31  ,-9.86
200210  ,-7.70  ,-6.24  ,-7.37  ,-7.24  ,-9.12  ,-8.15  ,-6.50  ,-8.51  ,-7.90  ,-9.26  ,-4.98  ,-5.79  ,-8.19  ,-9.94 ,-12.47  ,-4.09  ,-7.60  ,-8.05  ,-8.65 ,-10.55 ,-11.63  ,-8.75  ,-6.30  ,-7.43  ,-0.96
200211  ,-3.96  ,-4.10  ,-4.31  ,-2.80  ,-6.01  ,-1.47  ,-0.23  ,-0.66  ,-1.53  ,-3.13  ,-1.17  ,-0.36   ,0.16   ,0.88  ,-1.92  ,-1.14   ,2.10   ,1.83   ,3.38   ,4.01   ,5.86   ,0.14   ,5.85   ,2.85   ,6.33
200212  ,-0.37   ,0.69   ,2.25   ,2.35  ,-1.15  ,-0.75   ,2.33  ,-2.09  ,-1.33  ,-1.12  ,-1.20   ,2.37  ,-2.71  ,-1.59  ,-1.96   ,1.05  ,-2.56  ,-2.64  ,-1.77  ,-2.69  ,-1.31  ,-2.79  ,-1.95  ,-3.53  ,-3.27
200301   ,3.20   ,2.52   ,2.32   ,3.76   ,2.96   ,1.44  ,-0.73  ,-0.03   ,1.60  ,-0.12  ,-2.92  ,-2.04  ,-2.39  ,-1.85  ,-0.69  ,-3.05  ,-3.03  ,-2.48  ,-4.70  ,-0.72  ,-3.95  ,-3.04  ,-5.39  ,-5.88  ,-2.12
200302   ,6.87   ,8.12   ,6.93   ,4.46   ,4.21   ,6.83   ,6.12   ,5.03   ,3.69   ,6.58   ,6.34   ,2.95   ,4.74   ,2.05   ,4.98   ,3.65   ,5.09   ,3.77   ,3.67   ,4.57   ,2.06  ,-2.04  ,-0.04   ,0.48   ,1.94
200303   ,0.52   ,1.20   ,0.64   ,0.61   ,0.34   ,2.38   ,1.71   ,0.79  ,-0.32   ,2.56   ,0.09   ,0.11  ,-2.38  ,-2.20  ,-0.39   ,0.73  ,-1.93   ,1.62  ,-1.05  ,-1.35  ,-4.60  ,-4.56  ,-4.81  ,-2.20  ,-3.19
200304   ,4.33   ,5.47   ,7.50   ,5.17   ,6.20   ,2.12   ,3.68   ,4.92   ,4.86   ,6.76   ,2.02   ,3.14   ,4.66   ,6.45   ,4.90   ,3.65   ,1.82   ,1.70   ,1.16   ,3.14  ,-0.63  ,-3.97  ,-3.34   ,1.11   ,5.42
200305   ,8.77   ,6.70   ,5.99   ,9.85  ,10.83   ,7.13   ,4.38   ,4.70   ,4.26   ,8.90   ,3.02   ,4.11   ,1.95   ,4.02   ,6.04   ,2.09   ,3.98   ,4.64   ,6.92   ,3.31   ,2.08   ,4.49   ,6.11   ,5.31   ,3.26
200306  ,12.14  ,10.15   ,7.25  ,11.05  ,12.67   ,7.40   ,5.22   ,5.47   ,6.65  ,11.24   ,7.20   ,6.12   ,7.42   ,5.03  ,11.76   ,6.62   ,9.12   ,5.89   ,7.17  ,11.44   ,8.07   ,8.55   ,6.58   ,6.53   ,6.04
200307   ,0.49   ,2.47   ,2.26   ,3.61   ,1.03   ,0.88   ,0.25   ,3.37   ,4.17   ,0.54   ,6.99   ,1.84   ,0.29   ,3.97   ,1.65   ,3.38  ,-0.34   ,1.91   ,2.64  ,-1.14   ,9.72   ,4.63   ,3.68   ,2.84   ,2.33
200308   ,9.96   ,7.13   ,8.40  ,11.87  ,13.75   ,9.30   ,9.39   ,6.05   ,7.58   ,9.07   ,7.25   ,7.75   ,9.29  ,10.14   ,9.32   ,8.61   ,8.79   ,7.51  ,11.60  ,11.72  ,15.75  ,12.95   ,8.70   ,8.22   ,7.26
200309   ,8.63   ,8.22  ,10.46   ,9.59  ,14.10   ,7.51   ,5.45   ,6.10   ,7.10  ,11.33   ,8.74   ,9.56   ,8.80  ,10.19  ,13.99  ,10.57   ,6.97   ,8.56   ,4.10   ,9.53  ,12.19   ,4.30   ,5.85   ,6.13   ,5.53
200310   ,6.08   ,5.60   ,8.52   ,7.16  ,14.74   ,3.05   ,4.53   ,3.99   ,8.20  ,12.23   ,8.17   ,2.79   ,4.71   ,6.28   ,8.04   ,2.41   ,6.42   ,4.33   ,4.92   ,4.99   ,9.37   ,5.74   ,4.02   ,2.33   ,0.17
200311  ,-8.13  ,-6.25  ,-8.59  ,-7.43 ,-12.04  ,-6.55  ,-4.72  ,-4.73  ,-5.83 ,-10.22  ,-7.75  ,-6.42  ,-5.66  ,-4.84  ,-6.74  ,-3.63  ,-3.91  ,-4.72  ,-6.81  ,-5.77  ,-4.43  ,-4.12  ,-3.08  ,-2.93  ,-1.83
200312   ,3.91   ,5.14   ,2.55   ,4.53   ,4.77   ,4.72   ,6.91   ,6.02   ,3.67   ,6.74   ,6.38   ,5.49   ,5.34   ,5.56   ,6.95   ,7.52   ,7.19   ,5.65   ,6.85   ,8.87   ,7.05   ,7.42   ,5.68   ,7.86   ,4.86
200401  ,11.73   ,9.03   ,9.30   ,6.84   ,8.97   ,7.75   ,5.57   ,4.56   ,6.83   ,9.11   ,3.33   ,3.00   ,4.59   ,4.41   ,3.58  ,-0.54   ,2.98   ,3.46   ,1.22   ,2.98  ,-0.58   ,1.47   ,4.38   ,2.49   ,0.32
200402  ,-0.86   ,0.51  ,-0.60   ,0.48  ,-0.96   ,0.11   ,0.95   ,0.51   ,0.08  ,-0.64  ,-0.01   ,1.67   ,1.15   ,1.04   ,0.72   ,0.46  ,-0.40  ,-0.02  ,-0.37   ,0.80  ,-1.38  ,-0.40   ,0.06   ,0.65  ,-0.10
